'file_name', 'runtime_error', 'parse_error', 'recompute_duration', 'layers_qty', 'new_time_total', 'base_time_total', 'raw_time_total', 'new_base_total'
'261460.recompute_res', False, False, 22.844, 213, 40298, 64514, 70279, 35497
'261640.recompute_res', False, False, 42.156, 126, 46814, 81939, 88710, 41832
'261678.recompute_res', False, False, 5.828, 77, 45031, 65913, 68121, 42736
'26172.recompute_res', False, False, 81.203, 89, 72303, 133556, 141680, 67430
'261728.recompute_res', False, False, 0.438, 409, 52342, 54331, 56909, 50500
'261742.recompute_res', False, False, 157.531, 484, 102140, 162122, 186817, 86128
'261913.recompute_res', False, False, 5.281, 74, 20313, 32512, 34567, 18046
'261926.recompute_res', False, False, 53.297, 857, 239125, 367847, 391723, 218751
'261943.recompute_res', False, False, 21.922, 179, 92831, 167843, 173555, 87775
'261999.recompute_res', False, False, 0.625, 64, 9832, 11808, 12470, 9381
'262051.recompute_res', False, False, 164.688, 62, 71800, 123187, 143554, 62160
'262062.recompute_res', False, False, 72.047, 152, 146284, 278659, 285280, 139895
'262086.recompute_res', False, False, 16.375, 10, 15345, 28664, 30070, 14474
'262099.recompute_res', False, False, 2.938, 252, 20371, 33262, 38425, 17765
'26214.recompute_res', False, False, 0.359, 160, 30425, 41660, 43099, 29591
'262185.recompute_res', False, False, 0.375, 239, 133723, 130647, 134467, 130618
'262240.recompute_res', False, False, 1.406, 24, 6467, 10832, 11726, 5846
'262283.recompute_res', False, False, 0.062, 314, 40537, 39595, 41470, 39595
'262308.recompute_res', False, False, 19.734, 46, 11757, 20871, 23355, 10823
'26232.recompute_res', False, False, 0.234, 29, 4334, 5209, 5844, 3904
'262337.recompute_res', False, False, 0.172, 14, 2881, 2926, 3293, 2573
'262383.recompute_res', False, False, 0.109, 232, 7965, 8316, 10525, 6831
'262427.recompute_res', False, False, 18.719, 39, 20887, 38302, 40610, 19330
'262474.recompute_res', False, False, 0.047, 191, 28239, 27412, 28618, 27412
'262475.recompute_res', False, False, 0.781, 9, 4988, 6419, 6819, 4662
'26249.recompute_res', False, False, 6.75, 281, 160969, 196542, 203490, 154128
'2625.recompute_res', False, False, 0.0, 1, 38, 38, 38, 38
'262541.recompute_res', False, False, 0.0, 7, 108, 107, 119, 107
'262599.recompute_res', False, False, 3.0, 29, 8044, 11230, 12415, 6953
'262654.recompute_res', False, False, 1.672, 89, 21047, 21918, 23534, 19636
'262659.recompute_res', False, False, 2.0, 198, 123280, 140541, 144077, 119783
'262692.recompute_res', False, False, 32.234, 174, 155788, 209212, 212964, 153030
'262724.recompute_res', True, False
'262829.recompute_res', False, False, 0.156, 237, 80067, 78361, 80696, 78263
'262844.recompute_res', False, False, 18.75, 126, 21041, 34478, 41701, 17496
'262849.recompute_res', False, False, 2.797, 302, 61787, 71483, 74435, 59810
'262856.recompute_res', False, False, 80.594, 334, 75797, 115812, 138243, 61522
'26286.recompute_res', False, False, 0.562, 349, 93351, 102848, 106163, 90657
'262999.recompute_res', False, False, 1.453, 31, 15583, 18805, 19842, 14721
'263021.recompute_res', False, False, 61.469, 12, 42457, 80071, 84915, 40165
'263040.recompute_res', False, False, 0.109, 32, 4043, 4399, 4905, 3677
'263041.recompute_res', True, False
'263048.recompute_res', False, False, 40.781, 14, 22757, 40372, 45027, 20436
'2631.recompute_res', False, False, 0.062, 76, 9185, 9319, 9834, 8830
'263196.recompute_res', False, False, 359.438, 239, 241969, 457408, 474265, 230458
'263210.recompute_res', False, False, 203.781, 227, 171504, 317769, 335978, 159726
'263277.recompute_res', False, False, 59.328, 99, 65715, 121340, 128997, 60902
'263434.recompute_res', False, False, 36.094, 13, 27428, 51274, 54337, 25854
'263561.recompute_res', False, False, 3.188, 53, 7836, 13800, 14710, 7241
'26362.recompute_res', False, False, 0.109, 14, 15290, 16218, 16457, 15043
'26366.recompute_res', True, False
'263668.recompute_res', False, False, 1.062, 59, 5805, 8025, 9302, 4703
'263893.recompute_res', False, False, 144.703, 199, 195557, 330785, 342966, 187818
'263895.recompute_res', False, False, 3.375, 39, 7839, 11908, 13600, 6477
'26399.recompute_res', False, False, 19.312, 251, 70527, 102669, 108636, 65807
'26408.recompute_res', False, False, 0.0, 49, 11498, 11302, 11643, 11302
'264130.recompute_res', False, True, '', '', '', '', '', ''
'264173.recompute_res', False, False, 2.031, 14, 10323, 19872, 20499, 9940
'264196.recompute_res', False, False, 0.016, 34, 16429, 16387, 16658, 16260
'26420.recompute_res', False, False, 1.0, 374, 141436, 153955, 158467, 137039
'264222.recompute_res', False, False, 421.734, 94, 213973, 404580, 427634, 202482
'264226.recompute_res', False, False, 1.281, 137, 51994, 58544, 60791, 49714
'264236.recompute_res', False, False, 5.781, 17, 9841, 13519, 14715, 8674
'264298.recompute_res', False, False, 1.047, 48, 6179, 11343, 11918, 5800
'264372.recompute_res', False, False, 0.734, 279, 128669, 131161, 134667, 125803
'264434.recompute_res', False, False, 6.016, 264, 43092, 71750, 74057, 40960
'264618.recompute_res', False, False, 2.062, 48, 6766, 12198, 12855, 6321
'264620.recompute_res', False, False, 164.219, 556, 321018, 607606, 628366, 307862
'264739.recompute_res', False, False, 135.719, 74, 141250, 260579, 271836, 132193
'264751.recompute_res', False, False, 12.125, 74, 25717, 41654, 44635, 22464
'264755.recompute_res', False, False, 14.078, 13, 15972, 29412, 30634, 14983
'26493.recompute_res', False, False, 1.641, 62, 10517, 13706, 15378, 8734
'265019.recompute_res', False, False, 0.0, 7, 239, 232, 245, 232
'265028.recompute_res', False, False, 9.719, 199, 19442, 24794, 36207, 15700
'26512.recompute_res', False, False, 0.828, 258, 102623, 105013, 108241, 99725
'265139.recompute_res', False, False, 4.156, 143, 39130, 47681, 50332, 36341
'26520.recompute_res', False, False, 1.031, 49, 16177, 17745, 18931, 15028
'265342.recompute_res', False, False, 1.578, 499, 30507, 50300, 56289, 25897
'265454.recompute_res', False, False, 48.734, 249, 92248, 162886, 174386, 82661
'265463.recompute_res', False, False, 1.938, 95, 39421, 50843, 52994, 37160
'26547.recompute_res', False, False, 52.328, 403, 134267, 222001, 234151, 124800
'265471.recompute_res', False, False, 0.094, 29, 13309, 13685, 13999, 13140
'265481.recompute_res', False, False, 2.844, 198, 34716, 48791, 51947, 32798
'265505.recompute_res', False, False, 0.0, 7, 589, 556, 599, 556
'265506.recompute_res', False, False, 13.094, 55, 9304, 15518, 18725, 8066
'265546.recompute_res', False, False, 0.047, 47, 4333, 4021, 4669, 3872
'26557.recompute_res', False, False, 20.156, 368, 232762, 331080, 338255, 225357
'265572.recompute_res', False, False, 111.078, 581, 257071, 432546, 451688, 240064
'265657.recompute_res', False, False, 8.766, 345, 168844, 248279, 253585, 163202
'265663.recompute_res', False, False, 0.734, 199, 33966, 35420, 37937, 30809
'265694.recompute_res', False, True, '', '', '', '', '', ''
'265712.recompute_res', False, False, 12.344, 124, 25866, 46883, 51167, 23641
'265724.recompute_res', False, False, 8.078, 19, 11384, 20604, 21778, 10732
'265926.recompute_res', False, False, 27.297, 24, 36319, 68858, 70423, 35305
'26606.recompute_res', False, False, 0.062, 30, 3691, 5405, 5678, 3542
'26620.recompute_res', False, False, 3.656, 424, 30410, 40871, 51308, 24793
'26624.recompute_res', False, False, 3.703, 64, 43534, 65878, 67794, 41385
'266263.recompute_res', False, False, 0.0, 24, 1801, 1728, 1848, 1728
'266266.recompute_res', False, False, 0.531, 49, 10115, 11642, 12802, 9172
'266284.recompute_res', False, False, 0.344, 53, 5856, 10332, 11016, 5452
'266291.recompute_res', False, False, 0.453, 299, 59557, 61130, 64198, 56947
'266309.recompute_res', False, False, 1.172, 49, 8823, 13451, 14533, 7780
'266352.recompute_res', False, False, 0.0, 159, 1484, 1228, 1808, 1228
'26636.recompute_res', False, False, 85.812, 159, 69535, 121088, 133080, 61448
'266399.recompute_res', False, False, 2.188, 99, 16308, 27934, 29888, 14612
'266477.recompute_res', False, False, 15.938, 99, 40836, 76889, 80618, 38890
'26651.recompute_res', False, False, 0.062, 99, 7784, 6855, 8107, 6835
'266552.recompute_res', False, False, 88.078, 249, 150996, 282790, 292975, 142933
'266573.recompute_res', False, False, 0.125, 117, 22802, 22116, 23728, 21554
'26660.recompute_res', False, False, 34.719, 31, 48249, 93596, 95316, 46869
'266605.recompute_res', False, False, 1.203, 48, 5855, 10768, 11364, 5489
'266636.recompute_res', False, False, 5.797, 334, 55411, 66110, 72171, 49993
'266643.recompute_res', False, False, 16.797, 24, 13504, 23645, 25941, 11948
'26678.recompute_res', False, False, 1.359, 146, 23094, 27374, 29369, 21395
'266874.recompute_res', True, False
'266927.recompute_res', False, True, '', '', '', '', '', ''
'266949.recompute_res', False, False, 2.172, 99, 25194, 38531, 40258, 23707
'266954.recompute_res', False, True, '', '', '', '', '', ''
'26697.recompute_res', False, True, '', '', '', '', '', ''
'26703.recompute_res', False, False, 30.828, 249, 116048, 181913, 189744, 109993
'267036.recompute_res', False, False, 16.156, 44, 15741, 27127, 30594, 13683
'267087.recompute_res', False, False, 0.0, 22, 87, 66, 108, 66
'267138.recompute_res', False, False, 0.734, 126, 6382, 10356, 12955, 5299
'267151.recompute_res', False, False, 0.0, 23, 4491, 4377, 4536, 4377
'26716.recompute_res', False, False, 79.797, 437, 117453, 209412, 227093, 105817
'26718.recompute_res', False, False, 6.203, 339, 156527, 237524, 243229, 150054
'267222.recompute_res', False, False, 133.484, 499, 282404, 465292, 483951, 266764
'267271.recompute_res', False, False, 0.0, 69, 2086, 1943, 2273, 1943
'26731.recompute_res', False, False, 153.562, 734, 352679, 578200, 605825, 331514
'267441.recompute_res', True, False
'26748.recompute_res', False, False, 29.234, 367, 62372, 102352, 115374, 52153
'267513.recompute_res', False, False, 4.484, 39, 6669, 11102, 12962, 5605
'267567.recompute_res', False, False, 4.422, 39, 7871, 11586, 13413, 6404
'267568.recompute_res', False, False, 11.906, 39, 11581, 18876, 21719, 9751
'267649.recompute_res', False, False, 2.406, 88, 10461, 17460, 20321, 9132
'267671.recompute_res', False, False, 19.609, 14, 13774, 23760, 26244, 12208
'267702.recompute_res', False, False, 8.062, 46, 7050, 12039, 13557, 6410
'267739.recompute_res', False, False, 46.094, 49, 46233, 86690, 89702, 43741
'267742.recompute_res', False, False, 4.797, 365, 118664, 132008, 136755, 114641
'267823.recompute_res', False, False, 7.828, 58, 10324, 18433, 20274, 9456
'26790.recompute_res', False, False, 56.719, 579, 85460, 130816, 140014, 78229
'267921.recompute_res', False, False, 8.984, 48, 17930, 24404, 25941, 16806
'268107.recompute_res', False, False, 11.375, 24, 14819, 24999, 26654, 13120
'26811.recompute_res', False, False, 12.609, 322, 65455, 101039, 109547, 56891
'26841.recompute_res', False, False, 0.031, 89, 4790, 4203, 5042, 4203
'268508.recompute_res', False, False, 0.531, 642, 47041, 58053, 62943, 43264
'268513.recompute_res', False, False, 4.453, 98, 29008, 50390, 52827, 26753
'268530.recompute_res', False, False, 0.359, 124, 33080, 30374, 34002, 30374
'268570.recompute_res', False, False, 22.75, 399, 114624, 194924, 205443, 105744
'268659.recompute_res', False, False, 613.703, 54, 387249, 743980, 765589, 372041
'268689.recompute_res', False, False, 32.594, 124, 41312, 74051, 81523, 37839
'268739.recompute_res', False, False, 4.219, 143, 42362, 50795, 53626, 39444
'268804.recompute_res', False, False, 243.203, 434, 275396, 510704, 534896, 258682
'269010.recompute_res', False, False, 0.406, 311, 139209, 135392, 139954, 135384
'269194.recompute_res', False, False, 21.719, 50, 19130, 35722, 37448, 18136
'269211.recompute_res', True, False
'269228.recompute_res', False, False, 1.578, 14, 4802, 8167, 8726, 4340
'269245.recompute_res', False, False, 2.953, 55, 5999, 10486, 11532, 5533
'269292.recompute_res', False, False, 21.016, 14, 14641, 25772, 28260, 13128
'269399.recompute_res', False, False, 2.047, 154, 51617, 58558, 61656, 48524
'269423.recompute_res', False, False, 24.594, 63, 43285, 73257, 77354, 39451
'269579.recompute_res', False, False, 44.156, 13, 31888, 59589, 63258, 30027
'269631.recompute_res', False, False, 18.078, 58, 13672, 23814, 27286, 12153
'269633.recompute_res', True, False
'269664.recompute_res', False, False, 0.141, 24, 5833, 6058, 6570, 5448
'269709.recompute_res', False, False, 35.594, 13, 32042, 60815, 63005, 30660
'269735.recompute_res', False, False, 27.672, 44, 33461, 61880, 65174, 31217
'26979.recompute_res', False, False, 22.625, 74, 22291, 36692, 40101, 19986
'270080.recompute_res', False, False, 0.156, 24, 21812, 21064, 22164, 20973
'2702.recompute_res', False, False, 59.188, 258, 92008, 163686, 175859, 84072
'27021.recompute_res', False, False, 0.031, 74, 2999, 3293, 3633, 2785
'27022.recompute_res', False, False, 1.688, 102, 12996, 20803, 22829, 11160
'270250.recompute_res', False, False, 1.906, 62, 25983, 38490, 39823, 24550
'270282.recompute_res', False, False, 27.812, 49, 17408, 30286, 34344, 15208
'270366.recompute_res', False, False, 141.375, 249, 120558, 218798, 234042, 110390
'270368.recompute_res', False, False, 165.578, 37, 116516, 225942, 232055, 113103
'270371.recompute_res', False, False, 0.047, 29, 14026, 13714, 14238, 13587
'270388.recompute_res', False, False, 99.625, 238, 85776, 159741, 169533, 80101
'270395.recompute_res', False, False, 11.656, 39, 10494, 16899, 19869, 8647
'270408.recompute_res', False, False, 8.438, 34, 14235, 25375, 26891, 13076
'270413.recompute_res', False, False, 3.672, 129, 23040, 30000, 34343, 19537
'27043.recompute_res', False, False, 28.953, 199, 52056, 87668, 95119, 44959
'270435.recompute_res', False, False, 68.906, 64, 52862, 97256, 104137, 48692
'270437.recompute_res', False, False, 0.0, 1, 24, 24, 24, 24
'270569.recompute_res', False, False, 15.594, 13, 19248, 36891, 37777, 18649
'270625.recompute_res', False, False, 18.5, 14, 14004, 24592, 26586, 12615
'270735.recompute_res', False, False, 0.516, 56, 16104, 19935, 21275, 15105
'270891.recompute_res', False, False, 14.375, 49, 11551, 19894, 22611, 10246
'270956.recompute_res', False, False, 0.0, 22, 184, 183, 226, 183
'270971.recompute_res', False, False, 38.938, 29, 23911, 43848, 46840, 22109
'271011.recompute_res', False, False, 45.531, 89, 36363, 61218, 70145, 31053
'271130.recompute_res', False, False, 2.266, 499, 68748, 75104, 78570, 66532
'271171.recompute_res', False, False, 0.031, 79, 12474, 11854, 12635, 11854
'271174.recompute_res', False, False, 0.016, 34, 10491, 10236, 10592, 10236
'271230.recompute_res', False, False, 0.578, 84, 72000, 73739, 75020, 70720
'271356.recompute_res', False, False, 0.5, 24, 6608, 8354, 9024, 6053
'271414.recompute_res', False, False, 5.828, 440, 87544, 103856, 110492, 82502
'27143.recompute_res', False, False, 0.0, 1, 31, 31, 31, 31
'271494.recompute_res', False, False, 0.141, 170, 37032, 35198, 37589, 35095
'271550.recompute_res', False, False, 0.562, 49, 11677, 20415, 21113, 11091
'271571.recompute_res', False, False, 6.062, 315, 44311, 70229, 75338, 39250
'271591.recompute_res', False, False, 0.156, 150, 79538, 78694, 80265, 78265
'271623.recompute_res', False, False, 19.438, 394, 165305, 235094, 242412, 158662
'271774.recompute_res', False, False, 11.047, 74, 27627, 41632, 44712, 24290
'271900.recompute_res', False, False, 34.891, 352, 112264, 198805, 213649, 102645
'271928.recompute_res', False, False, 0.016, 29, 8787, 8756, 8997, 8629
'271929.recompute_res', False, False, 23.344, 58, 15305, 27407, 30507, 13937
'271951.recompute_res', False, False, 0.0, 45, 608, 515, 743, 515
'27196.recompute_res', False, False, 377.922, 160, 446451, 862620, 878275, 436000
'272022.recompute_res', False, False, 0.234, 19, 6601, 7551, 7987, 6208
'272057.recompute_res', False, False, 151.156, 234, 106657, 195472, 208052, 98472
'272106.recompute_res', False, False, 1.969, 649, 31559, 41080, 49200, 26681
'272225.recompute_res', False, False, 2.219, 499, 55079, 59297, 64448, 51721
'272287.recompute_res', False, False, 13.203, 39, 11828, 19629, 22718, 9918
'272341.recompute_res', False, False, 0.016, 29, 9453, 9295, 9663, 9168
'272423.recompute_res', False, False, 28.516, 164, 37076, 66976, 72488, 33981
'272424.recompute_res', False, False, 30.844, 164, 37103, 66696, 72441, 33850
'272434.recompute_res', False, False, 1.188, 53, 7152, 12923, 13676, 6691
'272452.recompute_res', False, False, 0.0, 13, 2353, 2246, 2417, 2246
'272740.recompute_res', False, False, 402.938, 397, 318211, 552446, 584587, 298779
'272754.recompute_res', False, False, 0.031, 29, 5724, 5333, 6101, 5333
'272798.recompute_res', False, False, 42.828, 245, 129303, 214400, 219724, 124912
'272803.recompute_res', False, False, 0.109, 74, 34808, 41156, 41778, 34516
'272934.recompute_res', False, False, 8.812, 74, 28429, 44293, 47003, 25837
'272959.recompute_res', False, False, 0.0, 1, 21, 21, 21, 21
'273059.recompute_res', False, False, 82.188, 30, 65057, 125041, 129263, 62567
'273199.recompute_res', False, False, 0.219, 69, 15273, 16419, 17642, 14365
'273203.recompute_res', False, False, 0.016, 69, 2422, 2074, 2683, 2074
'273252.recompute_res', False, False, 0.5, 23, 12329, 15892, 16421, 11787
'27328.recompute_res', False, False, 118.5, 233, 195279, 374398, 385950, 187737
'27331.recompute_res', False, False, 34.422, 366, 285720, 490377, 499324, 276807
'273364.recompute_res', False, False, 12.438, 64, 23005, 31878, 34927, 21540
'273380.recompute_res', False, False, 0.016, 7, 1536, 1684, 1811, 1419
'273452.recompute_res', False, False, 7.906, 59, 20885, 31229, 32617, 19658
'273605.recompute_res', False, False, 13.781, 399, 149872, 258067, 266282, 139878
'273648.recompute_res', False, False, 0.109, 302, 59248, 57323, 59993, 57311
'273691.recompute_res', False, False, 53.125, 54, 79246, 150128, 153854, 76630
'273765.recompute_res', False, False, 143.094, 78, 113129, 213797, 224573, 106945
'273780.recompute_res', False, False, 20.75, 30, 16281, 31020, 32534, 15533
'273789.recompute_res', False, False, 0.047, 199, 68383, 68113, 69108, 67985
'273824.recompute_res', False, False, 50.672, 108, 49608, 91811, 97335, 46164
'273880.recompute_res', False, False, 32.672, 49, 33021, 59617, 63323, 30410
'273890.recompute_res', False, False, 0.516, 110, 13260, 15712, 17427, 11596
'273935.recompute_res', False, False, 49.672, 16, 41793, 79025, 82855, 39695
'273978.recompute_res', False, False, 168.984, 37, 114785, 221774, 229054, 110997
'274073.recompute_res', False, False, 0.453, 40, 20565, 20605, 21815, 19605
'274089.recompute_res', False, False, 0.0, 1, 75, 75, 75, 75
'274106.recompute_res', False, False, 19.141, 435, 249396, 348420, 358688, 239679
'274122.recompute_res', False, False, 1.172, 199, 72681, 84806, 86620, 71572
'274124.recompute_res', False, False, 36.641, 299, 206603, 393240, 401309, 198775
'27414.recompute_res', False, False, 60.078, 74, 70304, 133330, 138281, 66974
'274163.recompute_res', False, False, 106.953, 497, 224169, 395753, 416407, 208694
'274169.recompute_res', False, False, 0.062, 14, 3882, 4261, 4519, 3658
'27421.recompute_res', False, False, 1.578, 749, 201878, 206128, 213054, 195904
'274222.recompute_res', False, False, 9.031, 13, 14164, 26297, 27020, 13645
'274291.recompute_res', False, False, 84.0, 13, 55519, 103175, 110376, 51796
'274296.recompute_res', False, False, 22.219, 204, 55802, 104418, 110524, 52500
'274301.recompute_res', False, False, 29.281, 14, 19657, 35227, 38806, 17786
'274441.recompute_res', False, True, '', '', '', '', '', ''
'274485.recompute_res', False, False, 0.484, 369, 38699, 40726, 43857, 36268
'274554.recompute_res', False, False, 138.484, 644, 394875, 740844, 762715, 375612
'274563.recompute_res', False, False, 2.812, 74, 26805, 33022, 35007, 25060
'274568.recompute_res', False, False, 1.344, 442, 24270, 25818, 31041, 20584
'274625.recompute_res', True, False
'274642.recompute_res', False, True, '', '', '', '', '', ''
'274666.recompute_res', False, False, 21.922, 34, 27913, 51924, 54846, 26176
'274674.recompute_res', False, False, 0.125, 249, 11719, 21191, 22689, 10720
'27473.recompute_res', False, False, 0.031, 130, 17781, 17128, 18069, 17112
'274764.recompute_res', False, False, 212.812, 331, 370094, 707261, 727338, 355416
'274777.recompute_res', False, False, 0.0, 13, 142, 130, 154, 130
'274798.recompute_res', False, False, 0.25, 265, 112367, 109675, 113152, 109632
'274831.recompute_res', False, False, 6.766, 14, 11507, 21797, 22701, 10955
'274836.recompute_res', False, False, 30.766, 13, 26895, 50500, 53115, 25435
'274858.recompute_res', False, False, 0.0, 54, 3218, 3055, 3379, 3055
'27488.recompute_res', False, False, 0.0, 14, 6090, 6120, 6232, 6030
'274882.recompute_res', False, False, 0.234, 11, 4611, 6135, 6439, 4311
'274933.recompute_res', False, False, 7.797, 126, 19406, 32673, 35094, 17713
'27502.recompute_res', False, False, 10.797, 99, 47237, 86072, 89184, 44373
'275118.recompute_res', False, False, 0.031, 29, 9874, 9615, 10084, 9488
'275381.recompute_res', True, False
'275412.recompute_res', False, False, 0.125, 123, 10127, 8453, 10709, 8453
'27555.recompute_res', False, False, 1.672, 135, 20973, 21223, 24224, 18374
'275674.recompute_res', False, False, 121.062, 29, 58932, 109436, 116795, 54879
'275710.recompute_res', False, False, 0.141, 96, 65625, 64351, 66079, 64118
'276092.recompute_res', False, False, 0.281, 109, 5921, 7090, 8617, 4941
'276096.recompute_res', False, False, 1.375, 50, 9331, 14277, 15560, 8142
'276167.recompute_res', False, False, 236.953, 108, 210461, 408809, 417578, 204543
'276189.recompute_res', False, False, 0.0, 1, 24, 24, 24, 24
'276250.recompute_res', False, False, 15.094, 74, 20277, 35399, 39045, 17944
'276311.recompute_res', False, False, 2.234, 49, 7403, 11303, 12529, 6290
'276317.recompute_res', True, False
'276353.recompute_res', False, False, 0.156, 24, 8757, 9767, 10144, 8390
'276377.recompute_res', False, False, 13.344, 55, 11081, 20291, 21562, 10440
'276394.recompute_res', False, False, 9.906, 513, 52640, 75399, 86447, 43620
'276524.recompute_res', False, False, 178.906, 130, 118148, 217703, 234526, 109081
'276598.recompute_res', False, False, 0.0, 4, 584, 551, 603, 551
'276670.recompute_res', True, False
'276680.recompute_res', False, False, 0.0, 88, 1778, 1396, 2012, 1396
'27672.recompute_res', False, False, 1.391, 50, 5946, 11111, 11943, 5579
'276830.recompute_res', True, False
'276841.recompute_res', False, False, 27.922, 281, 57645, 93274, 101007, 52130
'276844.recompute_res', False, False, 40.625, 13, 30335, 57379, 60143, 28815
'276862.recompute_res', False, False, 0.0, 3, 36, 36, 38, 36
'276866.recompute_res', False, False, 0.297, 316, 51552, 47164, 53029, 47150
'276876.recompute_res', False, True, '', '', '', '', '', ''
'277075.recompute_res', True, False
'277123.recompute_res', False, False, 5.219, 30, 7344, 11386, 12521, 6604
'27725.recompute_res', False, False, 17.0, 48, 18203, 31907, 34297, 16454
'277506.recompute_res', False, False, 0.078, 115, 39094, 37921, 39531, 37829
'277650.recompute_res', False, False, 0.0, 14, 343, 310, 390, 310
'277664.recompute_res', False, False, 0.0, 24, 514, 436, 540, 436
'277728.recompute_res', False, False, 0.031, 9, 2877, 4658, 4721, 2839
'277792.recompute_res', False, False, 0.016, 34, 13525, 13254, 13626, 13254
'277883.recompute_res', False, False, 108.125, 484, 113842, 184797, 211141, 98132
'277889.recompute_res', False, False, 0.281, 219, 12595, 12844, 14056, 11961
'277900.recompute_res', False, False, 0.078, 88, 7394, 6307, 7835, 6307
'27792.recompute_res', False, False, 24.328, 79, 69619, 133502, 137105, 67052
'277951.recompute_res', False, False, 0.156, 82, 54494, 53171, 54887, 53066
'277982.recompute_res', False, False, 0.141, 82, 54494, 53171, 54887, 53066
'278022.recompute_res', False, True, '', '', '', '', '', ''
'278027.recompute_res', False, False, 0.0, 44, 772, 663, 946, 663
'278272.recompute_res', False, False, 69.156, 124, 32821, 51638, 67338, 26218
'278320.recompute_res', False, False, 35.781, 14, 21580, 39352, 43096, 19738
'278417.recompute_res', False, False, 37.641, 65, 46672, 83854, 87522, 43665
'278465.recompute_res', False, False, 0.953, 24, 11666, 15575, 16132, 11043
'278484.recompute_res', False, False, 0.469, 129, 16754, 17228, 18980, 15090
'278526.recompute_res', False, False, 33.844, 70, 83190, 158666, 161387, 80973
'278573.recompute_res', False, False, 223.328, 129, 131060, 243868, 259701, 122784
'278605.recompute_res', True, False
'278656.recompute_res', False, False, 155.922, 37, 112487, 219281, 224119, 109719
'278698.recompute_res', False, False, 1.172, 130, 25271, 32237, 35088, 23217
'278736.recompute_res', False, False, 27.297, 13, 23950, 45297, 47346, 22756
'27884.recompute_res', False, False, 25.062, 292, 94286, 159791, 168703, 86090
'278917.recompute_res', False, False, 0.047, 45, 7814, 7867, 8364, 7420
'279007.recompute_res', False, False, 11.453, 26, 14553, 25638, 26990, 13426
'279082.recompute_res', False, False, 0.031, 254, 6975, 6727, 7235, 6718
'279091.recompute_res', False, False, 0.031, 49, 4235, 3714, 4397, 3714
'279124.recompute_res', False, False, 0.172, 68, 5966, 6997, 8094, 5476
'279136.recompute_res', False, False, 5.688, 249, 130976, 141329, 143895, 129365
'279144.recompute_res', False, False, 1.688, 53, 7414, 13451, 14255, 6950
'279175.recompute_res', False, False, 1.219, 39, 14215, 18617, 19051, 13879
'27921.recompute_res', False, False, 1.938, 149, 67686, 78289, 81142, 64400
'279298.recompute_res', False, True, '', '', '', '', '', ''
'279300.recompute_res', False, False, 3.438, 14, 4379, 6619, 7434, 3590
'279301.recompute_res', False, False, 1.719, 14, 3551, 4960, 5617, 2936
'279310.recompute_res', False, False, 3.625, 24, 10144, 17805, 18808, 9429
'279311.recompute_res', False, False, 28.5, 109, 86632, 132646, 138345, 80708
'279356.recompute_res', False, False, 104.391, 95, 83988, 157819, 164855, 79349
'279426.recompute_res', False, False, 3.234, 399, 275128, 311566, 314936, 273282
'279473.recompute_res', False, False, 0.094, 98, 33732, 32670, 33960, 32670
'279498.recompute_res', False, False, 0.016, 49, 5569, 5322, 5667, 5322
'279559.recompute_res', False, False, 2.391, 214, 10820, 13707, 16061, 8975
'279570.recompute_res', True, False
'279678.recompute_res', False, False, 0.016, 54, 32741, 32983, 33237, 32647
'279691.recompute_res', False, False, 12.016, 55, 9774, 17069, 19530, 8832
'279699.recompute_res', False, False, 14.828, 49, 17251, 28735, 31821, 14833
'279763.recompute_res', False, False, 0.031, 104, 23497, 22887, 23807, 22887
'279764.recompute_res', False, False, 54.141, 249, 80386, 141953, 152298, 71951
'279791.recompute_res', False, False, 2.672, 14, 6875, 10069, 10791, 6211
'279795.recompute_res', False, True, '', '', '', '', '', ''
'279855.recompute_res', False, False, 0.109, 24, 4990, 5726, 6143, 4584
'279877.recompute_res', False, False, 99.516, 13, 62239, 115413, 123061, 57943
'279885.recompute_res', False, False, 10.062, 58, 10717, 18787, 21408, 9624
'279917.recompute_res', False, False, 47.344, 13, 36329, 68341, 72036, 34433
'279973.recompute_res', False, False, 0.141, 253, 78222, 76304, 78981, 76304
'280019.recompute_res', False, False, 0.016, 102, 10193, 9887, 10396, 9887
'280047.recompute_res', False, False, 21.266, 49, 34327, 64929, 67358, 32622
'280064.recompute_res', False, False, 6.0, 63, 24949, 43657, 45452, 23416
'280090.recompute_res', False, False, 0.016, 69, 21824, 21408, 21961, 21408
'280097.recompute_res', False, False, 311.703, 191, 182434, 338901, 357419, 169836
'280142.recompute_res', False, False, 13.062, 24, 12993, 22804, 24519, 11599
'28018.recompute_res', False, False, 40.484, 98, 50835, 94542, 100232, 47458
'280190.recompute_res', False, False, 3.953, 39, 13945, 22617, 24109, 12467
'280195.recompute_res', False, False, 0.031, 194, 20266, 19760, 20952, 19653
'280321.recompute_res', False, False, 10.016, 626, 118888, 153451, 165434, 109954
'280335.recompute_res', False, False, 0.219, 19, 3772, 4419, 4837, 3387
'280371.recompute_res', False, False, 0.578, 299, 264946, 264913, 271454, 261982
'280403.recompute_res', False, False, 0.766, 12, 5251, 6134, 6541, 4823
'280408.recompute_res', False, False, 37.922, 199, 109927, 204714, 212567, 103955
'280487.recompute_res', False, False, 0.297, 7, 2095, 3508, 3702, 1871
'280493.recompute_res', False, False, 61.125, 369, 209802, 355153, 366702, 198732
