'file_name', 'runtime_error', 'parse_error', 'recompute_duration', 'layers_qty', 'new_time_total', 'base_time_total', 'raw_time_total', 'new_base_total'
'672875.recompute_res', False, False, 16.547, 24, 12228, 21962, 23852, 11014
'672948.recompute_res', False, False, 0.516, 15, 4689, 6521, 6859, 4346
'673029.recompute_res', False, False, 1.656, 24, 20215, 30536, 31599, 19356
'673153.recompute_res', False, False, 6.5, 149, 22104, 41467, 43918, 20930
'673158.recompute_res', False, False, 0.375, 9, 4555, 5051, 5349, 4261
'673199.recompute_res', False, False, 9.406, 124, 44564, 64577, 69430, 40272
'673328.recompute_res', False, False, 1.219, 24, 7414, 11496, 12233, 6711
'673410.recompute_res', False, False, 4.781, 98, 19115, 30092, 32735, 16748
'673414.recompute_res', False, False, 17.469, 29, 15989, 29229, 31100, 14790
'673479.recompute_res', False, False, 53.641, 5, 36257, 69718, 71774, 34862
'67355.recompute_res', False, False, 17.891, 331, 34456, 46335, 62819, 28099
'673592.recompute_res', False, False, 572.234, 724, 385486, 705187, 755610, 354370
'673770.recompute_res', False, False, 0.203, 41, 6024, 5934, 6484, 5525
'673855.recompute_res', False, False, 1.578, 31, 14453, 18080, 19060, 13534
'673893.recompute_res', False, False, 27.094, 89, 29046, 49056, 55570, 24830
'673904.recompute_res', True, False
'673971.recompute_res', False, False, 10.016, 34, 10068, 14833, 17767, 8354
'674038.recompute_res', False, False, 47.484, 49, 25848, 44461, 53199, 22533
'674126.recompute_res', False, False, 10.844, 19, 8706, 14639, 16402, 7444
'674162.recompute_res', False, True, '', '', '', '', '', ''
'674264.recompute_res', False, False, 0.109, 249, 24202, 45786, 46530, 23290
'674290.recompute_res', False, False, 35.375, 126, 99178, 176988, 182997, 93593
'674381.recompute_res', False, False, 159.125, 37, 111809, 216673, 222746, 108452
'674417.recompute_res', False, False, 0.484, 24, 5467, 7654, 8216, 4905
'674579.recompute_res', False, False, 0.094, 144, 24870, 23335, 25301, 23335
'674586.recompute_res', False, True, '', '', '', '', '', ''
'674636.recompute_res', False, False, 0.875, 31, 14931, 17574, 18414, 14132
'674639.recompute_res', False, False, 0.375, 31, 14147, 16244, 16854, 13546
'674673.recompute_res', False, False, 79.656, 369, 221252, 376674, 389132, 209763
'674716.recompute_res', False, False, 1.25, 408, 38046, 49971, 55090, 34651
'67475.recompute_res', False, False, 3.422, 29, 19365, 36258, 36994, 18732
'674776.recompute_res', False, False, 11.703, 320, 131229, 157296, 162052, 127210
'674816.recompute_res', True, False
'674899.recompute_res', False, False, 0.203, 567, 72789, 70806, 74180, 70806
'674904.recompute_res', False, False, 23.266, 57, 28945, 50254, 55012, 26436
'674960.recompute_res', False, False, 0.0, 1, 33, 33, 33, 33
'675039.recompute_res', False, False, 44.031, 463, 256882, 379260, 392774, 244553
'67505.recompute_res', True, False
'675055.recompute_res', False, False, 30.078, 29, 21980, 40597, 43038, 20480
'675124.recompute_res', False, False, 0.422, 44, 18389, 33735, 34174, 17893
'67520.recompute_res', False, False, 0.703, 26, 11137, 16835, 17408, 10560
'67526.recompute_res', False, False, 9.422, 205, 24791, 45344, 47214, 23698
'675336.recompute_res', False, False, 0.016, 99, 3735, 3070, 4047, 3070
'67542.recompute_res', False, False, 0.047, 134, 9828, 9058, 10104, 9043
'675448.recompute_res', False, False, 6.953, 200, 81807, 112249, 115412, 79802
'675450.recompute_res', False, False, 0.0, 15, 565, 526, 591, 526
'675456.recompute_res', False, False, 0.0, 24, 1095, 992, 1168, 983
'675472.recompute_res', False, False, 6.781, 444, 48597, 66978, 73443, 44307
'675527.recompute_res', False, False, 0.734, 127, 40352, 38841, 41636, 37721
'67558.recompute_res', False, False, 6.516, 55, 8287, 15049, 15950, 7814
'675670.recompute_res', False, False, 0.125, 93, 14195, 14203, 14995, 13657
'675747.recompute_res', False, False, 17.672, 83, 21110, 36887, 40991, 19046
'675800.recompute_res', False, False, 0.703, 1210, 108101, 105663, 113894, 103311
'675934.recompute_res', True, False
'67604.recompute_res', False, False, 14.844, 39, 12121, 20018, 23530, 10117
'676074.recompute_res', False, False, 0.016, 12, 2644, 2535, 2667, 2524
'676214.recompute_res', False, False, 94.625, 108, 135285, 261749, 267573, 131103
'67638.recompute_res', False, False, 0.203, 24, 5829, 6761, 7307, 5374
'67646.recompute_res', False, False, 0.125, 7, 1416, 1628, 1786, 1281
'676552.recompute_res', False, False, 3.453, 129, 22930, 29595, 33893, 19447
'676595.recompute_res', False, False, 0.0, 3, 1228, 1903, 1918, 1209
'676630.recompute_res', False, False, 192.766, 199, 304605, 577867, 596506, 293080
'676677.recompute_res', False, False, 18.875, 24, 21329, 37139, 38612, 20130
'67671.recompute_res', False, False, 6.062, 209, 28692, 37043, 41903, 25149
'676743.recompute_res', False, False, 3.781, 55, 11151, 18720, 19724, 10409
'676796.recompute_res', False, False, 382.141, 174, 229540, 432808, 452289, 216662
'67688.recompute_res', False, False, 106.844, 129, 62873, 112120, 127166, 56182
'676921.recompute_res', False, False, 1.797, 19, 7151, 11661, 12239, 6584
'677079.recompute_res', False, False, 0.078, 74, 20263, 19218, 20486, 19214
'677112.recompute_res', False, False, 20.344, 428, 69291, 95072, 112048, 56472
'677283.recompute_res', False, False, 0.906, 79, 26629, 27838, 29431, 25089
'677339.recompute_res', False, False, 0.875, 259, 29993, 35828, 39852, 27095
'67734.recompute_res', False, False, 93.125, 229, 109599, 196481, 210424, 100958
'677433.recompute_res', False, False, 0.0, 74, 11874, 11643, 12021, 11643
'677501.recompute_res', False, False, 79.953, 79, 41942, 64958, 81024, 36095
'677506.recompute_res', False, False, 11.594, 32, 17754, 31334, 33253, 16322
'677613.recompute_res', False, False, 2.453, 22, 7042, 10601, 11479, 6231
'677676.recompute_res', False, False, 13.797, 78, 28721, 52445, 55759, 26569
'677733.recompute_res', False, False, 3.0, 98, 29144, 48008, 50038, 27175
'677742.recompute_res', False, False, 13.422, 50, 17394, 29924, 32843, 15445
'677746.recompute_res', False, False, 0.188, 43, 15762, 15391, 16844, 14697
'677756.recompute_res', False, False, 0.297, 24, 6360, 6582, 7159, 5859
'677830.recompute_res', False, False, 42.5, 596, 196716, 309069, 332825, 181088
'677852.recompute_res', False, False, 2.844, 51, 9600, 16795, 17730, 8927
'677857.recompute_res', False, False, 0.0, 1, 37, 36, 37, 36
'677893.recompute_res', False, False, 22.922, 474, 107769, 174570, 187841, 93969
'677920.recompute_res', False, False, 1.828, 24, 7063, 9476, 10370, 6384
'67793.recompute_res', False, False, 0.0, 28, 794, 895, 1012, 729
'678071.recompute_res', False, False, 0.156, 51, 4230, 4364, 5302, 3588
'67824.recompute_res', False, False, 1.516, 57, 7914, 14389, 15078, 7524
'678296.recompute_res', False, False, 0.141, 17, 5867, 6709, 7004, 5589
'6783.recompute_res', False, False, 4.75, 49, 18609, 25610, 27402, 16671
'678369.recompute_res', False, False, 0.312, 221, 43189, 43139, 45776, 41106
'678521.recompute_res', False, False, 1.906, 129, 25798, 27203, 30121, 23083
'678601.recompute_res', False, False, 4.812, 156, 40642, 52370, 55176, 38106
'678678.recompute_res', False, False, 11.766, 32, 20605, 34904, 36941, 19077
'678679.recompute_res', False, False, 0.094, 219, 6594, 7155, 8703, 5653
'678681.recompute_res', False, False, 10.391, 32, 16594, 30247, 32122, 15386
'678689.recompute_res', False, False, 0.391, 219, 8087, 9014, 10823, 6871
'678708.recompute_res', False, False, 1.031, 94, 7001, 8740, 10353, 5817
'678770.recompute_res', False, False, 2.891, 44, 20070, 34918, 36187, 18884
'678779.recompute_res', False, False, 61.094, 124, 67251, 123985, 131957, 62141
'67880.recompute_res', True, False
'678831.recompute_res', False, False, 16.438, 58, 13625, 23822, 26580, 12042
'679069.recompute_res', False, False, 5.031, 34, 11349, 18619, 20124, 10192
'67907.recompute_res', False, False, 33.703, 74, 25494, 43940, 48787, 22357
'679126.recompute_res', False, False, 0.031, 101, 13570, 12924, 13770, 12924
'679160.recompute_res', False, False, 170.391, 37, 120103, 233939, 240054, 117227
'679231.recompute_res', False, False, 153.625, 59, 100729, 190632, 199213, 95552
'679508.recompute_res', False, False, 0.0, 2, 173, 166, 175, 166
'679571.recompute_res', False, False, 0.0, 1, 20, 20, 20, 20
'6796.recompute_res', False, False, 0.031, 53, 10017, 9299, 10197, 9290
'679672.recompute_res', False, False, 25.156, 42, 33734, 60859, 63925, 31241
'679725.recompute_res', False, False, 41.547, 496, 275772, 513016, 526257, 263400
'679934.recompute_res', False, False, 30.188, 424, 196191, 315694, 328101, 190219
'679972.recompute_res', False, False, 0.141, 45, 16114, 15942, 17175, 15248
'6800.recompute_res', False, False, 0.656, 24, 5277, 6373, 6960, 4772
'680114.recompute_res', False, False, 0.109, 80, 28420, 27327, 28721, 27221
'680223.recompute_res', False, False, 0.031, 253, 5877, 4969, 6393, 4856
'680534.recompute_res', False, False, 16.016, 16, 18718, 34228, 35891, 17577
'680664.recompute_res', False, False, 0.0, 22, 400, 372, 430, 372
'680709.recompute_res', False, False, 0.078, 219, 6308, 6761, 8403, 5308
'680864.recompute_res', False, False, 3.109, 132, 31242, 42113, 44969, 27711
'68096.recompute_res', False, False, 7.688, 57, 11080, 20143, 21223, 10425
'681064.recompute_res', False, False, 0.922, 295, 63886, 71984, 75324, 61370
'681072.recompute_res', False, False, 0.109, 43, 13101, 13148, 13936, 12454
'681112.recompute_res', False, False, 7.156, 55, 8164, 14366, 16123, 7477
'681141.recompute_res', False, False, 0.062, 194, 15394, 14418, 15893, 14410
'681232.recompute_res', False, False, 4.953, 94, 23976, 43638, 47431, 22364
'681408.recompute_res', False, False, 0.234, 49, 16690, 23454, 23981, 16340
'681592.recompute_res', False, False, 0.234, 299, 112171, 109475, 113067, 109475
'681616.recompute_res', False, False, 0.859, 74, 7764, 12077, 12940, 7017
'681729.recompute_res', True, False
'681835.recompute_res', False, False, 15.375, 249, 90390, 149839, 156761, 82351
'681867.recompute_res', False, False, 154.766, 99, 75325, 123546, 147650, 62801
'681880.recompute_res', False, False, 0.719, 339, 162528, 175892, 180468, 158512
'68192.recompute_res', False, False, 81.109, 369, 220550, 376000, 388449, 209039
'681937.recompute_res', False, False, 0.031, 84, 27044, 26441, 27342, 26397
'681940.recompute_res', False, False, 53.578, 13, 38245, 70514, 75500, 35680
'681951.recompute_res', False, False, 0.0, 1, 54, 54, 54, 54
'682009.recompute_res', False, False, 149.703, 21, 93075, 173456, 183728, 86865
'682034.recompute_res', False, False, 7.984, 55, 8164, 14366, 16123, 7477
'682039.recompute_res', False, False, 11.969, 59, 33289, 45043, 46987, 32025
'68212.recompute_res', False, False, 186.922, 134, 109887, 190450, 226112, 97094
'6822.recompute_res', False, False, 0.078, 99, 45474, 44403, 45775, 44391
'682259.recompute_res', False, False, 0.5, 7, 2516, 2789, 3065, 2256
'682284.recompute_res', False, False, 0.219, 42, 11552, 11251, 11995, 10914
'68239.recompute_res', False, False, 0.375, 34, 9183, 9897, 10443, 8658
'682408.recompute_res', False, False, 81.422, 304, 80858, 135439, 143005, 75650
'682415.recompute_res', False, False, 4.125, 189, 25510, 33671, 38035, 20584
'68246.recompute_res', False, False, 51.422, 109, 45911, 83054, 87178, 42574
'682519.recompute_res', False, False, 0.016, 9, 1138, 1311, 1428, 1030
'682689.recompute_res', False, False, 0.016, 49, 1715, 1417, 1865, 1417
'682714.recompute_res', False, False, 31.078, 13, 25266, 47005, 49514, 23978
'682852.recompute_res', False, False, 0.625, 24, 7252, 8105, 8838, 6629
'682853.recompute_res', False, False, 0.938, 24, 7140, 8811, 9574, 6509
'682875.recompute_res', False, False, 1.125, 11, 6336, 7154, 7575, 5928
'682913.recompute_res', False, False, 2.922, 224, 32311, 47111, 50523, 29247
'682931.recompute_res', False, False, 1.391, 19, 5731, 8310, 9095, 5121
'683072.recompute_res', False, False, 0.25, 29, 7741, 8165, 8624, 7321
'683095.recompute_res', False, False, 0.016, 29, 9240, 9106, 9450, 8979
'683106.recompute_res', False, False, 0.062, 18, 3791, 5231, 5525, 3593
'683133.recompute_res', False, False, 6.188, 396, 104183, 136295, 145054, 95676
'683159.recompute_res', False, False, 53.25, 89, 37623, 63226, 72102, 31991
'683183.recompute_res', False, False, 1.062, 259, 9554, 14225, 17715, 7835
'683186.recompute_res', False, False, 67.156, 454, 108409, 166174, 177585, 100108
'683300.recompute_res', False, False, 30.5, 79, 34578, 61810, 66179, 31531
'683369.recompute_res', False, False, 0.125, 19, 11528, 12208, 12541, 11182
'683400.recompute_res', False, False, 38.469, 99, 38027, 68035, 72832, 34306
'683434.recompute_res', False, False, 3.547, 39, 8354, 14229, 15418, 7376
'683486.recompute_res', False, False, 3.094, 48, 7764, 13359, 14109, 7219
'68351.recompute_res', False, True, '', '', '', '', '', ''
'683535.recompute_res', False, False, 623.172, 549, 453167, 844846, 890155, 423156
'683550.recompute_res', False, False, 0.062, 312, 40766, 40730, 42339, 40093
'683669.recompute_res', False, False, 0.547, 49, 5768, 7453, 8108, 5216
'683733.recompute_res', False, False, 0.047, 124, 14465, 13452, 14797, 13401
'683769.recompute_res', False, False, 20.375, 39, 38036, 71401, 73307, 36530
'683893.recompute_res', False, False, 0.094, 282, 26834, 25059, 27445, 25055
'683895.recompute_res', False, False, 9.703, 53, 7673, 13378, 14767, 6921
'683931.recompute_res', False, False, 39.297, 24, 27121, 51587, 53625, 25821
'683956.recompute_res', False, False, 0.734, 24, 5352, 6026, 6820, 4637
'683959.recompute_res', False, False, 15.047, 29, 13057, 23401, 25114, 11916
'683966.recompute_res', False, True, '', '', '', '', '', ''
'684118.recompute_res', False, False, 2.078, 135, 23914, 41529, 44137, 22596
'684210.recompute_res', False, False, 648.172, 439, 455674, 861626, 896745, 431774
'684227.recompute_res', False, False, 30.625, 84, 37564, 67950, 72665, 34431
'684355.recompute_res', False, False, 2.156, 479, 85200, 82501, 91369, 78590
'684358.recompute_res', False, False, 0.297, 49, 7122, 12737, 13357, 6709
'684374.recompute_res', False, False, 44.609, 296, 74946, 115003, 124940, 67946
'684386.recompute_res', False, False, 4.219, 99, 21497, 39278, 41468, 20059
'684394.recompute_res', False, False, 3.031, 312, 54593, 61482, 67013, 49578
'684493.recompute_res', False, False, 33.656, 74, 23632, 42114, 44466, 22038
'684569.recompute_res', False, False, 1.625, 46, 4837, 8199, 8858, 4487
'684575.recompute_res', False, False, 25.828, 129, 44512, 82524, 87571, 41510
'68473.recompute_res', False, False, 16.469, 85, 29058, 49859, 53314, 26096
'684735.recompute_res', False, False, 0.141, 4, 1933, 3499, 3596, 1856
'684779.recompute_res', False, False, 14.094, 70, 38507, 70075, 72267, 36895
'684801.recompute_res', True, False
'68487.recompute_res', False, False, 0.297, 124, 33161, 30780, 34018, 30780
'6850.recompute_res', False, False, 0.078, 474, 9048, 9532, 9663, 8902
'685095.recompute_res', False, False, 0.188, 44, 4044, 4570, 5185, 3584
'685116.recompute_res', False, False, 2.578, 24, 6787, 9511, 10705, 5833
'685183.recompute_res', False, False, 0.172, 39, 7432, 10007, 10429, 7033
'685185.recompute_res', False, False, 0.188, 124, 9164, 10090, 11057, 8376
'685190.recompute_res', False, True, '', '', '', '', '', ''
'685273.recompute_res', False, False, 0.219, 17, 5289, 6196, 6621, 4889
'685325.recompute_res', False, False, 27.484, 31, 35801, 67320, 69229, 34478
'685355.recompute_res', False, False, 300.125, 49, 179989, 348707, 358967, 174400
'685401.recompute_res', False, False, 0.0, 72, 2036, 1773, 2180, 1773
'685413.recompute_res', False, False, 276.25, 199, 149459, 273386, 294194, 137190
'68570.recompute_res', False, False, 14.359, 39, 12968, 19247, 21554, 10737
'685726.recompute_res', False, False, 0.391, 108, 22625, 23531, 24918, 21502
'685739.recompute_res', False, False, 10.062, 48, 9815, 18065, 19165, 9157
'685744.recompute_res', False, False, 2.266, 147, 39866, 40672, 45490, 36579
'685822.recompute_res', False, False, 66.984, 29, 39515, 74695, 78430, 37382
'685824.recompute_res', False, False, 30.656, 19, 18630, 33531, 36582, 16783
'685830.recompute_res', False, False, 0.203, 44, 3992, 5438, 5820, 3605
'685869.recompute_res', False, False, 0.969, 74, 6629, 9825, 11762, 5319
'685892.recompute_res', False, False, 627.641, 526, 391260, 711390, 766212, 362077
'686273.recompute_res', True, False
'686303.recompute_res', False, False, 85.797, 499, 100830, 167966, 198418, 88337
'686385.recompute_res', False, False, 53.172, 13, 41188, 77806, 82259, 39038
'686471.recompute_res', False, False, 111.562, 89, 215990, 418235, 424701, 211385
'686530.recompute_res', False, False, 0.016, 19, 8253, 8101, 8393, 8017
'686533.recompute_res', False, False, 0.359, 19, 9991, 9538, 10293, 9313
'686541.recompute_res', False, False, 13.578, 71, 30488, 39850, 43855, 26960
'686586.recompute_res', False, False, 11.891, 269, 58288, 101051, 107685, 51662
'686587.recompute_res', False, False, 0.0, 2, 234, 218, 236, 218
'686636.recompute_res', False, False, 6.0, 173, 35648, 54801, 58926, 31665
'686751.recompute_res', False, False, 64.969, 629, 229756, 411681, 433426, 216825
'6868.recompute_res', False, False, 20.375, 55, 20854, 34506, 38426, 17762
'686803.recompute_res', False, True, '', '', '', '', '', ''
'686809.recompute_res', False, False, 4.875, 69, 31113, 57453, 59239, 29279
'68691.recompute_res', False, False, 14.281, 39, 18314, 28692, 31478, 16045
'687023.recompute_res', False, False, 24.5, 392, 251908, 442113, 449880, 243516
'687061.recompute_res', False, False, 7.953, 234, 115268, 184597, 188333, 111022
'687090.recompute_res', False, False, 158.203, 128, 98679, 178764, 193204, 90546
'687092.recompute_res', False, False, 1.25, 85, 7658, 9049, 11096, 6255
'687134.recompute_res', False, False, 185.234, 39, 150768, 285385, 299005, 143282
'687142.recompute_res', False, False, 0.0, 33, 1928, 1865, 1992, 1865
'687406.recompute_res', False, False, 1.375, 29, 6854, 8817, 9917, 5927
'687571.recompute_res', False, False, 13.609, 14, 13367, 24026, 25082, 12622
'687589.recompute_res', False, False, 51.641, 224, 49048, 87968, 92541, 45922
'687659.recompute_res', False, True, '', '', '', '', '', ''
'687714.recompute_res', False, False, 0.031, 299, 9234, 8635, 10126, 8635
'687778.recompute_res', False, False, 17.516, 130, 40432, 71818, 77049, 36918
'687794.recompute_res', False, False, 118.625, 24, 52066, 100395, 103484, 50227
'688028.recompute_res', False, False, 1.375, 79, 11315, 16607, 17546, 10411
'688034.recompute_res', False, False, 0.0, 37, 491, 430, 576, 430
'688068.recompute_res', False, False, 1.922, 299, 68342, 71387, 75714, 62538
'688123.recompute_res', False, False, 0.047, 129, 16252, 15533, 16510, 15529
'68819.recompute_res', False, False, 8.953, 179, 132082, 151504, 158470, 125778
'688326.recompute_res', False, False, 0.016, 39, 10785, 10708, 10973, 10587
'688332.recompute_res', False, True, '', '', '', '', '', ''
'6885.recompute_res', False, False, 0.047, 54, 8975, 8218, 9085, 8213
'68851.recompute_res', False, False, 0.25, 24, 6181, 6922, 7477, 5723
'688519.recompute_res', False, False, 10.094, 49, 7943, 14338, 15869, 7199
'688577.recompute_res', False, False, 0.062, 79, 15483, 14675, 15792, 14633
'68858.recompute_res', False, False, 336.938, 99, 215984, 412694, 421047, 210314
'688682.recompute_res', False, False, 1.234, 39, 13445, 20548, 21322, 12597
'688746.recompute_res', False, False, 9.0, 82, 22018, 34558, 38174, 18894
'688759.recompute_res', False, False, 2.375, 92, 38608, 53943, 55489, 37396
'68876.recompute_res', False, False, 10.328, 21, 16254, 30107, 31180, 15424
'688777.recompute_res', False, False, 0.078, 74, 11597, 11157, 12006, 10891
'688985.recompute_res', False, False, 14.953, 73, 30831, 54761, 56994, 29025
'689004.recompute_res', False, False, 17.438, 511, 140399, 170375, 178401, 134781
'689061.recompute_res', False, False, 0.609, 144, 14659, 13096, 15653, 12537
'689068.recompute_res', False, False, 86.797, 169, 82001, 142051, 152299, 73819
'689098.recompute_res', False, False, 1.328, 24, 7672, 9783, 10605, 6950
'689158.recompute_res', False, False, 1.688, 29, 7908, 10337, 11538, 6902
'689160.recompute_res', False, False, 1.062, 29, 6903, 8487, 9514, 6040
'689165.recompute_res', False, False, 0.391, 29, 5921, 6123, 6901, 5224
'689283.recompute_res', False, False, 1.953, 9, 8153, 15725, 15922, 7986
'689498.recompute_res', False, False, 2.609, 31, 14150, 18298, 19468, 13145
'689525.recompute_res', False, False, 1.75, 31, 13864, 17735, 18712, 12951
'689600.recompute_res', False, False, 1.734, 15, 6604, 7876, 8622, 5913
'689661.recompute_res', False, False, 21.25, 199, 81740, 142801, 150477, 74622
'689721.recompute_res', False, False, 0.188, 369, 50901, 49056, 52080, 49029
'689745.recompute_res', False, False, 20.219, 49, 13017, 22358, 26310, 11471
'689779.recompute_res', False, False, 0.0, 9, 4027, 3974, 4053, 3974
'689890.recompute_res', False, False, 1.156, 14, 5803, 6987, 7492, 5308
'689896.recompute_res', False, False, 1.047, 24, 21978, 29205, 30103, 21272
'690092.recompute_res', False, False, 0.0, 1, 62, 112, 116, 57
'690212.recompute_res', False, False, 14.953, 29, 17284, 30158, 32266, 15550
'690263.recompute_res', False, False, 136.109, 10, 78510, 144199, 153657, 72498
'690273.recompute_res', True, False
'6903.recompute_res', False, False, 17.438, 99, 30541, 55628, 58908, 28262
'690314.recompute_res', False, False, 37.0, 13, 27376, 51864, 54279, 25993
'690388.recompute_res', False, False, 4.141, 68, 18722, 34810, 36576, 17547
'69041.recompute_res', False, True, '', '', '', '', '', ''
'690503.recompute_res', False, False, 0.312, 107, 21227, 22460, 24189, 19804
'690640.recompute_res', True, False
'690700.recompute_res', False, False, 85.266, 315, 247846, 438608, 446060, 240596
'690830.recompute_res', False, False, 19.625, 58, 22352, 40308, 43312, 20579
'691237.recompute_res', False, False, 0.0, 29, 9144, 9078, 9354, 8951
'691293.recompute_res', False, False, 13.672, 55, 10195, 17919, 19826, 9264
'69132.recompute_res', False, False, 0.0, 36, 379, 268, 424, 268
'691372.recompute_res', False, False, 37.219, 83, 34501, 61319, 66740, 30870
'691492.recompute_res', True, False
'6915.recompute_res', False, False, 64.672, 149, 106236, 195947, 202457, 100419
'691547.recompute_res', False, False, 4.219, 296, 135312, 143692, 149514, 129535
'691568.recompute_res', False, False, 455.359, 656, 287754, 504263, 548242, 258225
'691577.recompute_res', False, False, 1.594, 39, 46560, 50590, 51686, 45290
'69170.recompute_res', False, False, 0.078, 181, 4907, 4315, 6169, 3823
'691703.recompute_res', False, False, 6.891, 99, 40637, 63907, 66956, 37846
'691745.recompute_res', False, False, 15.172, 31, 13479, 25575, 26936, 12825
'691778.recompute_res', False, False, 254.031, 169, 176769, 342219, 349995, 171630
'691796.recompute_res', False, False, 0.0, 88, 7870, 7422, 8115, 7422
'69187.recompute_res', False, False, 0.0, 3, 62, 62, 66, 62
'692053.recompute_res', False, False, 15.438, 331, 122961, 210024, 217901, 114756
'692210.recompute_res', False, False, 0.062, 49, 6712, 8893, 9169, 6572
'692327.recompute_res', False, False, 62.797, 65, 50633, 91466, 96410, 46627
'692368.recompute_res', False, False, 27.281, 9, 16273, 29229, 31881, 14684
'692379.recompute_res', False, False, 0.703, 84, 10101, 13602, 14831, 9062
'692446.recompute_res', False, False, 0.109, 24, 9124, 9123, 9704, 8556
'692490.recompute_res', False, False, 1.344, 39, 10219, 10148, 11592, 8972
'692501.recompute_res', False, False, 0.016, 199, 19946, 20051, 20144, 19944
'692513.recompute_res', True, False
'692520.recompute_res', False, False, 247.156, 299, 185272, 328597, 361127, 164956
'692523.recompute_res', False, False, 24.812, 24, 18354, 32816, 35452, 16518
'692524.recompute_res', False, False, 0.391, 84, 54230, 55779, 57276, 52857
'692536.recompute_res', False, False, 5.031, 358, 29508, 45535, 50565, 26552
'69258.recompute_res', False, True, '', '', '', '', '', ''
'69259.recompute_res', False, True, '', '', '', '', '', ''
'692657.recompute_res', False, False, 8.5, 48, 9023, 16633, 17679, 8429
'692746.recompute_res', False, False, 10.281, 264, 97282, 150524, 157470, 89673
'692888.recompute_res', False, False, 878.125, 373, 495776, 934769, 979671, 467877
'692889.recompute_res', True, False
'692946.recompute_res', False, False, 0.609, 69, 36525, 45132, 46362, 35168
'692995.recompute_res', False, False, 31.25, 290, 116340, 184648, 191837, 108923
'693030.recompute_res', False, False, 2.25, 202, 35665, 43094, 45733, 33098
'693051.recompute_res', False, False, 0.078, 287, 22874, 23284, 25315, 21750
'693054.recompute_res', False, False, 12.0, 39, 23012, 31498, 32956, 22053
'693346.recompute_res', False, False, 25.266, 424, 58108, 109139, 117070, 54790
'693374.recompute_res', False, True, '', '', '', '', '', ''
'693445.recompute_res', False, False, 3.938, 9, 4619, 7574, 8155, 4155
'693521.recompute_res', False, False, 11.578, 499, 176139, 218815, 230334, 164691
'693667.recompute_res', False, False, 314.75, 49, 172096, 330451, 342855, 165289
'693745.recompute_res', False, False, 0.234, 74, 15485, 16595, 17660, 14477
'693830.recompute_res', False, False, 1.609, 350, 58326, 75615, 79735, 54617
'693831.recompute_res', False, False, 10.891, 92, 14527, 24784, 27459, 12720
'693857.recompute_res', False, False, 3.234, 29, 9612, 14138, 15264, 8477
'693893.recompute_res', False, False, 9.0, 36, 15677, 23404, 25124, 14349
'693956.recompute_res', False, False, 0.062, 82, 23014, 22185, 23348, 22089
'694030.recompute_res', False, False, 0.312, 149, 32407, 29293, 32858, 29286
'694053.recompute_res', False, False, 395.625, 424, 457185, 697062, 719355, 441761
'69408.recompute_res', False, False, 0.0, 23, 1561, 1610, 1703, 1504
'694196.recompute_res', False, False, 314.172, 177, 252395, 483757, 496805, 243275
'694493.recompute_res', False, False, 36.656, 70, 41645, 71919, 75853, 37962
'694518.recompute_res', False, False, 0.0, 65, 149, 140, 217, 140
'694559.recompute_res', False, False, 4.875, 89, 19712, 24265, 27535, 16590
'694661.recompute_res', False, False, 0.953, 324, 75756, 78214, 82280, 71906
'69473.recompute_res', False, False, 21.875, 42, 27667, 43347, 45465, 26354
'694753.recompute_res', False, False, 3.594, 157, 35992, 55817, 59601, 32318
'694763.recompute_res', False, False, 0.484, 119, 5651, 7501, 8637, 4834
'694775.recompute_res', False, False, 0.047, 9, 2176, 2102, 2325, 1997
'694848.recompute_res', False, False, 0.0, 5, 137, 137, 145, 137
'694936.recompute_res', False, False, 0.219, 14, 2803, 4006, 4154, 2655
'694956.recompute_res', True, False
'695055.recompute_res', False, False, 129.297, 199, 131549, 240394, 253868, 121840
'695061.recompute_res', False, False, 0.016, 74, 13157, 12992, 13378, 12992
'695244.recompute_res', False, False, 50.75, 19, 30794, 55365, 60876, 27998
'695409.recompute_res', False, False, 3.656, 199, 38551, 46403, 47902, 37650
'695468.recompute_res', False, False, 3.609, 658, 413650, 428076, 436933, 405150
'695542.recompute_res', False, False, 3.609, 449, 55249, 69634, 73232, 53230
'695636.recompute_res', False, False, 83.438, 89, 42201, 69287, 81695, 34982
'695658.recompute_res', False, False, 3.188, 434, 33189, 41309, 44804, 31013
'695787.recompute_res', False, False, 37.188, 139, 171214, 318556, 323375, 167001
'695788.recompute_res', False, False, 60.094, 89, 45012, 78298, 86901, 39431
'695808.recompute_res', False, False, 0.062, 59, 3129, 3602, 4025, 2817
'695862.recompute_res', False, False, 0.375, 19, 6311, 7215, 7655, 5848
'695892.recompute_res', False, False, 14.312, 645, 98168, 134803, 146348, 89392
'696038.recompute_res', False, False, 32.391, 124, 34721, 58043, 64131, 30166
'69617.recompute_res', False, False, 14.703, 49, 11527, 20020, 22608, 10314
'696289.recompute_res', False, False, 1.828, 202, 19452, 21745, 25511, 15834
'696335.recompute_res', False, False, 22.094, 8, 18980, 35910, 37761, 18054
'696380.recompute_res', False, False, 0.016, 9, 2748, 2759, 2909, 2622
'696469.recompute_res', False, False, 0.625, 24, 6801, 9094, 9809, 6224
'696476.recompute_res', False, False, 126.609, 230, 124671, 228783, 242898, 115013
'696493.recompute_res', False, False, 1.016, 54, 18279, 25255, 26180, 17146
