'seconds', 'completed_qty', 'remaining_qty', 'mb_processed'
1040, 1188, 12750, 8766.748
1045, 1194, 12744, 8794.069
1050, 1202, 12736, 8801.188
1056, 1209, 12729, 8826.251
1061, 1216, 12722, 8848.525
1066, 1222, 12716, 8855.007
1071, 1226, 12712, 8857.456
1076, 1234, 12704, 8894.527
1081, 1242, 12696, 8932.307
1086, 1247, 12691, 8945.296
1091, 1253, 12685, 8958.557
1096, 1257, 12681, 8963.24
1102, 1261, 12677, 8971.892
1107, 1263, 12675, 8976.184
1112, 1267, 12671, 8993.648
1117, 1272, 12666, 9002.337
1122, 1277, 12661, 9026.413
1127, 1286, 12652, 9062.769
1132, 1293, 12645, 9084.057
1138, 1300, 12638, 9124.256
1143, 1305, 12633, 9134.023
1148, 1309, 12629, 9168.376
1153, 1316, 12622, 9218.947
1158, 1325, 12613, 9242.923
1163, 1332, 12606, 9256.464
1168, 1338, 12600, 9263.597
1173, 1342, 12596, 9277.359
1178, 1347, 12591, 9345.595
1184, 1354, 12584, 9366.2
1189, 1361, 12577, 9372.708
1194, 1365, 12573, 9376.68
1199, 1370, 12568, 10175.516
1204, 1376, 12562, 11728.284
1209, 1381, 12557, 11738.172
1214, 1385, 12553, 11760.237
1219, 1391, 12547, 11778.851
1224, 1400, 12538, 11834.079
1229, 1405, 12533, 11840.354
1234, 1410, 12528, 11865.279
1239, 1417, 12521, 11875.847
1244, 1421, 12517, 11884.49
1250, 1427, 12511, 11891.221
1255, 1432, 12506, 11913.238
1260, 1436, 12502, 11918.28
1265, 1439, 12499, 11920.257
1270, 1446, 12492, 11968.803
1275, 1453, 12485, 11979.556
1280, 1460, 12478, 11989.562
1285, 1465, 12473, 12001.954
1290, 1472, 12466, 12016.341
1295, 1477, 12461, 12025.797
1301, 1483, 12455, 12045.338
1306, 1489, 12449, 12058.317
1311, 1493, 12445, 12077.303
1316, 1497, 12441, 12104.366
1321, 1500, 12438, 12123.522
1326, 1504, 12434, 12145.614
1331, 1510, 12428, 12163.571
1336, 1514, 12424, 12610.883
1341, 1519, 12419, 14804.416
1347, 1525, 12413, 14824.293
1352, 1531, 12407, 14831.078
1357, 1536, 12402, 14836.884
1362, 1542, 12396, 14850.26
1367, 1548, 12390, 14869.745
1372, 1555, 12383, 14877.436
1377, 1560, 12378, 15648.452
1382, 1564, 12374, 15650.249
1387, 1572, 12366, 15685.275
1393, 1577, 12361, 16206.694
1398, 1580, 12358, 16212.325
1403, 1583, 12355, 16219.058
1408, 1587, 12351, 16228.859
1413, 1591, 12347, 16230.509
1418, 1598, 12340, 16248.893
1423, 1605, 12333, 16366.916
1428, 1612, 12326, 16383.117
1433, 1618, 12320, 16448.715
1438, 1623, 12315, 16461.835
1443, 1629, 12309, 16500.28
1449, 1634, 12304, 16515.565
1454, 1640, 12298, 16535.471
1459, 1647, 12291, 17558.714
1464, 1654, 12284, 17564.63
1469, 1660, 12278, 17595.108
1474, 1668, 12270, 17645.929
1479, 1674, 12264, 17656.905
1484, 1679, 12259, 17660.357
1489, 1685, 12253, 17691.875
1494, 1692, 12246, 17721.556
1499, 1697, 12241, 17725.335
1504, 1701, 12237, 17746.941
1510, 1703, 12235, 17752.487
1515, 1709, 12229, 17775.389
1520, 1715, 12223, 17784.94
1525, 1719, 12219, 17789.49
1530, 1724, 12214, 17874.254
1535, 1726, 12212, 17884.825
1540, 1731, 12207, 17890.419
1545, 1735, 12203, 17891.351
1550, 1741, 12197, 17922.44
1555, 1749, 12189, 17952.653
1561, 1756, 12182, 18062.57
1566, 1764, 12174, 18079.77
1571, 1775, 12163, 18121.575
1576, 1783, 12155, 18125.852
1581, 1794, 12144, 18172.255
1586, 1805, 12133, 18188.253
1591, 1808, 12130, 18194.172
1596, 1812, 12126, 18267.396
1601, 1818, 12120, 18277.718
1606, 1822, 12116, 18282.7
1612, 1830, 12108, 18303.153
1617, 1839, 12099, 18318.09
1622, 1849, 12089, 18335.996
1627, 1855, 12083, 18835.718
1632, 1861, 12077, 18855.068
1637, 1871, 12067, 18875.107
1642, 1877, 12061, 18887.771
1647, 1883, 12055, 18903.568
1652, 1888, 12050, 18920.109
1657, 1893, 12045, 19579.441
1662, 1900, 12038, 19604.942
1668, 1908, 12030, 20520.605
1673, 1913, 12025, 20527.78
1678, 1917, 12021, 20532.435
1683, 1924, 12014, 20546.613
1688, 1933, 12005, 20568.875
1693, 1944, 11994, 20600.779
1698, 1950, 11988, 20610.472
1703, 1954, 11984, 20636.421
1708, 1958, 11980, 20641.624
1714, 1966, 11972, 20681.232
1719, 1972, 11966, 20686.074
1724, 1978, 11960, 20694.513
1729, 1984, 11954, 20709.661
1734, 1990, 11948, 20728.057
1739, 1995, 11943, 20792.092
1744, 2000, 11938, 20797.642
1749, 2007, 11931, 20816.965
1755, 2016, 11922, 20928.508
1760, 2024, 11914, 21427.773
1765, 2032, 11906, 21442.095
1770, 2041, 11897, 21462.826
1775, 2051, 11887, 21476.59
1780, 2059, 11879, 21491.056
1785, 2064, 11874, 21497.651
1791, 2071, 11867, 21512.786
1796, 2075, 11863, 21518.995
1801, 2081, 11857, 21558.701
1806, 2086, 11852, 21561.503
1811, 2089, 11849, 21565.209
1816, 2094, 11844, 21610.188
1821, 2103, 11835, 21624.666
1826, 2110, 11828, 21632.12
1832, 2118, 11820, 21649.991
1837, 2125, 11813, 21668.88
1842, 2130, 11808, 21775.044
1847, 2141, 11797, 21814.94
1852, 2148, 11790, 21915.609
1857, 2158, 11780, 21959.739
1862, 2167, 11771, 21974.938
1868, 2175, 11763, 21980.959
1873, 2183, 11755, 22039.041
1878, 2188, 11750, 22046.09
1883, 2194, 11744, 22065.496
1888, 2200, 11738, 22090.261
1893, 2206, 11732, 22094.908
1898, 2211, 11727, 22155.015
1903, 2215, 11723, 22163.834
1908, 2218, 11720, 22173.086
1913, 2221, 11717, 22176.922
1918, 2225, 11713, 22190.576
1923, 2229, 11709, 22194.252
1928, 2236, 11702, 22224.965
1934, 2240, 11698, 22227.351
1939, 2247, 11691, 22235.506
1944, 2250, 11688, 22238.745
1949, 2254, 11684, 22267.399
1954, 2257, 11681, 22271.816
1959, 2257, 11681, 22271.816
1964, 2257, 11681, 22271.816
1969, 2258, 11680, 22273.233
1974, 2260, 11678, 22286.222
1979, 2264, 11674, 22308.572
1984, 2268, 11670, 22315.861
1989, 2274, 11664, 22344.416
1994, 2279, 11659, 22351.865
2000, 2285, 11653, 22405.359
2005, 2287, 11651, 22406.012
2010, 2288, 11650, 22406.223
2015, 2290, 11648, 22427.993
2020, 2293, 11645, 22443.507
2025, 2295, 11643, 22443.91
2030, 2298, 11640, 22454.561
2035, 2303, 11635, 22464.29
2040, 2306, 11632, 22478.483
2045, 2309, 11629, 22484.908
2050, 2315, 11623, 22637.594
2055, 2320, 11618, 22642.036
2060, 2328, 11610, 22690.233
2065, 2333, 11605, 22700.5
2071, 2340, 11598, 22721.457
2076, 2348, 11590, 23409.075
2081, 2356, 11582, 23420.807
2086, 2362, 11576, 23422.781
2091, 2368, 11570, 23428.738
2096, 2374, 11564, 23443.455
2101, 2377, 11561, 23444.186
2106, 2381, 11557, 23836.365
2112, 2388, 11550, 23861.358
2117, 2393, 11545, 23877.745
2122, 2399, 11539, 23896.284
2127, 2402, 11536, 23907.839
2132, 2405, 11533, 23911.245
2137, 2410, 11528, 23924.845
2142, 2414, 11524, 23926.962
2147, 2416, 11522, 23929.718
2152, 2420, 11518, 23945.947
2157, 2426, 11512, 23985.01
2162, 2432, 11506, 24190.163
2167, 2437, 11501, 24290.879
2172, 2440, 11498, 24294.364
2177, 2446, 11492, 24309.757
2183, 2452, 11486, 24343.433
2188, 2458, 11480, 24397.927
2193, 2467, 11471, 24461.954
2198, 2473, 11465, 24466.834
2203, 2477, 11461, 24477.851
2208, 2482, 11456, 24489.834
2213, 2490, 11448, 24498.951
2218, 2496, 11442, 24506.76
2223, 2498, 11440, 24508.559
2228, 2498, 11440, 24508.559
2233, 2503, 11435, 24527.097
2239, 2508, 11430, 24530.235
2244, 2514, 11424, 24555.705
2249, 2521, 11417, 24560.331
2254, 2526, 11412, 24582.854
2259, 2530, 11408, 24589.187
2264, 2531, 11407, 24590.87
2269, 2535, 11403, 24631.178
2274, 2541, 11397, 24756.24
2279, 2547, 11391, 24763.383
2285, 2552, 11386, 24779.772
2290, 2559, 11379, 24798.278
2295, 2562, 11376, 24800.215
2300, 2566, 11372, 24817.595
2305, 2572, 11366, 24862.09
2310, 2579, 11359, 24916.92
2315, 2588, 11350, 24940.2
2320, 2597, 11341, 24963.182
2325, 2608, 11330, 24972.502
2330, 2617, 11321, 25068.041
2335, 2625, 11313, 25082.13
2341, 2633, 11305, 25319.239
2346, 2638, 11300, 25331.846
2351, 2645, 11293, 25356.217
2356, 2650, 11288, 25359.075
2361, 2658, 11280, 25392.381
2366, 2663, 11275, 25398.702
2371, 2669, 11269, 25415.792
2376, 2675, 11263, 25423.01
2381, 2679, 11259, 25428.891
2386, 2683, 11255, 25449.836
2391, 2686, 11252, 25451.926
2396, 2689, 11249, 25455.14
2401, 2691, 11247, 25458.552
2406, 2694, 11244, 25467.688
2412, 2699, 11239, 25480.147
2417, 2705, 11233, 25499.359
2422, 2711, 11227, 25508.359
2427, 2715, 11223, 25513.691
2432, 2720, 11218, 25526.012
2437, 2725, 11213, 25535.099
2442, 2730, 11208, 25538.46
2447, 2737, 11201, 25555.587
2453, 2744, 11194, 25629.227
2458, 2750, 11188, 25650.524
2463, 2756, 11182, 25664.944
2468, 2762, 11176, 25670.493
2473, 2767, 11171, 25674.431
2478, 2772, 11166, 25698.946
2483, 2776, 11162, 25707.127
2488, 2780, 11158, 25711.476
2494, 2783, 11155, 25762.016
2499, 2789, 11149, 25773.855
2504, 2794, 11144, 25785.739
2509, 2800, 11138, 25803.303
2514, 2805, 11133, 25806.114
2519, 2813, 11125, 25841.679
2524, 2820, 11118, 25856.328
2530, 2829, 11109, 25872.277
2535, 2835, 11103, 25891.603
2540, 2843, 11095, 25911.146
2545, 2848, 11090, 25945.817
2550, 2851, 11087, 25950.417
2555, 2857, 11081, 25985.664
2560, 2863, 11075, 26099.149
2565, 2868, 11070, 26128.196
2570, 2872, 11066, 26130.407
2575, 2875, 11063, 26133.759
2580, 2879, 11059, 26163.32
2585, 2883, 11055, 26174.463
2590, 2889, 11049, 26206.183
2595, 2895, 11043, 26222.021
2600, 2899, 11039, 26239.977
2606, 2903, 11035, 26249.919
2611, 2910, 11028, 26267.342
2616, 2919, 11019, 26304.518
2621, 2929, 11009, 26315.921
2626, 2936, 11002, 26325.745
2631, 2945, 10993, 26344.66
2636, 2955, 10983, 26354.48
2642, 2963, 10975, 26365.414
2647, 2968, 10970, 26374.051
2652, 2973, 10965, 26381.639
2657, 2977, 10961, 26386.927
2662, 2980, 10958, 26399.925
2667, 2983, 10955, 26408.51
2672, 2989, 10949, 26432.648
2677, 2993, 10945, 26450.233
2682, 2998, 10940, 26483.952
2687, 3002, 10936, 26495.806
2693, 3005, 10933, 26543.223
2698, 3008, 10930, 26562.99
2703, 3013, 10925, 26581.34
2708, 3019, 10919, 26586.823
2713, 3025, 10913, 26609.329
2718, 3033, 10905, 26637.568
2723, 3039, 10899, 26645.094
2728, 3046, 10892, 26678.207
2734, 3051, 10887, 26681.437
2739, 3056, 10882, 26695.077
2744, 3061, 10877, 26708.106
2749, 3070, 10868, 26729.387
2754, 3076, 10862, 27089.149
2759, 3083, 10855, 27105.268
2764, 3089, 10849, 27111.591
2769, 3096, 10842, 27124.578
2774, 3102, 10836, 27146.748
2779, 3104, 10834, 27147.121
2784, 3107, 10831, 27154.061
2789, 3111, 10827, 27250.575
2795, 3115, 10823, 27255.724
2800, 3119, 10819, 27257.448
2805, 3123, 10815, 27267.453
2810, 3128, 10810, 27306.411
2815, 3136, 10802, 27323.442
2820, 3144, 10794, 27365.11
2825, 3147, 10791, 27369.091
2830, 3151, 10787, 27374.119
2835, 3156, 10782, 27381.505
2840, 3161, 10777, 27735.189
2846, 3166, 10772, 29589.057
2851, 3168, 10770, 29589.416
2856, 3171, 10767, 29592.2
2861, 3175, 10763, 29632.176
2866, 3179, 10759, 29638.767
2871, 3180, 10758, 29638.912
2876, 3181, 10757, 29640.316
2881, 3183, 10755, 29766.759
2886, 3185, 10753, 31050.943
2891, 3188, 10750, 31064.507
2896, 3194, 10744, 31097.572
2901, 3202, 10736, 31137.871
2906, 3206, 10732, 31142.632
2911, 3210, 10728, 31150.54
2916, 3215, 10723, 31175.321
2921, 3219, 10719, 31177.01
2926, 3223, 10715, 31211.365
2931, 3229, 10709, 31239.607
2936, 3238, 10700, 31254.053
2941, 3242, 10696, 31261.668
2947, 3246, 10692, 31291.1
2952, 3253, 10685, 31302.864
2957, 3260, 10678, 31316.946
2962, 3267, 10671, 31394.6
2967, 3275, 10663, 31429.535
2972, 3283, 10655, 31559.779
2977, 3288, 10650, 31566.814
2982, 3292, 10646, 31572.891
2987, 3297, 10641, 31583.586
2992, 3303, 10635, 31602.762
2998, 3308, 10630, 31617.796
3003, 3312, 10626, 31627.582
3008, 3317, 10621, 31640.887
3013, 3319, 10619, 31657.952
3018, 3321, 10617, 31659.631
3023, 3323, 10615, 31661.696
3028, 3326, 10612, 31672.84
3033, 3328, 10610, 31675.982
3038, 3330, 10608, 31687.417
3043, 3331, 10607, 31688.455
3048, 3332, 10606, 31691.029
3053, 3334, 10604, 31696.732
3058, 3336, 10602, 31699.583
3063, 3338, 10600, 31703.467
3068, 3339, 10599, 31703.481
3073, 3340, 10598, 31705.515
3078, 3343, 10595, 31737.699
3083, 3344, 10594, 31737.765
3088, 3345, 10593, 31738.457
3093, 3347, 10591, 31741.678
3098, 3349, 10589, 31793.908
3103, 3349, 10589, 31793.908
3108, 3352, 10586, 31826.051
3113, 3354, 10584, 31827.852
3118, 3355, 10583, 31829.191
3123, 3357, 10581, 31831.612
3128, 3359, 10579, 31834.633
3133, 3361, 10577, 31835.919
3138, 3363, 10575, 31836.299
3143, 3363, 10575, 31836.299
3148, 3364, 10574, 31838.181
3153, 3367, 10571, 31980.287
3158, 3370, 10568, 31981.427
3163, 3374, 10564, 32011.504
3168, 3378, 10560, 32031.651
3173, 3380, 10558, 32033.422
3178, 3382, 10556, 32037.028
3183, 3384, 10554, 32068.132
3189, 3386, 10552, 32102.675
3194, 3390, 10548, 32116.332
3199, 3394, 10544, 32142.718
3204, 3397, 10541, 32162.687
3209, 3400, 10538, 32174.698
3214, 3404, 10534, 32177.629
3219, 3407, 10531, 32225.54
3224, 3412, 10526, 32239.11
3229, 3416, 10522, 32246.317
3234, 3420, 10518, 32270.804
3239, 3424, 10514, 33260.285
3244, 3427, 10511, 33269.772
3249, 3430, 10508, 33294.059
3254, 3431, 10507, 33294.114
3259, 3436, 10502, 33310.255
3264, 3439, 10499, 33315.282
3269, 3443, 10495, 33331.444
3274, 3448, 10490, 33335.207
3279, 3453, 10485, 33350.52
3285, 3457, 10481, 33472.81
3290, 3459, 10479, 33492.882
3295, 3460, 10478, 33493.221
3300, 3461, 10477, 33496.545
3305, 3462, 10476, 33515.253
3310, 3465, 10473, 33523.068
3315, 3469, 10469, 33543.244
3320, 3475, 10463, 33559.658
3325, 3482, 10456, 33616.057
3330, 3489, 10449, 33671.112
3335, 3494, 10444, 33676.287
3340, 3498, 10440, 33695.975
3345, 3501, 10437, 33696.97
3350, 3505, 10433, 33776.737
3356, 3509, 10429, 33788.503
3361, 3512, 10426, 33789.334
3366, 3518, 10420, 33812.696
3371, 3524, 10414, 33838.993
3376, 3528, 10410, 33841.916
3381, 3531, 10407, 33851.303
3386, 3535, 10403, 33878.075
3391, 3537, 10401, 33882.12
3396, 3541, 10397, 33930.407
3401, 3545, 10393, 33966.354
3406, 3551, 10387, 33996.459
3412, 3556, 10382, 34000.109
3417, 3561, 10377, 34005.849
3422, 3563, 10375, 34007.992
3427, 3567, 10371, 34023.957
3432, 3568, 10370, 34026.241
3437, 3570, 10368, 34028.328
3442, 3572, 10366, 34028.992
3447, 3575, 10363, 34052.417
3452, 3579, 10359, 34082.669
3457, 3580, 10358, 34082.92
3462, 3581, 10357, 34082.945
3467, 3585, 10353, 34116.045
3472, 3589, 10349, 34128.48
3477, 3595, 10343, 34139.086
3482, 3599, 10339, 34162.473
3487, 3604, 10334, 34252.156
3492, 3606, 10332, 34314.594
3497, 3607, 10331, 34315.931
3502, 3608, 10330, 34318.727
3507, 3614, 10324, 34370.001
3512, 3619, 10319, 34406.327
3517, 3624, 10314, 34427.351
3522, 3630, 10308, 34436.797
3528, 3634, 10304, 34438.005
3533, 3638, 10300, 34448.881
3538, 3641, 10297, 34450.122
3543, 3646, 10292, 34467.437
3548, 3650, 10288, 34471.774
3553, 3657, 10281, 34506.225
3558, 3665, 10273, 34517.083
3563, 3671, 10267, 34522.303
3568, 3678, 10260, 34540.122
3574, 3685, 10253, 34591.522
3579, 3691, 10247, 34607.339
3584, 3695, 10243, 34609.753
3589, 3700, 10238, 34623.139
3594, 3708, 10230, 34688.417
3599, 3715, 10223, 34696.073
3604, 3721, 10217, 34703.84
3609, 3726, 10212, 34713.231
3614, 3732, 10206, 34761.046
3620, 3736, 10202, 34777.292
3625, 3743, 10195, 34804.594
3630, 3747, 10191, 34807.259
3635, 3752, 10186, 34835.495
3640, 3756, 10182, 34844.097
3645, 3763, 10175, 34857.268
3650, 3770, 10168, 34868.642
3655, 3776, 10162, 34877.578
3660, 3780, 10158, 34896.343
3666, 3786, 10152, 34906.147
3671, 3792, 10146, 34921.231
3676, 3795, 10143, 34929.704
3681, 3797, 10141, 34934.06
3686, 3801, 10137, 34954.009
3691, 3804, 10134, 34971.671
3696, 3805, 10133, 34972.747
3701, 3808, 10130, 34985.306
3706, 3812, 10126, 34999.803
3711, 3817, 10121, 35006.867
3716, 3818, 10120, 35007.218
3721, 3820, 10118, 35009.655
3726, 3823, 10115, 35016.036
3731, 3824, 10114, 35032.372
3736, 3826, 10112, 35036.291
3741, 3827, 10111, 35037.152
3746, 3828, 10110, 35037.567
3751, 3828, 10110, 35037.567
3756, 3828, 10110, 35037.567
3761, 3828, 10110, 35037.567
3766, 3829, 10109, 35054.99
3771, 3831, 10107, 35060.791
3776, 3833, 10105, 35061.788
3781, 3837, 10101, 35124.77
3786, 3841, 10097, 35131.119
3791, 3847, 10091, 35202.496
3797, 3854, 10084, 35208.413
3802, 3860, 10078, 35218.83
3807, 3865, 10073, 35224.241
3812, 3866, 10072, 35224.753
3817, 3869, 10069, 35227.775
3822, 3874, 10064, 35249.592
3827, 3877, 10061, 35250.289
3832, 3879, 10059, 35254.684
3837, 3884, 10054, 35282.072
3842, 3888, 10050, 35285.007
3847, 3895, 10043, 35305.974
3852, 3899, 10039, 35320.337
3857, 3904, 10034, 35424.703
3862, 3907, 10031, 35427.956
3868, 3912, 10026, 35459.532
3873, 3913, 10025, 35461.781
3878, 3914, 10024, 35462.865
3883, 3917, 10021, 35469.562
3888, 3922, 10016, 35484.705
3893, 3926, 10012, 35487.857
3898, 3931, 10007, 35494.914
3903, 3934, 10004, 35503.246
3908, 3936, 10002, 35506.467
3913, 3939, 9999, 35522.869
3918, 3942, 9996, 35543.74
3923, 3945, 9993, 35548.205
3928, 3948, 9990, 35564.37
3933, 3950, 9988, 35573.783
3938, 3954, 9984, 35585.298
3943, 3955, 9983, 35608.558
3948, 3957, 9981, 35610.702
3953, 3961, 9977, 35624.164
3958, 3965, 9973, 35639.422
3963, 3968, 9970, 35641.96
3968, 3970, 9968, 35642.989
3973, 3973, 9965, 35660.447
3978, 3977, 9961, 35695.514
3983, 3978, 9960, 35696.328
3988, 3980, 9958, 35718.733
3994, 3983, 9955, 35728.405
3999, 3989, 9949, 35757.15
4004, 3992, 9946, 35759.477
4009, 3995, 9943, 35762.744
4014, 3997, 9941, 35764.505
4019, 4001, 9937, 35800.62
4024, 4006, 9932, 35810.571
4029, 4011, 9927, 35820.095
4034, 4017, 9921, 35853.681
4039, 4021, 9917, 35856.382
4044, 4026, 9912, 35879.107
4049, 4033, 9905, 35944.647
4054, 4040, 9898, 36103.988
4060, 4049, 9889, 36150.975
4065, 4055, 9883, 36155.896
4070, 4060, 9878, 36462.716
4075, 4063, 9875, 36466.142
4080, 4066, 9872, 36472.576
4085, 4069, 9869, 36477.538
4090, 4074, 9864, 36485.979
4095, 4079, 9859, 36505.632
4100, 4085, 9853, 36516.78
4105, 4090, 9848, 36523.647
4111, 4095, 9843, 36548.733
4116, 4099, 9839, 36559.187
4121, 4103, 9835, 36565.005
4126, 4108, 9830, 36573.82
4131, 4112, 9826, 36577.045
4136, 4117, 9821, 36589.753
4141, 4122, 9816, 36595.605
4146, 4125, 9813, 36598.818
4151, 4129, 9809, 36612.353
4156, 4132, 9806, 36645.446
4161, 4135, 9803, 36657.358
4167, 4137, 9801, 36659.02
4172, 4139, 9799, 36662.594
4177, 4143, 9795, 36667.481
4182, 4147, 9791, 36711.221
4187, 4151, 9787, 36739.859
4192, 4153, 9785, 36744.894
4197, 4155, 9783, 36774.915
4202, 4159, 9779, 36779.332
4207, 4164, 9774, 36816.154
4212, 4170, 9768, 36860.934
4217, 4175, 9763, 36873.22
4222, 4179, 9759, 36879.044
4227, 4184, 9754, 36887.316
4233, 4188, 9750, 36895.081
4238, 4191, 9747, 36956.43
4243, 4196, 9742, 36970.753
4248, 4201, 9737, 36975.57
4253, 4205, 9733, 36987.018
4258, 4211, 9727, 37016.364
4263, 4215, 9723, 37017.79
4268, 4218, 9720, 37039.31
4273, 4223, 9715, 37059.923
4278, 4227, 9711, 37062.103
