'file_name', 'runtime_error', 'parse_error', 'recompute_duration', 'layers_qty', 'new_time_total', 'base_time_total', 'raw_time_total', 'new_print_total'
'310768.3.recompute_res', False, False, 0.008, 49, 10875, 10378, 10083, 10083
'310769.3.recompute_res', False, False, 0.009, 49, 11501, 10860, 10517, 10517
'310818.3.recompute_res', False, False, 0.016, 38, 11575, 9547, 8643, 8643
'310853.3.recompute_res', False, False, 10.369, 387, 857180, 924136, 906081, 720311
'310918.3.recompute_res', False, False, 0.309, 13, 25668, 25372, 24456, 20930
'310939.3.recompute_res', False, False, 0.008, 43, 1769, 1058, 701, 701
'310982.3.recompute_res', False, False, 1.011, 13, 41844, 41317, 39912, 33522
'311090.3.recompute_res', False, False, 0.037, 128, 17615, 14222, 12542, 12533
'311105.3.recompute_res', False, False, 0.002, 12, 214, 126, 82, 82
'311125.3.recompute_res', False, True, '', '', '', '', '', ''
'311135.3.recompute_res', False, False, 3.931, 58, 37789, 35080, 31960, 20426
'31115.3.recompute_res', False, False, 0.02, 79, 11620, 9985, 9108, 9108
'311230.3.recompute_res', False, False, 1.614, 349, 136126, 129599, 117114, 79996
'311253.3.recompute_res', False, False, 0.003, 14, 1112, 886, 744, 744
'311368.3.recompute_res', False, False, 3.51, 494, 511557, 487118, 474109, 452061
'311495.3.recompute_res', False, False, 0.024, 39, 20822, 18025, 16930, 16930
'31151.3.recompute_res', False, False, 2.319, 199, 140975, 95974, 79577, 70446
'311584.3.recompute_res', False, False, 0.319, 318, 163542, 153519, 149114, 149114
'311599.3.recompute_res', False, False, 1.736, 59, 167552, 171799, 166237, 140841
'311612.3.recompute_res', False, False, 0.096, 2, 2242, 1729, 1354, 1354
'311628.3.recompute_res', False, False, 0.255, 308, 132502, 123117, 119070, 119070
'311634.3.recompute_res', False, False, 6.757, 13, 68236, 67991, 64775, 49034
'311641.3.recompute_res', False, False, 38.246, 189, 762885, 803022, 775372, 556760
'311671.3.recompute_res', False, False, 0.186, 128, 106916, 98680, 94774, 93891
'31174.3.recompute_res', False, False, 0.038, 49, 17206, 17563, 17109, 15201
'31180.3.recompute_res', False, False, 0.003, 19, 1261, 918, 725, 725
'311932.3.recompute_res', False, False, 0.975, 13, 26753, 24434, 22520, 18703
'311978.3.recompute_res', False, False, 0.019, 55, 11625, 11303, 10747, 8975
'312028.3.recompute_res', False, False, 1.094, 84, 63591, 68159, 65319, 42220
'312051.3.recompute_res', False, False, 15.158, 174, 425378, 470436, 448009, 293356
'312128.3.recompute_res', False, False, 0.052, 107, 45043, 40189, 37655, 37415
'312139.3.recompute_res', False, False, 0.004, 23, 2610, 2412, 2274, 2274
'31217.3.recompute_res', False, False, 0.0, 2, 59, 57, 55, 55
'312170.3.recompute_res', False, False, 0.892, 215, 76898, 56210, 47153, 37070
'31218.3.recompute_res', False, False, 4.588, 241, 588269, 549129, 533793, 512911
'312231.3.recompute_res', False, False, 0.007, 40, 1562, 1311, 926, 926
'312265.3.recompute_res', False, False, 0.006, 40, 817, 741, 541, 541
'312288.3.recompute_res', False, False, 1.292, 149, 77309, 69780, 64076, 49984
'312328.3.recompute_res', False, False, 0.151, 69, 50578, 45982, 43965, 40383
'312334.3.recompute_res', False, False, 8.877, 99, 323730, 337488, 322059, 240320
'312366.3.recompute_res', False, False, 0.071, 14, 7624, 7528, 7128, 5440
'312393.3.recompute_res', False, False, 0.065, 39, 20459, 15329, 13207, 13207
'31255.3.recompute_res', False, False, 0.54, 124, 79249, 69733, 66335, 62962
'312573.3.recompute_res', False, False, 0.887, 49, 59440, 51293, 47987, 40537
'312592.3.recompute_res', False, False, 0.003, 14, 1997, 1624, 1445, 1445
'312624.3.recompute_res', False, False, 0.022, 74, 23904, 21846, 20844, 20844
'312655.3.recompute_res', False, False, 0.0, 3, 68, 56, 44, 44
'312672.3.recompute_res', False, False, 0.808, 53, 21742, 19334, 17915, 15043
'312684.3.recompute_res', False, False, 0.042, 59, 13283, 9663, 8386, 7947
'312711.3.recompute_res', False, False, 1.875, 100, 300577, 300380, 294739, 267253
'312776.3.recompute_res', False, False, 3.125, 369, 415269, 388449, 376000, 350017
'312782.3.recompute_res', False, False, 0.06, 49, 31177, 26757, 24797, 24797
'313037.3.recompute_res', False, False, 0.011, 55, 11512, 11218, 10888, 10888
'313049.3.recompute_res', False, False, 0.153, 244, 66655, 60504, 57415, 54756
'31305.3.recompute_res', False, False, 1.77, 669, 372074, 357368, 347203, 329091
'313051.3.recompute_res', False, False, 8.13, 199, 304279, 369059, 355042, 201895
'313072.3.recompute_res', False, False, 0.335, 46, 12694, 10644, 9634, 7570
'31308.3.recompute_res', False, False, 0.828, 464, 319424, 313988, 310063, 307737
'31318.3.recompute_res', False, False, 0.528, 454, 193195, 170537, 161606, 161183
'313181.3.recompute_res', False, False, 0.663, 126, 62673, 69910, 66872, 47645
'313230.3.recompute_res', False, False, 2.517, 400, 150636, 136334, 119088, 93203
'313284.3.recompute_res', False, False, 0.264, 19, 36328, 34692, 33462, 30932
'313292.3.recompute_res', False, False, 0.056, 39, 32050, 28095, 26422, 26422
'31332.3.recompute_res', False, False, 3.856, 14, 58535, 66576, 60882, 35420
'313347.3.recompute_res', False, False, 2.602, 13, 43752, 43372, 41129, 32457
'313421.3.recompute_res', False, False, 11.99, 13, 72274, 70781, 66794, 51325
'313466.3.recompute_res', False, False, 0.011, 66, 7643, 7027, 6647, 6647
'313473.3.recompute_res', False, False, 0.302, 49, 40365, 37324, 35764, 28994
'313524.3.recompute_res', False, False, 0.224, 311, 69661, 56455, 50958, 49815
'313533.3.recompute_res', False, False, 0.019, 62, 27594, 26803, 26341, 25797
'313549.3.recompute_res', False, False, 0.047, 48, 15777, 14569, 13863, 12641
'313561.3.recompute_res', False, False, 8.399, 37, 182535, 222470, 216841, 143133
'313616.3.recompute_res', False, False, 0.144, 34, 28436, 28518, 27358, 23202
'31362.3.recompute_res', False, False, 0.032, 118, 18279, 16545, 15499, 15499
'313631.3.recompute_res', False, False, 3.275, 369, 415269, 388449, 376000, 350017
'313728.3.recompute_res', False, False, 0.065, 286, 20786, 20808, 19714, 19714
'313922.3.recompute_res', False, False, 0.01, 29, 9649, 8624, 8165, 8092
'313940.3.recompute_res', False, False, 0.012, 59, 12746, 12400, 12050, 12050
'31395.3.recompute_res', False, False, 5.432, 346, 839105, 831594, 814862, 748066
'313951.3.recompute_res', False, False, 0.191, 47, 28929, 25764, 24234, 21176
'313952.3.recompute_res', False, False, 0.019, 49, 17531, 17170, 16842, 16795
'313971.3.recompute_res', False, False, 0.017, 59, 16258, 15472, 15054, 15054
'3140.3.recompute_res', False, False, 0.645, 499, 169696, 147998, 138024, 128753
'314013.3.recompute_res', False, False, 2.126, 108, 194241, 190031, 180850, 154453
'314195.3.recompute_res', False, False, 9.378, 174, 376382, 408488, 390702, 281874
'314317.3.recompute_res', False, False, 0.13, 53, 14851, 13596, 12626, 10584
'31437.3.recompute_res', False, False, 0.331, 88, 52721, 46185, 43432, 38971
'314509.3.recompute_res', False, False, 0.016, 24, 12413, 10883, 10177, 10177
'314610.3.recompute_res', False, False, 0.014, 29, 9649, 8624, 8165, 8092
'314632.3.recompute_res', False, False, 0.109, 14, 12055, 10908, 10315, 9761
'314670.3.recompute_res', False, False, 4.518, 312, 225451, 225578, 195528, 134056
'314731.3.recompute_res', False, False, 2.872, 74, 108662, 93385, 85539, 63819
'314738.3.recompute_res', False, False, 3.458, 543, 608140, 552339, 531716, 524587
'314741.3.recompute_res', False, False, 5.914, 99, 159802, 181161, 170415, 104947
'314792.3.recompute_res', False, False, 0.019, 14, 6920, 6213, 5880, 5782
'314882.3.recompute_res', False, False, 6.155, 37, 178260, 215783, 210723, 137261
'314891.3.recompute_res', False, False, 0.078, 50, 26732, 21734, 19792, 19792
'314899.3.recompute_res', False, False, 0.471, 20, 28820, 25916, 24448, 21931
'314934.3.recompute_res', False, False, 0.136, 282, 64839, 55049, 50979, 50931
'31497.3.recompute_res', False, False, 0.0, 1, 33, 33, 33, 33
'3151.3.recompute_res', False, False, 0.026, 74, 13429, 11204, 10093, 10093
'315166.3.recompute_res', False, False, 72.341, 79, 545905, 556344, 524665, 366436
'315183.3.recompute_res', False, False, 0.122, 39, 24294, 18334, 16018, 16018
'315207.3.recompute_res', False, False, 0.197, 173, 44599, 40668, 37835, 34632
'315235.3.recompute_res', False, False, 0.025, 3, 3504, 4243, 4157, 2729
'315254.3.recompute_res', False, False, 0.016, 22, 10203, 9002, 8425, 8316
'315262.3.recompute_res', False, False, 0.237, 47, 34353, 26735, 23689, 23689
'315382.3.recompute_res', False, False, 0.496, 115, 76764, 63022, 58231, 57048
'315467.3.recompute_res', False, False, 0.57, 149, 104047, 84034, 77040, 73860
'315589.3.recompute_res', False, False, 0.09, 92, 44154, 38058, 36523, 34972
'315602.3.recompute_res', False, False, 5.345, 13, 67998, 72877, 69156, 46938
'315664.3.recompute_res', False, False, 0.117, 17, 15784, 13146, 12078, 11491
'315677.3.recompute_res', False, False, 0.469, 39, 38432, 28731, 25112, 25112
'315719.3.recompute_res', False, False, 2.503, 55, 23709, 20603, 18504, 12478
'315756.3.recompute_res', False, False, 0.038, 99, 46113, 43169, 41793, 41793
'315832.3.recompute_res', False, False, 0.052, 24, 17136, 14159, 12940, 12940
'31589.3.recompute_res', False, True, '', '', '', '', '', ''
'315971.3.recompute_res', False, False, 0.054, 53, 15229, 13982, 13201, 11608
'31603.3.recompute_res', False, False, 0.016, 93, 8451, 7848, 7299, 7299
'316130.3.recompute_res', False, False, 0.02, 31, 20759, 18766, 17827, 17827
'316187.3.recompute_res', False, False, 10.562, 58, 45928, 41457, 36900, 23497
'316270.3.recompute_res', False, False, 0.064, 184, 27471, 24829, 23158, 22842
'316300.3.recompute_res', False, False, 0.026, 39, 14306, 10961, 9454, 9454
'316423.3.recompute_res', False, False, 2.111, 19, 30043, 30859, 27778, 17696
'316477.3.recompute_res', False, False, 0.073, 142, 69320, 66120, 64496, 64496
'316481.3.recompute_res', False, False, 0.744, 499, 265117, 243290, 234300, 226110
'316575.3.recompute_res', False, False, 0.079, 14, 10927, 8117, 6962, 6958
'316582.3.recompute_res', False, False, 1.447, 19, 23316, 20217, 18195, 14206
'316609.3.recompute_res', False, False, 0.182, 64, 34405, 34909, 33558, 27365
'316624.3.recompute_res', False, False, 0.205, 229, 38802, 36844, 33230, 22629
'316699.3.recompute_res', False, False, 4.937, 49, 35118, 27876, 24368, 16466
'31685.3.recompute_res', False, False, 0.866, 299, 148329, 132083, 123728, 112264
'316850.3.recompute_res', False, False, 0.011, 12, 7806, 7116, 6748, 6509
'316871.3.recompute_res', False, False, 0.227, 129, 44071, 34417, 30094, 28328
'316915.3.recompute_res', False, False, 5.19, 24, 70861, 68276, 63916, 50094
'316917.3.recompute_res', False, False, 2.207, 14, 35840, 34162, 32249, 26569
'316935.3.recompute_res', False, False, 7.259, 14, 56104, 45052, 40888, 37505
'316953.3.recompute_res', False, False, 2.224, 119, 86278, 69799, 53423, 32267
'31704.3.recompute_res', False, False, 0.189, 299, 131207, 114537, 107799, 107799
'317132.3.recompute_res', False, False, 0.026, 87, 29135, 28106, 27439, 27439
'317163.3.recompute_res', False, False, 5.193, 51, 120887, 77341, 63550, 35021
'317205.3.recompute_res', False, False, 0.048, 149, 27980, 24087, 22240, 22240
'317225.3.recompute_res', False, False, 0.016, 49, 12480, 10939, 10204, 10204
'317265.3.recompute_res', False, False, 0.015, 65, 7187, 5674, 4899, 4899
'31729.3.recompute_res', False, True, '', '', '', '', '', ''
'317302.3.recompute_res', False, True, '', '', '', '', '', ''
'317440.3.recompute_res', False, False, 0.012, 59, 7632, 7115, 6708, 6708
'317484.3.recompute_res', False, False, 1.824, 10, 39242, 39841, 38025, 30634
'317502.3.recompute_res', False, False, 1.55, 124, 178144, 173409, 169067, 151590
'317504.3.recompute_res', False, False, 2.999, 58, 30922, 24779, 22096, 15746
'31751.3.recompute_res', False, False, 0.034, 130, 30565, 28692, 27705, 27705
'317526.3.recompute_res', False, False, 0.002, 14, 4851, 4721, 4623, 4623
'317530.3.recompute_res', False, False, 0.288, 499, 92975, 82108, 76894, 76238
'317605.3.recompute_res', False, False, 12.206, 174, 415163, 504639, 481881, 310119
'317644.3.recompute_res', False, False, 0.141, 242, 93552, 88518, 85906, 85726
'317678.3.recompute_res', False, False, 0.305, 14, 18364, 15026, 13741, 13177
'317778.3.recompute_res', False, False, 0.017, 24, 19129, 18045, 17447, 17244
'317788.3.recompute_res', False, False, 0.0, 1, 23, 23, 23, 23
'317791.3.recompute_res', False, False, 0.008, 24, 10375, 9201, 8659, 8659
'317811.3.recompute_res', False, False, 5.063, 88, 192607, 208442, 201599, 153961
'317836.3.recompute_res', False, False, 0.515, 207, 165013, 136717, 125856, 125777
'317866.3.recompute_res', False, False, 0.017, 49, 9923, 11024, 10485, 8551
'317951.3.recompute_res', False, False, 0.018, 55, 11625, 11303, 10747, 8975
'317973.3.recompute_res', False, False, 0.005, 9, 5288, 5033, 4906, 4756
'318036.3.recompute_res', False, False, 4.078, 499, 289647, 222003, 209200, 150261
'31805.3.recompute_res', False, False, 0.141, 29, 27870, 24837, 23798, 22183
'318091.3.recompute_res', False, False, 0.296, 14, 22162, 18411, 16857, 16825
'318092.3.recompute_res', False, False, 1.042, 48, 18296, 14304, 12925, 10260
'318097.3.recompute_res', False, False, 0.207, 361, 59428, 49493, 43694, 40396
'318346.3.recompute_res', False, False, 0.067, 150, 38361, 32077, 29349, 29349
'318466.3.recompute_res', False, False, 0.093, 303, 38606, 32701, 29910, 29910
'318490.3.recompute_res', False, False, 0.006, 29, 10138, 9450, 9106, 9106
'318546.3.recompute_res', False, False, 21.713, 507, 504644, 577858, 527816, 302361
'318632.3.recompute_res', False, False, 0.02, 31, 22065, 19916, 18869, 18869
'31866.3.recompute_res', False, False, 6.837, 28, 137517, 206461, 195977, 104515
'318740.3.recompute_res', False, False, 0.041, 99, 34863, 29532, 27423, 27423
'318745.3.recompute_res', False, False, 0.208, 274, 134105, 123566, 119061, 119061
'318783.3.recompute_res', False, False, 0.8, 49, 58486, 50002, 46178, 40053
'318816.3.recompute_res', False, False, 0.803, 74, 100514, 86750, 82473, 76167
'31889.3.recompute_res', False, False, 3.196, 142, 214600, 198787, 188586, 154393
'318944.3.recompute_res', False, False, 0.018, 19, 10301, 8487, 7729, 7729
'318947.3.recompute_res', False, False, 0.009, 14, 4871, 3715, 3226, 3220
'318956.3.recompute_res', False, False, 0.062, 14, 10541, 8028, 7007, 7005
'319019.3.recompute_res', False, True, '', '', '', '', '', ''
'319022.3.recompute_res', False, False, 0.097, 39, 50835, 47656, 46289, 44604
'319075.3.recompute_res', False, False, 0.041, 24, 15339, 12750, 11607, 11607
'319221.3.recompute_res', False, False, 1.059, 474, 379628, 383332, 379566, 368928
'319273.3.recompute_res', False, False, 0.035, 179, 13080, 11512, 10516, 10516
'3193.3.recompute_res', False, False, 0.002, 11, 1409, 1248, 1165, 1165
'319438.3.recompute_res', False, False, 3.618, 13, 49980, 56532, 53680, 36358
'31952.3.recompute_res', False, False, 0.02, 56, 14676, 12461, 11220, 11220
'319551.3.recompute_res', False, False, 0.172, 55, 22424, 20521, 19551, 16962
'319555.3.recompute_res', False, False, 7.012, 13, 62592, 65992, 62580, 44486
'319593.3.recompute_res', False, False, 0.966, 449, 279805, 257526, 249569, 238889
'319673.3.recompute_res', False, False, 0.618, 44, 23468, 24206, 21866, 12856
'319727.3.recompute_res', False, False, 1.303, 239, 346185, 338962, 331649, 309134
'31973.3.recompute_res', False, False, 0.046, 202, 24033, 19937, 17765, 17765
'319735.3.recompute_res', False, False, 10.735, 74, 339675, 444259, 431775, 253275
'319738.3.recompute_res', False, False, 0.018, 7, 5133, 4563, 4386, 3990
'319786.3.recompute_res', False, False, 0.055, 53, 15247, 13968, 13147, 11640
'319793.3.recompute_res', False, False, 0.044, 48, 14507, 13414, 12796, 11442
'319805.3.recompute_res', False, False, 3.801, 328, 173816, 137943, 111666, 82643
'319889.3.recompute_res', False, False, 3.595, 524, 283636, 248256, 229462, 195145
'319977.3.recompute_res', False, False, 2.054, 199, 188359, 155998, 142395, 130095
'319992.3.recompute_res', False, False, 1.093, 59, 60704, 67105, 63830, 42472
'320039.3.recompute_res', False, False, 0.013, 71, 5254, 4306, 3802, 3802
'320067.3.recompute_res', False, False, 7.439, 74, 157469, 152372, 136376, 107935
'320079.3.recompute_res', False, False, 0.003, 9, 2863, 2733, 2651, 2553
'320090.3.recompute_res', False, False, 0.302, 115, 70824, 58291, 53869, 52849
'320110.3.recompute_res', False, False, 0.051, 24, 13099, 10290, 9288, 9172
'320124.3.recompute_res', False, False, 0.07, 204, 29319, 24411, 21959, 21959
'320126.3.recompute_res', False, False, 0.0, 1, 24, 24, 24, 24
'320129.3.recompute_res', False, False, 0.341, 172, 93835, 75151, 66629, 65551
'320274.3.recompute_res', False, False, 15.376, 99, 246897, 327360, 297838, 161421
'320290.3.recompute_res', False, False, 0.034, 72, 27811, 24762, 23507, 23507
'320317.3.recompute_res', False, False, 0.247, 9, 8619, 6231, 5384, 3902
'320429.3.recompute_res', False, False, 0.246, 9, 8447, 5681, 4867, 3646
'320462.3.recompute_res', False, False, 0.078, 86, 28566, 25266, 24248, 23340
'320523.3.recompute_res', False, False, 4.473, 499, 255217, 243632, 222176, 161722
'320533.3.recompute_res', False, False, 0.723, 204, 126759, 128829, 126198, 115509
'320558.3.recompute_res', False, False, 0.033, 75, 29747, 27166, 25807, 25807
'320593.3.recompute_res', False, False, 0.068, 182, 59889, 56280, 54593, 54593
'320621.3.recompute_res', False, False, 6.814, 49, 35763, 26023, 22559, 15642
'320659.3.recompute_res', False, False, 1.023, 387, 130905, 112720, 99552, 89134
'320672.3.recompute_res', False, False, 9.591, 37, 193422, 228973, 222857, 146945
'320711.3.recompute_res', False, False, 0.039, 134, 12796, 10954, 9824, 9824
'320796.3.recompute_res', False, False, 0.087, 50, 27009, 21725, 19645, 19645
'321137.3.recompute_res', False, False, 0.1, 39, 11728, 9282, 8100, 8100
'321138.3.recompute_res', False, False, 0.22, 61, 47968, 42674, 40313, 36707
'321149.3.recompute_res', False, False, 0.088, 29, 25115, 22967, 21848, 20348
'321192.3.recompute_res', False, False, 0.013, 44, 14039, 12593, 11939, 11939
'321245.3.recompute_res', False, False, 0.064, 59, 24815, 20531, 19102, 18369
'321295.3.recompute_res', False, False, 0.118, 224, 64397, 53211, 48809, 48809
'321426.3.recompute_res', False, True, '', '', '', '', '', ''
'321495.3.recompute_res', False, False, 0.09, 145, 48588, 41278, 38226, 37325
'321515.3.recompute_res', False, False, 0.066, 19, 9531, 7823, 7111, 6527
'321566.3.recompute_res', False, True, '', '', '', '', '', ''
'321593.3.recompute_res', False, False, 0.245, 160, 89456, 75509, 69880, 69718
'321608.3.recompute_res', False, False, 0.024, 48, 11228, 10346, 9810, 8532
'32164.3.recompute_res', False, False, 0.068, 149, 44229, 39033, 36810, 36525
'321663.3.recompute_res', False, False, 1.359, 178, 169827, 168830, 162617, 135476
'321674.3.recompute_res', False, False, 0.004, 21, 2936, 2783, 2648, 2648
'321695.3.recompute_res', False, False, 6.949, 13, 73450, 77087, 73747, 57224
'321727.3.recompute_res', False, False, 1.297, 24, 37819, 48595, 47053, 29287
'321739.3.recompute_res', False, False, 3.923, 49, 30482, 26174, 23274, 15900
'321794.3.recompute_res', False, False, 1.316, 51, 27867, 23716, 22319, 17885
'321795.3.recompute_res', False, False, 0.122, 367, 58301, 52547, 49516, 49197
'321802.3.recompute_res', False, False, 0.004, 9, 3521, 3410, 3318, 3138
'321812.3.recompute_res', False, False, 0.463, 239, 173417, 161066, 156759, 146862
'321917.3.recompute_res', False, False, 4.385, 13, 63912, 62430, 59462, 46602
'321927.3.recompute_res', False, False, 0.007, 44, 7966, 7548, 7294, 7294
'321975.3.recompute_res', False, False, 3.014, 14, 43906, 35178, 32261, 29210
'32199.3.recompute_res', False, False, 0.04, 37, 11114, 9404, 8575, 8552
'322004.3.recompute_res', False, False, 0.028, 2, 1945, 1572, 1305, 1305
'322114.3.recompute_res', False, False, 0.624, 114, 72570, 59452, 54878, 53835
'32213.3.recompute_res', False, False, 0.014, 29, 7249, 5226, 4437, 4437
'322145.3.recompute_res', False, False, 0.818, 236, 191986, 206471, 200557, 162659
'322207.3.recompute_res', False, False, 0.382, 16, 28159, 25232, 23833, 21920
'322246.3.recompute_res', False, False, 0.005, 9, 3547, 2864, 2519, 2519
'322271.3.recompute_res', False, False, 0.532, 13, 26990, 25284, 24108, 21732
'322325.3.recompute_res', False, True, '', '', '', '', '', ''
'322451.3.recompute_res', False, False, 0.015, 14, 7533, 6002, 5334, 5325
'322504.3.recompute_res', False, False, 0.012, 59, 9267, 8102, 7463, 7463
'322505.3.recompute_res', False, False, 0.012, 59, 9267, 8102, 7463, 7463
'322521.3.recompute_res', False, False, 2.613, 49, 29313, 24829, 21448, 14874
'322532.3.recompute_res', False, True, '', '', '', '', '', ''
'322560.3.recompute_res', False, False, 0.288, 109, 34508, 32899, 29846, 19190
'322664.3.recompute_res', False, False, 0.021, 31, 23391, 21138, 20131, 20131
'322692.3.recompute_res', False, False, 0.122, 599, 34914, 27605, 22774, 22774
'322712.3.recompute_res', False, False, 1.705, 46, 16657, 13687, 11616, 8594
'322811.3.recompute_res', False, False, 2.51, 13, 50533, 48248, 46114, 37257
'322818.3.recompute_res', False, False, 0.009, 24, 15152, 14035, 13504, 13504
'322870.3.recompute_res', False, False, 0.442, 71, 73115, 71591, 68811, 57639
'322891.3.recompute_res', False, False, 2.457, 609, 604353, 543917, 519161, 513014
'322989.3.recompute_res', False, False, 0.024, 44, 43413, 42259, 41669, 41513
'323073.3.recompute_res', False, False, 2.985, 14, 47187, 48489, 45689, 35032
'323085.3.recompute_res', False, False, 3.196, 369, 415269, 388449, 376000, 350017
'323138.3.recompute_res', False, False, 0.08, 149, 46189, 41634, 40293, 39399
'323163.3.recompute_res', False, False, 0.664, 39, 40878, 30254, 26118, 26118
'323277.3.recompute_res', False, False, 3.75, 14, 45083, 36452, 32896, 30176
'323290.3.recompute_res', False, False, 0.038, 24, 10231, 9465, 9056, 8174
'323295.3.recompute_res', False, False, 32.901, 49, 317455, 334340, 322485, 190748
'323299.3.recompute_res', False, False, 0.925, 99, 54749, 48227, 44264, 35247
'323328.3.recompute_res', False, False, 0.02, 99, 13035, 10901, 9815, 9815
'32342.3.recompute_res', False, False, 82.64, 61, 304554, 255408, 208753, 120411
'323420.3.recompute_res', False, False, 0.627, 9, 17486, 16528, 14670, 10006
'32348.3.recompute_res', False, False, 0.03, 104, 25251, 21727, 20060, 20059
'323505.3.recompute_res', False, False, 0.195, 434, 41653, 42692, 39204, 33525
'323549.3.recompute_res', False, False, 1.278, 10, 29950, 30903, 29618, 23233
'323586.3.recompute_res', False, False, 0.174, 45, 7932, 8754, 7794, 4404
'323599.3.recompute_res', False, False, 0.194, 399, 76356, 75542, 73149, 66765
'32362.3.recompute_res', False, False, 6.999, 99, 306613, 310421, 302039, 261742
'323677.3.recompute_res', False, False, 0.152, 50, 35617, 28856, 26217, 26217
'323686.3.recompute_res', False, False, 0.27, 272, 139619, 134755, 131289, 129183
'323692.3.recompute_res', False, False, 0.064, 39, 20721, 15753, 13717, 13717
'323837.3.recompute_res', False, False, 0.215, 143, 57577, 50332, 47681, 45279
'323853.3.recompute_res', False, False, 0.003, 3, 1332, 1011, 872, 868
'323907.3.recompute_res', False, False, 0.019, 134, 5206, 4999, 4574, 4574
'323927.3.recompute_res', False, False, 3.837, 13, 59250, 60864, 57716, 42380
'323930.3.recompute_res', False, False, 1.389, 99, 46686, 43406, 40171, 28877
'323932.3.recompute_res', False, False, 5.45, 13, 64104, 67724, 64410, 45982
'323933.3.recompute_res', False, False, 12.256, 174, 386603, 409633, 387888, 264200
'324107.3.recompute_res', False, False, 0.723, 24, 32680, 34554, 32003, 22196
'324233.3.recompute_res', False, False, 0.261, 519, 62449, 56813, 53154, 51767
'324258.3.recompute_res', False, False, 0.057, 39, 19049, 14473, 12661, 12661
'324264.3.recompute_res', False, False, 0.76, 39, 43715, 32678, 28379, 28379
'324348.3.recompute_res', False, False, 8.218, 13, 79479, 83337, 79567, 56874
'324475.3.recompute_res', False, False, 0.046, 81, 10553, 6658, 5730, 4656
'32448.3.recompute_res', False, False, 0.02, 29, 13083, 11527, 10670, 10653
'3245.3.recompute_res', False, False, 0.027, 74, 7134, 5955, 5118, 4412
'32454.3.recompute_res', False, False, 0.002, 14, 507, 489, 447, 447
'324548.3.recompute_res', False, False, 0.387, 50, 50387, 41521, 38151, 38151
'324576.3.recompute_res', False, False, 0.018, 18, 7264, 6181, 5795, 5684
'324580.3.recompute_res', False, False, 0.0, 2, 131, 129, 127, 127
'324599.3.recompute_res', False, False, 0.556, 344, 201062, 190798, 186439, 184634
'32460.3.recompute_res', False, False, 1.656, 9, 26670, 20574, 18946, 13271
'324702.3.recompute_res', False, False, 0.076, 14, 14135, 14307, 13651, 11454
'324834.3.recompute_res', False, False, 0.12, 19, 9788, 8299, 7559, 7027
'324902.3.recompute_res', False, False, 0.04, 51, 18193, 16910, 16155, 14251
'324907.3.recompute_res', False, False, 0.545, 114, 73389, 59982, 55319, 54198
'324938.3.recompute_res', False, False, 0.019, 4, 5311, 4892, 4701, 4504
'325022.3.recompute_res', False, False, 0.017, 91, 4985, 4720, 4397, 4397
'325152.3.recompute_res', False, False, 0.006, 32, 2213, 2099, 1977, 1977
'325176.3.recompute_res', False, False, 0.041, 117, 28847, 24519, 22223, 22223
'325239.3.recompute_res', False, False, 6.753, 10, 47506, 48726, 45423, 33727
'325298.3.recompute_res', False, False, 21.456, 14, 80320, 64727, 58426, 47593
'325307.3.recompute_res', False, False, 3.765, 51, 42392, 37681, 35401, 31076
'325335.3.recompute_res', False, False, 0.045, 14, 10278, 7992, 7069, 7063
'325342.3.recompute_res', False, False, 0.083, 14, 12049, 9211, 8126, 8119
'325427.3.recompute_res', False, False, 0.688, 98, 134301, 128842, 125741, 119838
'32553.3.recompute_res', False, False, 0.022, 18, 14088, 13427, 12982, 12022
'325646.3.recompute_res', False, False, 0.091, 41, 14872, 12453, 11347, 10342
'325682.3.recompute_res', False, False, 3.153, 64, 123495, 118038, 112450, 83122
'325695.3.recompute_res', False, False, 27.99, 484, 869466, 930614, 870580, 512910
'325723.3.recompute_res', False, False, 1.766, 499, 478487, 459445, 450018, 424050
'325821.3.recompute_res', False, False, 0.839, 94, 71758, 79197, 77005, 57389
'325979.3.recompute_res', False, False, 2.53, 235, 238327, 207735, 194322, 165537
'325982.3.recompute_res', False, False, 0.963, 157, 68690, 67192, 63089, 51490
'32602.3.recompute_res', False, False, 4.872, 613, 713154, 682188, 662510, 587673
'326085.3.recompute_res', False, False, 0.044, 149, 19835, 17030, 15417, 15377
'326094.3.recompute_res', False, False, 0.543, 58, 21311, 18914, 17088, 12820
'326095.3.recompute_res', False, False, 0.019, 104, 8879, 7198, 6363, 6363
'326134.3.recompute_res', False, True, '', '', '', '', '', ''
'32618.3.recompute_res', False, False, 1.398, 49, 72841, 84106, 80468, 52786
'326195.3.recompute_res', False, False, 0.0, 2, 68, 69, 68, 68
'326232.3.recompute_res', False, False, 0.087, 224, 34559, 28463, 26543, 25147
'326288.3.recompute_res', False, False, 0.063, 74, 36792, 30488, 28100, 28100
'326344.3.recompute_res', False, False, 8.946, 55, 27102, 23846, 20330, 13788
'326367.3.recompute_res', False, False, 2.031, 46, 18103, 14232, 12563, 9203
'326419.3.recompute_res', False, False, 0.108, 29, 18394, 15595, 14408, 13223
'326435.3.recompute_res', False, False, 2.426, 445, 195556, 169838, 150583, 132409
'326459.3.recompute_res', False, False, 1.402, 493, 505320, 455411, 437448, 437448
