'seconds', 'completed_qty', 'remaining_qty', 'mb_processed'
781, 1927, 12011, 20613.055
786, 1940, 11998, 20635.014
791, 1954, 11984, 20682.414
796, 1968, 11970, 20733.204
801, 1981, 11957, 20749.965
806, 1996, 11942, 20816.587
812, 2010, 11928, 20855.542
817, 2025, 11913, 21012.587
822, 2040, 11898, 21528.238
827, 2055, 11883, 21549.643
832, 2068, 11870, 21562.403
837, 2079, 11859, 21601.769
842, 2094, 11844, 21685.253
848, 2110, 11828, 21705.143
853, 2125, 11813, 21724.095
858, 2138, 11800, 21847.311
863, 2151, 11787, 21957.461
868, 2166, 11772, 22034.037
873, 2182, 11756, 22066.719
879, 2197, 11741, 22154.693
884, 2211, 11727, 22172.082
889, 2224, 11714, 22244.703
894, 2237, 11701, 22312.628
899, 2249, 11689, 22326.684
905, 2262, 11676, 22406.44
910, 2276, 11662, 22458.638
915, 2287, 11651, 22487.808
920, 2297, 11641, 22531.662
925, 2311, 11627, 22591.496
931, 2325, 11613, 22762.891
936, 2338, 11600, 22787.382
941, 2349, 11589, 23449.978
946, 2363, 11575, 23474.277
951, 2376, 11562, 23490.56
957, 2389, 11549, 23919.605
962, 2401, 11537, 23964.772
967, 2413, 11525, 23992.618
972, 2425, 11513, 24025.183
977, 2437, 11501, 24262.816
982, 2449, 11489, 24373.378
987, 2464, 11474, 24415.82
993, 2479, 11459, 24526.26
998, 2493, 11445, 24588.599
1003, 2504, 11434, 24603.65
1008, 2516, 11422, 24622.938
1013, 2529, 11409, 24651.119
1018, 2541, 11397, 24691.015
1023, 2551, 11387, 24815.094
1029, 2564, 11374, 24882.744
1034, 2573, 11365, 24897.368
1039, 2583, 11355, 24957.105
1044, 2594, 11344, 24970.903
1049, 2607, 11331, 25011.558
1054, 2622, 11316, 25108.123
1059, 2637, 11301, 25192.324
1064, 2649, 11289, 25447.297
1070, 2662, 11276, 25489.01
1075, 2674, 11264, 25506.428
1080, 2687, 11251, 25540.722
1085, 2698, 11240, 25563.49
1090, 2711, 11227, 25589.274
1095, 2725, 11213, 25652.233
1100, 2738, 11200, 25665.487
1106, 2752, 11186, 25752.812
1111, 2767, 11171, 25810.419
1116, 2782, 11156, 25855.452
1121, 2796, 11142, 25926.289
1126, 2810, 11128, 25962.158
1131, 2824, 11114, 25989.735
1137, 2838, 11100, 26025.921
1142, 2852, 11086, 26051.314
1147, 2864, 11074, 26086.896
1152, 2876, 11062, 26234.138
1158, 2888, 11050, 26285.645
1163, 2902, 11036, 26325.253
1168, 2916, 11022, 26349.196
1173, 2932, 11006, 26368.137
1179, 2947, 10991, 26392.584
1184, 2961, 10977, 26417.234
1189, 2974, 10964, 26434.576
1194, 2987, 10951, 26481.351
1199, 2998, 10940, 26518.796
1205, 3008, 10930, 26563.821
1210, 3019, 10919, 26672.075
1215, 3031, 10907, 26702.255
1220, 3045, 10893, 26758.723
1225, 3056, 10882, 26769.92
1231, 3068, 10870, 26790.893
1236, 3081, 10857, 27193.902
1241, 3094, 10844, 27226.799
1246, 3106, 10832, 27278.939
1251, 3117, 10821, 27387.405
1256, 3128, 10810, 27402.438
1261, 3140, 10798, 27422.688
1267, 3150, 10788, 27462.497
1272, 3159, 10779, 27490.755
1277, 3171, 10767, 27856.893
1282, 3182, 10756, 29750.495
1287, 3193, 10745, 29909.214
1292, 3205, 10733, 31219.543
1297, 3217, 10721, 31248.245
1302, 3225, 10713, 31263.314
1307, 3236, 10702, 31288.895
1313, 3249, 10689, 31349.482
1318, 3262, 10676, 31374.539
1323, 3276, 10662, 31463.564
1328, 3287, 10651, 31603.933
1333, 3299, 10639, 31645.777
1339, 3309, 10629, 31660.335
1344, 3319, 10619, 31689.952
1349, 3327, 10611, 31729.815
1354, 3333, 10605, 31770.539
1359, 3340, 10598, 31795.556
1364, 3347, 10591, 31810.456
1370, 3357, 10581, 31949.419
1375, 3369, 10569, 32045.0
1380, 3381, 10557, 32176.632
1385, 3390, 10548, 32187.041
1390, 3400, 10538, 32274.177
1395, 3412, 10526, 32345.977
1401, 3423, 10515, 32373.364
1406, 3434, 10504, 33403.035
1411, 3447, 10491, 33450.921
1416, 3461, 10477, 33504.185
1421, 3471, 10467, 33632.749
1426, 3483, 10455, 33661.251
1432, 3495, 10443, 33760.555
1437, 3504, 10434, 33795.627
1442, 3516, 10422, 33912.384
1447, 3528, 10410, 33926.936
1452, 3541, 10397, 33989.374
1457, 3551, 10387, 34035.477
1463, 3562, 10376, 34066.561
1468, 3571, 10367, 34089.136
1473, 3583, 10355, 34136.542
1478, 3591, 10347, 34166.485
1483, 3599, 10339, 34183.658
1488, 3606, 10332, 34260.376
1493, 3616, 10322, 34425.682
1499, 3625, 10313, 34482.811
1504, 3637, 10301, 34521.937
1509, 3650, 10288, 34555.304
1514, 3662, 10276, 34572.257
1519, 3674, 10264, 34595.134
1524, 3687, 10251, 34639.174
1530, 3697, 10241, 34695.77
1535, 3709, 10229, 34763.074
1540, 3724, 10214, 34795.298
1545, 3736, 10202, 34820.602
1550, 3748, 10190, 34879.227
1555, 3760, 10178, 34941.019
1560, 3772, 10166, 34962.434
1566, 3784, 10154, 34993.248
1571, 3796, 10142, 35028.131
1576, 3807, 10131, 35093.297
1581, 3817, 10121, 35123.758
1586, 3825, 10113, 35147.56
1591, 3834, 10104, 35177.754
1596, 3843, 10095, 35220.904
1601, 3852, 10086, 35241.741
1607, 3862, 10076, 35284.821
1612, 3873, 10065, 35336.879
1617, 3885, 10053, 35376.725
1622, 3898, 10040, 35416.662
1627, 3910, 10028, 35538.194
1632, 3922, 10016, 35617.684
1637, 3933, 10005, 35632.918
1642, 3944, 9994, 35660.461
1647, 3955, 9983, 35715.173
1653, 3968, 9970, 35779.521
1658, 3980, 9958, 35802.439
1663, 3994, 9944, 35870.647
1668, 4006, 9932, 35901.61
1673, 4017, 9921, 35919.592
1678, 4031, 9907, 35963.841
1683, 4043, 9895, 36180.768
1689, 4057, 9881, 36245.463
1694, 4069, 9869, 36566.257
1699, 4081, 9857, 36616.713
1704, 4094, 9844, 36670.441
1709, 4104, 9834, 36684.341
1714, 4116, 9822, 36744.795
1720, 4128, 9810, 36764.458
1725, 4138, 9800, 36800.544
1730, 4151, 9787, 36856.401
1735, 4164, 9774, 36958.033
1740, 4177, 9761, 36970.444
1745, 4191, 9747, 37034.675
1751, 4204, 9734, 37115.235
1756, 4218, 9720, 37144.369
1761, 4231, 9707, 37173.859
1766, 4241, 9697, 37220.266
1771, 4254, 9684, 37264.693
1777, 4268, 9670, 37313.92
1782, 4281, 9657, 37344.309
1787, 4292, 9646, 37353.577
1792, 4302, 9636, 37364.631
1797, 4313, 9625, 37477.025
1802, 4321, 9617, 37528.118
1807, 4331, 9607, 37557.399
1813, 4342, 9596, 37585.428
1818, 4353, 9585, 37631.055
1823, 4364, 9574, 37667.893
1828, 4374, 9564, 37721.214
1833, 4382, 9556, 38374.96
1838, 4394, 9544, 38693.909
1843, 4407, 9531, 38748.007
1848, 4419, 9519, 38832.48
1854, 4430, 9508, 38898.982
1859, 4442, 9496, 39005.04
1864, 4456, 9482, 39048.847
1869, 4468, 9470, 39065.578
1874, 4482, 9456, 39129.515
1879, 4495, 9443, 39207.586
1885, 4509, 9429, 39249.024
1890, 4522, 9416, 39277.797
1895, 4533, 9405, 39307.114
1900, 4542, 9396, 39409.141
1905, 4551, 9387, 39427.925
1911, 4562, 9376, 39538.404
1916, 4573, 9365, 39568.046
1921, 4585, 9353, 39613.421
1926, 4597, 9341, 39646.423
1931, 4611, 9327, 40278.748
1936, 4624, 9314, 40295.525
1942, 4637, 9301, 40424.962
1947, 4647, 9291, 40437.03
1952, 4661, 9277, 40505.171
1957, 4675, 9263, 40539.54
1962, 4688, 9250, 40603.859
1967, 4701, 9237, 40665.214
1972, 4714, 9224, 40721.862
1978, 4727, 9211, 40753.838
1983, 4742, 9196, 40815.778
1988, 4758, 9180, 40871.192
1993, 4772, 9166, 40888.404
1998, 4786, 9152, 41115.024
2003, 4798, 9140, 41148.169
2009, 4808, 9130, 41240.077
2014, 4820, 9118, 41277.084
2019, 4833, 9105, 41344.704
2024, 4845, 9093, 41362.322
2029, 4855, 9083, 41466.153
2034, 4862, 9076, 41471.929
2039, 4873, 9065, 41539.613
2044, 4885, 9053, 41571.741
2050, 4897, 9041, 41614.683
2055, 4909, 9029, 41654.639
2060, 4921, 9017, 42335.431
2065, 4932, 9006, 42344.297
2070, 4945, 8993, 43157.945
2075, 4957, 8981, 43276.87
2080, 4968, 8970, 43308.64
2086, 4980, 8958, 43339.43
2091, 4991, 8947, 43432.592
2096, 5004, 8934, 43495.172
2101, 5015, 8923, 43502.722
2106, 5021, 8917, 43517.663
2111, 5028, 8910, 43533.142
2116, 5035, 8903, 43548.947
2122, 5044, 8894, 43555.672
2127, 5052, 8886, 43606.189
2132, 5061, 8877, 43640.642
2137, 5070, 8868, 43671.041
2142, 5080, 8858, 43691.687
2147, 5086, 8852, 43702.976
2153, 5094, 8844, 43742.966
2158, 5101, 8837, 43747.215
2163, 5108, 8830, 43829.27
2168, 5118, 8820, 43877.709
2173, 5128, 8810, 43929.231
2178, 5138, 8800, 44020.095
2183, 5148, 8790, 44047.286
2189, 5156, 8782, 44070.813
2194, 5167, 8771, 44191.347
2199, 5176, 8762, 44347.576
2204, 5186, 8752, 44378.755
2209, 5197, 8741, 44405.566
2214, 5206, 8732, 44414.962
2219, 5214, 8724, 44442.991
2225, 5223, 8715, 44486.838
2230, 5233, 8705, 44509.343
2235, 5242, 8696, 44544.217
2240, 5252, 8686, 44588.047
2245, 5260, 8678, 44643.022
2250, 5267, 8671, 44689.096
2255, 5276, 8662, 44718.407
2260, 5289, 8649, 44824.951
2265, 5302, 8636, 44851.039
2271, 5314, 8624, 44887.097
2276, 5325, 8613, 45000.794
2281, 5335, 8603, 47091.348
2286, 5344, 8594, 47107.697
2291, 5354, 8584, 47182.707
2296, 5366, 8572, 48042.058
2301, 5380, 8558, 48155.569
2307, 5396, 8542, 48343.141
2312, 5410, 8528, 48377.436
2317, 5422, 8516, 48409.037
2322, 5433, 8505, 48444.486
2327, 5447, 8491, 48592.402
2333, 5459, 8479, 48624.732
2338, 5469, 8469, 48640.195
2343, 5479, 8459, 48714.818
2348, 5489, 8449, 48766.576
2353, 5503, 8435, 48848.734
2358, 5518, 8420, 48958.33
2364, 5533, 8405, 49026.049
2369, 5548, 8390, 49064.197
2374, 5563, 8375, 49124.399
2379, 5579, 8359, 49198.039
2384, 5592, 8346, 49224.998
2389, 5602, 8336, 49248.116
2395, 5612, 8326, 50262.46
2400, 5625, 8313, 50333.075
2405, 5638, 8300, 50348.707
2410, 5651, 8287, 50362.542
2415, 5664, 8274, 50407.027
2420, 5677, 8261, 50429.329
2426, 5688, 8250, 50442.93
2431, 5699, 8239, 50593.546
2436, 5711, 8227, 50634.748
2441, 5725, 8213, 50693.311
2446, 5740, 8198, 50723.426
2452, 5756, 8182, 50748.525
2457, 5767, 8171, 50772.215
2462, 5779, 8159, 50796.091
2467, 5787, 8151, 50811.01
2472, 5800, 8138, 50889.588
2477, 5809, 8129, 50909.162
2482, 5821, 8117, 50940.27
2488, 5832, 8106, 50961.858
2493, 5843, 8095, 51027.193
2498, 5855, 8083, 51051.642
2503, 5863, 8075, 51055.826
2508, 5874, 8064, 51071.212
2513, 5885, 8053, 51126.406
2518, 5895, 8043, 51138.513
2524, 5905, 8033, 51160.745
2529, 5916, 8022, 51187.641
2534, 5926, 8012, 51222.025
2539, 5938, 8000, 51237.38
2544, 5950, 7988, 51252.746
2550, 5961, 7977, 51297.554
2555, 5970, 7968, 51380.984
2560, 5979, 7959, 51431.71
2565, 5992, 7946, 51474.689
2570, 6004, 7934, 51481.588
2575, 6018, 7920, 51571.105
2581, 6032, 7906, 51611.491
2586, 6046, 7892, 51648.225
2591, 6056, 7882, 51877.265
2596, 6068, 7870, 51924.271
2601, 6082, 7856, 51979.399
2606, 6094, 7844, 51993.809
2611, 6104, 7834, 52116.532
2617, 6111, 7827, 52150.871
2622, 6121, 7817, 52209.291
2627, 6133, 7805, 52420.397
2632, 6145, 7793, 52433.928
2637, 6157, 7781, 52458.732
2642, 6170, 7768, 52481.853
2647, 6184, 7754, 52665.558
2652, 6199, 7739, 52700.54
2658, 6212, 7726, 52719.633
2663, 6226, 7712, 52785.283
2668, 6239, 7699, 53201.981
2673, 6250, 7688, 53228.94
2678, 6262, 7676, 53264.184
2683, 6274, 7664, 53301.581
2689, 6286, 7652, 53320.312
2694, 6301, 7637, 53436.529
2699, 6316, 7622, 53536.408
2704, 6330, 7608, 53603.973
2709, 6344, 7594, 53620.202
2715, 6357, 7581, 53651.295
2720, 6371, 7567, 53680.199
2725, 6386, 7552, 53728.632
2730, 6398, 7540, 53742.112
2736, 6413, 7525, 53779.757
2741, 6429, 7509, 53810.327
2746, 6440, 7498, 53826.534
2751, 6453, 7485, 53903.413
2756, 6464, 7474, 53931.555
2762, 6477, 7461, 54082.355
2767, 6491, 7447, 54152.979
2772, 6504, 7434, 54180.36
2777, 6517, 7421, 54223.26
2782, 6529, 7409, 54261.836
2788, 6543, 7395, 54313.952
2793, 6559, 7379, 54348.189
2798, 6573, 7365, 55699.149
2803, 6587, 7351, 55709.222
2808, 6601, 7337, 55724.417
2814, 6615, 7323, 55767.431
2819, 6629, 7309, 55799.006
2824, 6643, 7295, 55864.399
2829, 6657, 7281, 55912.966
2834, 6669, 7269, 55979.095
2840, 6684, 7254, 56027.878
2845, 6698, 7240, 56053.976
2850, 6712, 7226, 56078.719
2855, 6725, 7213, 56144.739
2860, 6738, 7200, 56254.769
2866, 6751, 7187, 56275.309
2871, 6764, 7174, 56288.496
2876, 6776, 7162, 56326.127
2881, 6787, 7151, 56833.524
2886, 6797, 7141, 56852.696
2891, 6807, 7131, 56883.902
2897, 6818, 7120, 56917.559
2902, 6828, 7110, 56953.095
2907, 6837, 7101, 56958.061
2912, 6846, 7092, 56990.923
2917, 6855, 7083, 57045.255
2922, 6863, 7075, 57052.896
2927, 6872, 7066, 57067.927
2933, 6881, 7057, 57082.14
2938, 6887, 7051, 57088.511
2943, 6893, 7045, 57094.327
2948, 6902, 7036, 57113.51
2953, 6911, 7027, 57152.363
2958, 6922, 7016, 57181.169
2963, 6934, 7004, 57195.089
2969, 6943, 6995, 57209.612
2974, 6953, 6985, 57263.598
2979, 6960, 6978, 57309.519
2984, 6969, 6969, 57474.007
2989, 6979, 6959, 57505.778
2994, 6988, 6950, 57517.902
2999, 6997, 6941, 57531.763
3004, 7006, 6932, 57545.339
3009, 7015, 6923, 57556.867
3015, 7026, 6912, 57632.782
3020, 7036, 6902, 57673.242
3025, 7045, 6893, 57700.307
3030, 7055, 6883, 57721.347
3035, 7062, 6876, 57730.159
3040, 7072, 6866, 57769.876
3045, 7080, 6858, 57794.469
3050, 7089, 6849, 57805.668
3055, 7101, 6837, 57915.58
3060, 7112, 6826, 57944.201
3065, 7122, 6816, 57975.984
3071, 7136, 6802, 58037.935
3076, 7149, 6789, 58069.943
3081, 7161, 6777, 58093.384
3086, 7172, 6766, 58145.992
3091, 7182, 6756, 58192.764
3097, 7195, 6743, 58289.454
3102, 7208, 6730, 60497.725
3107, 7221, 6717, 60560.371
3112, 7235, 6703, 60641.011
3117, 7246, 6692, 60656.304
3123, 7258, 6680, 60727.035
3128, 7269, 6669, 60763.008
3133, 7282, 6656, 60818.576
3138, 7298, 6640, 60888.176
3143, 7312, 6626, 60895.867
3149, 7326, 6612, 60967.757
3154, 7338, 6600, 61045.612
3159, 7349, 6589, 61063.451
3164, 7362, 6576, 61134.526
3169, 7374, 6564, 61177.237
3174, 7385, 6553, 61225.122
3180, 7396, 6542, 61259.503
3185, 7409, 6529, 61363.646
3190, 7421, 6517, 61472.567
3195, 7429, 6509, 61500.1
3200, 7440, 6498, 61542.983
3205, 7452, 6486, 61590.28
3211, 7462, 6476, 61609.83
3216, 7475, 6463, 61666.07
3221, 7488, 6450, 62878.816
3226, 7500, 6438, 62907.048
3231, 7511, 6427, 63116.94
3236, 7522, 6416, 63173.148
3242, 7533, 6405, 63235.22
3247, 7544, 6394, 63274.575
3252, 7556, 6382, 63342.603
3257, 7569, 6369, 63371.102
3262, 7579, 6359, 63474.555
3267, 7589, 6349, 63487.687
3272, 7599, 6339, 63510.026
3277, 7612, 6326, 63572.558
3283, 7625, 6313, 63609.551
3288, 7635, 6303, 63632.578
3293, 7646, 6292, 63677.958
3298, 7659, 6279, 64700.294
3303, 7672, 6266, 64758.587
3309, 7682, 6256, 64767.812
3314, 7696, 6242, 64830.443
3319, 7709, 6229, 64859.877
3324, 7721, 6217, 64890.363
3329, 7732, 6206, 65193.891
3334, 7744, 6194, 65395.647
3340, 7757, 6181, 65465.044
3345, 7768, 6170, 65510.929
3350, 7780, 6158, 65580.434
3355, 7795, 6143, 65650.166
3360, 7810, 6128, 65696.086
3365, 7819, 6119, 65707.557
3371, 7830, 6108, 65739.115
3376, 7842, 6096, 65817.85
3381, 7854, 6084, 66140.67
3386, 7865, 6073, 66212.631
3391, 7877, 6061, 66404.947
3396, 7887, 6051, 66422.632
3401, 7899, 6039, 66471.191
3407, 7912, 6026, 66488.165
3412, 7925, 6013, 66518.923
3417, 7938, 6000, 66572.842
3422, 7951, 5987, 66611.515
3427, 7965, 5973, 66663.371
3432, 7979, 5959, 66683.761
3437, 7991, 5947, 66701.808
3442, 8002, 5936, 66739.921
3447, 8013, 5925, 66762.052
3453, 8026, 5912, 66787.787
3458, 8036, 5902, 66806.873
3463, 8049, 5889, 66843.141
3468, 8062, 5876, 67007.083
3473, 8073, 5865, 67050.529
3478, 8084, 5854, 67069.432
3484, 8096, 5842, 67091.638
3489, 8108, 5830, 67111.738
3494, 8121, 5817, 67164.231
3499, 8132, 5806, 67188.706
3504, 8145, 5793, 67248.271
3509, 8159, 5779, 67286.05
3515, 8174, 5764, 67380.003
3520, 8187, 5751, 67397.748
3525, 8200, 5738, 67411.394
3530, 8213, 5725, 67448.938
3535, 8224, 5714, 69698.97
3540, 8236, 5702, 69736.096
3546, 8250, 5688, 69779.891
3551, 8261, 5677, 69796.477
3556, 8273, 5665, 69839.73
3561, 8286, 5652, 69878.716
3566, 8299, 5639, 69896.615
3572, 8311, 5627, 69935.192
3577, 8326, 5612, 69960.698
3582, 8338, 5600, 69999.931
3587, 8348, 5590, 70011.643
3592, 8359, 5579, 70024.753
3597, 8371, 5567, 70092.891
3602, 8382, 5556, 71682.523
3608, 8395, 5543, 71727.833
3613, 8407, 5531, 72495.473
3618, 8418, 5520, 72559.299
3623, 8432, 5506, 72717.249
3628, 8444, 5494, 72833.71
3634, 8456, 5482, 72894.97
3639, 8469, 5469, 72920.627
3644, 8482, 5456, 72956.402
3649, 8496, 5442, 73171.942
3654, 8508, 5430, 73200.944
3659, 8520, 5418, 75494.008
3665, 8531, 5407, 75920.627
3670, 8541, 5397, 75959.992
3675, 8552, 5386, 75986.871
3680, 8561, 5377, 76030.145
3685, 8573, 5365, 76056.879
3691, 8586, 5352, 76137.902
3696, 8598, 5340, 76195.121
3701, 8609, 5329, 76248.433
3706, 8619, 5319, 76270.44
3711, 8630, 5308, 76303.281
3716, 8642, 5296, 76427.534
3722, 8654, 5284, 76455.162
3727, 8669, 5269, 76510.552
3732, 8682, 5256, 76533.029
3737, 8694, 5244, 76567.092
3742, 8708, 5230, 76628.373
3747, 8721, 5217, 76655.046
3752, 8734, 5204, 76689.959
3758, 8747, 5191, 76721.826
3763, 8759, 5179, 76755.322
3768, 8771, 5167, 76778.045
3773, 8783, 5155, 76897.486
3778, 8797, 5141, 76930.74
3783, 8811, 5127, 76958.047
3789, 8824, 5114, 76992.677
3794, 8839, 5099, 77016.902
3799, 8853, 5085, 77079.985
3804, 8868, 5070, 77127.148
3809, 8883, 5055, 77153.903
3815, 8897, 5041, 77258.115
3820, 8912, 5026, 77697.542
3825, 8925, 5013, 77708.184
3830, 8937, 5001, 77733.353
3835, 8950, 4988, 77766.915
3840, 8963, 4975, 78109.515
3845, 8978, 4960, 78176.71
3850, 8993, 4945, 78529.743
3856, 9007, 4931, 78537.744
3861, 9021, 4917, 78611.736
3866, 9034, 4904, 78647.296
3871, 9048, 4890, 78706.431
3876, 9060, 4878, 78731.658
3881, 9073, 4865, 78839.781
3887, 9085, 4853, 79237.771
3892, 9097, 4841, 79305.874
3897, 9108, 4830, 79381.118
3902, 9120, 4818, 79415.392
3907, 9132, 4806, 80056.98
3912, 9144, 4794, 80098.72
3918, 9159, 4779, 80413.051
3923, 9172, 4766, 80478.296
3928, 9187, 4751, 80673.192
3933, 9203, 4735, 80708.696
3938, 9214, 4724, 80736.95
3943, 9226, 4712, 80826.751
3949, 9236, 4702, 80846.013
3954, 9249, 4689, 80886.2
3959, 9263, 4675, 82829.333
3964, 9276, 4662, 82853.869
3969, 9290, 4648, 82897.419
3975, 9302, 4636, 82909.449
3980, 9313, 4625, 83039.2
3985, 9324, 4614, 83225.274
3990, 9336, 4602, 83249.024
3995, 9346, 4592, 83378.579
4000, 9356, 4582, 83406.211
4005, 9366, 4572, 83448.294
4011, 9375, 4563, 83522.818
4016, 9385, 4553, 83682.39
4021, 9395, 4543, 83703.817
4026, 9408, 4530, 83892.42
4031, 9421, 4517, 83910.965
4036, 9434, 4504, 85166.315
4042, 9447, 4491, 85197.614
4047, 9459, 4479, 85222.886
4052, 9470, 4468, 85264.271
4057, 9481, 4457, 85490.612
4062, 9493, 4445, 85544.421
4067, 9506, 4432, 85608.141
4073, 9521, 4417, 85635.082
4078, 9535, 4403, 86063.448
4083, 9547, 4391, 86102.609
4088, 9560, 4378, 86131.463
4093, 9573, 4365, 86169.957
4098, 9588, 4350, 86279.931
4103, 9602, 4336, 86335.287
4109, 9616, 4322, 86832.744
4114, 9630, 4308, 87705.15
4119, 9644, 4294, 90312.904
4124, 9657, 4281, 90366.151
4129, 9670, 4268, 90389.359
4134, 9684, 4254, 91406.658
4140, 9697, 4241, 92382.974
4145, 9710, 4228, 92484.471
4150, 9725, 4213, 92523.663
4155, 9739, 4199, 93734.844
4160, 9754, 4184, 93762.213
4165, 9768, 4170, 95493.925
4170, 9783, 4155, 96990.995
4175, 9798, 4140, 98958.338
4181, 9813, 4125, 100393.194
4186, 9827, 4111, 101540.402
4191, 9835, 4103, 101598.03
4196, 9843, 4095, 101624.605
4201, 9855, 4083, 103185.321
4206, 9864, 4074, 104042.919
4211, 9875, 4063, 104087.982
4217, 9887, 4051, 106455.906
4222, 9900, 4038, 107445.269
4227, 9911, 4027, 107470.207
4232, 9921, 4017, 107997.281
4237, 9932, 4006, 108017.877
4242, 9943, 3995, 108062.136
4247, 9954, 3984, 108882.592
4253, 9963, 3975, 108891.613
4258, 9974, 3964, 108905.522
4263, 9986, 3952, 109094.043
4268, 9997, 3941, 110345.477
4273, 10008, 3930, 110356.839
4278, 10020, 3918, 111905.562
4284, 10034, 3904, 111939.098
4289, 10046, 3892, 111956.322
4294, 10056, 3882, 112004.897
4299, 10068, 3870, 112025.767
4304, 10080, 3858, 112149.021
4309, 10094, 3844, 112179.326
