'file_name', 'runtime_error', 'parse_error', 'recompute_duration', 'layers_qty', 'new_time_total', 'base_time_total', 'raw_time_total', 'new_print_total'
'203173.0.recompute_res', False, False, 2.852, 274, 90444, 131291, 123306, 68729
'203244.0.recompute_res', False, False, 1.395, 22, 27157, 33099, 32680, 25829
'203257.0.recompute_res', False, False, 20.05, 14, 37611, 63045, 56588, 28371
'203270.0.recompute_res', False, False, 47.415, 175, 167952, 279889, 266483, 135815
'203336.0.recompute_res', False, False, 3.233, 14, 12804, 19559, 18390, 9230
'203351.0.recompute_res', False, False, 0.638, 14, 6058, 7015, 6358, 3429
'20340.0.recompute_res', False, False, 24.04, 419, 140944, 192972, 176028, 91848
'203537.0.recompute_res', False, False, 0.196, 56, 43928, 83781, 83308, 42213
'203632.0.recompute_res', False, False, 32.28, 264, 139197, 209597, 200357, 109896
'203668.0.recompute_res', False, False, 0.722, 53, 9060, 14239, 13386, 6936
'203685.0.recompute_res', False, False, 0.091, 24, 8654, 8129, 7509, 6350
'20382.0.recompute_res', False, False, 0.425, 59, 16349, 15487, 14106, 9573
'203972.0.recompute_res', False, False, 0.011, 29, 11124, 10349, 9935, 9808
'203998.0.recompute_res', False, False, 0.652, 232, 26228, 26590, 23954, 13684
'204018.0.recompute_res', False, False, 1.789, 31, 19827, 22311, 20960, 13572
'204036.0.recompute_res', False, False, 2.489, 59, 19856, 33410, 32242, 16378
'20412.0.recompute_res', False, False, 0.046, 124, 14942, 11689, 10208, 10090
'204181.0.recompute_res', False, False, 9.687, 13, 25082, 43482, 41523, 20930
'20419.0.recompute_res', False, False, 0.213, 189, 13784, 16575, 14217, 8674
'204228.0.recompute_res', False, False, 14.126, 64, 48452, 70347, 65930, 33433
'204251.0.recompute_res', False, False, 0.174, 38, 29285, 29644, 28038, 25197
'20434.0.recompute_res', False, False, 0.071, 2, 1123, 1736, 1643, 826
'20436.0.recompute_res', False, False, 2.685, 103, 45936, 63239, 59494, 32019
'204384.0.recompute_res', False, False, 5.999, 197, 64256, 80238, 75251, 45798
'204385.0.recompute_res', False, False, 14.259, 34, 35211, 50771, 46643, 23745
'20452.0.recompute_res', False, False, 1.618, 223, 77744, 66175, 59808, 51265
'204581.0.recompute_res', False, False, 1.089, 54, 15681, 20006, 19270, 14092
'204625.0.recompute_res', False, False, 2.807, 14, 29078, 52595, 51831, 26261
'204638.0.recompute_res', False, False, 0.005, 32, 5345, 5218, 5049, 5049
'204808.0.recompute_res', False, False, 0.276, 17, 8207, 10002, 9540, 6129
'204837.0.recompute_res', False, False, 2.812, 55, 10091, 16123, 14366, 7477
'204872.0.recompute_res', False, False, 0.057, 2, 1031, 1135, 1069, 718
'205062.0.recompute_res', False, False, 0.584, 31, 18210, 19305, 18415, 13980
'205093.0.recompute_res', False, False, 4.889, 61, 26769, 37735, 33593, 17296
'20510.0.recompute_res', False, False, 18.491, 149, 77398, 112597, 104868, 52767
'205112.0.recompute_res', False, False, 0.176, 277, 17154, 17882, 13751, 10063
'205135.0.recompute_res', False, False, 0.756, 14, 7568, 7448, 6632, 4304
'205169.0.recompute_res', False, False, 0.009, 29, 9867, 9394, 9085, 8958
'205266.0.recompute_res', False, False, 1.744, 55, 14060, 21750, 20793, 11211
'205307.0.recompute_res', False, False, 0.214, 194, 66243, 58509, 54814, 54415
'205407.0.recompute_res', False, False, 4.954, 269, 104896, 111626, 106773, 90749
'205500.0.recompute_res', False, False, 2.366, 53, 11836, 18712, 17513, 9008
'205855.0.recompute_res', False, False, 143.771, 169, 310487, 510534, 478818, 240987
'205891.0.recompute_res', False, False, 0.008, 39, 6568, 6003, 5651, 5608
'2059.0.recompute_res', False, False, 0.001, 4, 138, 138, 130, 130
'205958.0.recompute_res', False, False, 13.698, 49, 43287, 69460, 64760, 32898
'20598.0.recompute_res', False, False, 88.372, 512, 316011, 506160, 475789, 241135
'206108.0.recompute_res', False, False, 3.157, 55, 9805, 15300, 13216, 6900
'206155.0.recompute_res', False, False, 16.11, 10, 38541, 68991, 65279, 32770
'206173.0.recompute_res', False, False, 3.3, 42, 24988, 35481, 33702, 18212
'206202.0.recompute_res', False, False, 2.538, 48, 10618, 16913, 15846, 8047
'206237.0.recompute_res', False, False, 6.485, 49, 15705, 24322, 20980, 10773
'206253.0.recompute_res', False, False, 10.086, 999, 544316, 774231, 756033, 455287
'206318.0.recompute_res', False, False, 0.155, 53, 7218, 11175, 10479, 5497
'2064.0.recompute_res', False, False, 0.008, 49, 1969, 1972, 1969, 1969
'206421.0.recompute_res', False, False, 1.045, 31, 18137, 19190, 18033, 12725
'20650.0.recompute_res', False, False, 6.753, 249, 54509, 69648, 62047, 32651
'206526.0.recompute_res', False, False, 0.434, 249, 83804, 64729, 56163, 56110
'206564.0.recompute_res', False, True, '', '', '', '', '', ''
'206638.0.recompute_res', False, False, 0.147, 39, 21625, 19035, 17926, 17441
'206811.0.recompute_res', False, False, 0.774, 15, 8861, 9396, 8568, 5679
'206865.0.recompute_res', False, False, 0.133, 14, 5403, 4398, 3938, 3089
'206877.0.recompute_res', False, False, 0.375, 31, 15158, 17007, 16230, 10958
'206887.0.recompute_res', False, False, 0.341, 311, 149588, 138960, 134432, 134424
'206903.0.recompute_res', False, False, 9.097, 89, 42863, 46143, 39666, 20649
'206916.0.recompute_res', False, False, 0.057, 31, 4132, 4974, 4552, 2710
'206945.0.recompute_res', False, True, '', '', '', '', '', ''
'207039.0.recompute_res', False, False, 29.633, 17, 66583, 115601, 108964, 54633
'20715.0.recompute_res', False, False, 4.431, 149, 55209, 57879, 51771, 30552
'207211.0.recompute_res', False, False, 23.381, 21, 59994, 106462, 101592, 51142
'207314.0.recompute_res', False, False, 3.452, 53, 11987, 18817, 17352, 8905
'207343.0.recompute_res', False, False, 20.113, 35, 68739, 105459, 98786, 51138
'207364.0.recompute_res', False, False, 9.285, 13, 24183, 40807, 38574, 19769
'207368.0.recompute_res', False, False, 0.006, 39, 3676, 3590, 3420, 3420
'20748.0.recompute_res', False, False, 2.231, 348, 81001, 84641, 77621, 51312
'207494.0.recompute_res', False, False, 4.454, 88, 16911, 22925, 21054, 11462
'20750.0.recompute_res', False, False, 8.353, 349, 105732, 140704, 132415, 74002
'207799.0.recompute_res', False, False, 3.182, 14, 10979, 15424, 14140, 7326
'2078.0.recompute_res', False, False, 0.027, 27, 7892, 7617, 7253, 6504
'207802.0.recompute_res', False, False, 3.718, 39, 15379, 17331, 14881, 7804
'207881.0.recompute_res', False, False, 0.02, 99, 15536, 15239, 14748, 14748
'20794.0.recompute_res', False, False, 3.678, 183, 62134, 79421, 74612, 45693
'208062.0.recompute_res', False, False, 0.102, 43, 10971, 9362, 8519, 7802
'208203.0.recompute_res', False, False, 1.262, 55, 11421, 17202, 16272, 8867
'20822.0.recompute_res', False, False, 113.225, 99, 330632, 607346, 597681, 298992
'208232.0.recompute_res', False, False, 1.27, 129, 34746, 34465, 29992, 19509
'208300.0.recompute_res', False, False, 4.891, 99, 14463, 18646, 16550, 9341
'208326.0.recompute_res', False, False, 0.093, 34, 11194, 14809, 14290, 8648
'208340.0.recompute_res', False, False, 0.003, 5, 1279, 1300, 1252, 1077
'208341.0.recompute_res', False, False, 0.004, 7, 1772, 1758, 1693, 1508
'20843.0.recompute_res', False, False, 10.804, 29, 27284, 40900, 37654, 19193
'20845.0.recompute_res', False, False, 10.062, 29, 25926, 40416, 37298, 18975
'208473.0.recompute_res', False, False, 7.469, 46, 15356, 22102, 18485, 9651
'208496.0.recompute_res', False, False, 0.608, 547, 50350, 50708, 43627, 27020
'20862.0.recompute_res', False, False, 0.001, 4, 190, 179, 166, 166
'208705.0.recompute_res', False, False, 0.187, 124, 15443, 15395, 14077, 10540
'20872.0.recompute_res', False, False, 5.686, 510, 182474, 231578, 222068, 145921
'208804.0.recompute_res', False, False, 1.417, 74, 36581, 36044, 33402, 24555
'208825.0.recompute_res', False, False, 0.21, 124, 10802, 11502, 10453, 7895
'208856.0.recompute_res', False, False, 1.36, 177, 79133, 84766, 81578, 64217
'208956.0.recompute_res', False, False, 0.032, 80, 9182, 6698, 5530, 5530
'209007.0.recompute_res', False, False, 0.066, 99, 33684, 37441, 36814, 32372
'209035.0.recompute_res', False, False, 6.513, 17, 23377, 38245, 36903, 18679
'20908.0.recompute_res', False, False, 2.318, 118, 37134, 52362, 49275, 27687
'209088.0.recompute_res', False, True, '', '', '', '', '', ''
'209095.0.recompute_res', False, False, 16.928, 49, 80195, 134494, 129959, 65679
'209133.0.recompute_res', False, False, 26.021, 524, 181065, 247979, 229199, 128456
'209150.0.recompute_res', False, False, 0.071, 29, 2906, 3588, 3255, 1942
'209154.0.recompute_res', False, False, 55.986, 124, 113690, 177323, 163509, 82223
'209220.0.recompute_res', False, False, 19.29, 124, 83733, 131697, 125602, 63584
'209223.0.recompute_res', False, False, 0.018, 99, 16080, 15782, 15288, 15288
'209224.0.recompute_res', False, False, 15.508, 279, 63161, 83710, 75554, 40151
'209275.0.recompute_res', False, False, 12.379, 384, 447611, 802986, 794454, 410080
'209278.0.recompute_res', False, False, 0.023, 24, 7030, 5917, 5467, 5319
'209427.0.recompute_res', False, False, 0.229, 62, 9905, 7208, 6059, 5626
'209851.0.recompute_res', False, False, 0.102, 278, 42069, 37248, 34729, 34569
'209910.0.recompute_res', False, False, 0.743, 75, 30585, 33556, 31933, 24919
'210015.0.recompute_res', False, False, 0.454, 19, 5966, 8352, 7566, 3973
'210106.0.recompute_res', False, False, 4.894, 13, 18299, 27572, 25826, 13603
'210328.0.recompute_res', False, False, 0.0, 1, 64, 64, 64, 64
'210556.0.recompute_res', False, False, 0.003, 18, 252, 193, 152, 152
'210574.0.recompute_res', False, False, 0.013, 38, 9778, 9062, 8693, 8635
'210583.0.recompute_res', False, False, 3.214, 89, 42142, 67555, 63686, 32625
'210691.0.recompute_res', False, False, 0.595, 277, 29491, 29302, 22274, 16214
'210740.0.recompute_res', False, False, 0.216, 374, 97418, 95275, 93021, 92875
'21083.0.recompute_res', False, False, 28.72, 74, 64649, 96520, 87043, 44127
'210854.0.recompute_res', False, False, 23.827, 759, 197855, 225150, 200481, 115033
'210954.0.recompute_res', False, False, 1.361, 64, 12454, 14551, 12568, 6685
'210964.0.recompute_res', False, False, 0.183, 24, 7520, 8216, 7664, 4363
'210979.0.recompute_res', False, False, 0.035, 107, 22122, 22247, 21588, 20830
'211096.0.recompute_res', False, False, 9.311, 13, 25664, 45117, 43162, 21681
'2111.0.recompute_res', False, False, 0.358, 102, 56166, 53131, 50293, 45317
'211127.0.recompute_res', False, False, 40.968, 99, 97204, 161603, 151033, 75616
'211132.0.recompute_res', False, False, 0.156, 357, 22448, 16475, 13342, 12103
'211272.0.recompute_res', False, False, 0.077, 24, 7025, 6577, 6039, 5072
'211293.0.recompute_res', False, False, 0.362, 12, 8641, 14936, 14677, 7612
'211370.0.recompute_res', False, False, 36.119, 59, 86225, 150282, 144692, 72456
'21153.0.recompute_res', False, False, 4.135, 49, 27525, 42406, 40249, 20520
'211539.0.recompute_res', False, False, 3.871, 369, 104960, 110274, 106959, 97414
'21158.0.recompute_res', False, False, 14.071, 23, 36683, 60125, 56837, 28481
'211658.0.recompute_res', False, False, 35.252, 721, 551591, 872541, 853125, 468497
'211673.0.recompute_res', False, True, '', '', '', '', '', ''
'211674.0.recompute_res', False, False, 6.463, 49, 15897, 24967, 21576, 11089
'211880.0.recompute_res', False, False, 1.638, 277, 42781, 38183, 29234, 21302
'212050.0.recompute_res', False, False, 17.06, 126, 86076, 121541, 113299, 61063
'21206.0.recompute_res', False, False, 24.713, 104, 104138, 143772, 135308, 75525
'212082.0.recompute_res', False, False, 0.262, 104, 19904, 25781, 24270, 15179
'212263.0.recompute_res', False, False, 4.508, 9, 12775, 16255, 14628, 8053
'212281.0.recompute_res', False, False, 20.988, 338, 136377, 181831, 170657, 94751
'212309.0.recompute_res', False, False, 0.058, 24, 6765, 6190, 5754, 4717
'212340.0.recompute_res', False, True, '', '', '', '', '', ''
'21235.0.recompute_res', False, False, 33.691, 139, 165526, 283230, 274779, 142085
'212355.0.recompute_res', False, False, 23.082, 701, 204181, 248085, 230585, 131672
'212392.0.recompute_res', False, False, 31.192, 37, 89931, 160422, 156425, 78346
'212393.0.recompute_res', False, False, 31.442, 37, 90049, 160272, 156184, 78243
'212418.0.recompute_res', False, False, 11.63, 624, 347014, 458702, 445479, 293178
'212491.0.recompute_res', False, False, 0.392, 544, 127006, 118397, 114078, 114078
'212568.0.recompute_res', False, False, 13.587, 74, 33099, 47858, 42947, 21584
'212630.0.recompute_res', False, False, 0.008, 39, 15387, 15457, 15340, 15209
'212673.0.recompute_res', False, False, 0.021, 99, 11242, 9723, 8922, 8922
'212725.0.recompute_res', False, False, 25.296, 524, 181378, 248037, 229217, 128532
'212778.0.recompute_res', False, False, 14.094, 13, 37145, 66214, 62945, 31491
'212803.0.recompute_res', False, False, 15.593, 13, 35778, 62448, 58980, 29672
'212835.0.recompute_res', False, False, 0.027, 29, 7261, 5926, 5117, 5117
'212981.0.recompute_res', False, False, 0.156, 24, 9494, 9238, 8636, 7055
'212992.0.recompute_res', False, False, 0.023, 34, 16258, 14782, 14134, 14083
'212999.0.recompute_res', False, False, 0.101, 24, 8833, 8371, 7763, 6470
'213001.0.recompute_res', False, False, 2.783, 28, 16178, 19280, 17626, 9516
'213079.0.recompute_res', False, False, 0.168, 149, 21678, 19402, 17226, 12860
'213152.0.recompute_res', False, False, 0.005, 29, 820, 722, 574, 561
'213260.0.recompute_res', False, False, 0.015, 49, 17484, 16745, 16304, 16304
'213270.0.recompute_res', False, False, 0.006, 37, 2463, 2314, 2167, 2167
'213307.0.recompute_res', False, False, 0.009, 37, 5894, 5085, 4718, 4718
'213372.0.recompute_res', False, False, 0.395, 185, 53232, 44281, 40866, 38378
'213406.0.recompute_res', False, False, 0.394, 61, 11480, 17841, 17071, 8911
'213555.0.recompute_res', False, False, 0.863, 4, 3969, 6754, 6478, 3270
'21364.0.recompute_res', False, False, 0.188, 54, 10726, 8539, 7302, 6522
'213680.0.recompute_res', False, False, 0.068, 89, 30340, 25490, 23512, 23512
'213697.0.recompute_res', False, False, 0.651, 117, 25626, 21574, 19438, 14051
'213711.0.recompute_res', False, False, 0.304, 50, 11607, 11425, 10186, 6849
'213712.0.recompute_res', False, False, 2.885, 49, 37910, 54020, 52365, 31181
'213732.0.recompute_res', False, False, 0.596, 379, 33047, 34767, 31084, 21498
'213737.0.recompute_res', False, False, 1.966, 648, 123016, 164443, 154122, 94363
'213746.0.recompute_res', False, False, 4.474, 55, 12838, 20066, 17756, 9177
'213764.0.recompute_res', False, False, 1.474, 49, 19613, 22898, 21676, 15237
'21378.0.recompute_res', False, False, 1.061, 47, 19507, 18116, 16507, 11437
'213780.0.recompute_res', False, False, 1.189, 149, 60599, 51518, 46933, 40162
'21379.0.recompute_res', False, False, 2.045, 299, 52504, 48391, 41303, 23687
'213814.0.recompute_res', False, False, 0.008, 19, 4429, 4310, 4160, 3921
'213824.0.recompute_res', False, False, 1.614, 14, 13728, 13475, 12236, 8215
'214027.0.recompute_res', False, False, 1.766, 47, 16075, 23053, 21549, 10883
'21403.0.recompute_res', False, False, 0.009, 24, 5888, 5673, 5530, 4926
'214098.0.recompute_res', False, False, 10.764, 164, 48745, 73967, 68279, 34664
'214276.0.recompute_res', False, False, 0.2, 317, 84496, 85216, 82726, 77993
'214353.0.recompute_res', False, False, 12.315, 37, 55214, 95913, 92945, 46663
'214373.0.recompute_res', False, False, 11.619, 41, 51817, 88391, 85738, 44223
'21446.0.recompute_res', False, False, 0.017, 74, 10017, 9048, 8529, 8529
'21447.0.recompute_res', False, False, 0.0, 1, 24, 24, 24, 24
'214577.0.recompute_res', False, False, 150.791, 155, 244171, 390745, 364981, 185220
'214672.0.recompute_res', False, False, 0.914, 35, 12364, 14846, 13729, 7777
'214688.0.recompute_res', False, False, 0.056, 49, 5612, 4257, 3568, 2613
'21469.0.recompute_res', False, False, 1.163, 271, 160591, 178046, 174432, 145323
'214737.0.recompute_res', False, False, 0.318, 311, 152241, 141971, 137561, 137553
'214754.0.recompute_res', False, False, 0.09, 277, 13589, 13019, 10298, 8381
'214771.0.recompute_res', False, False, 2.009, 209, 38668, 39758, 35121, 24354
'214798.0.recompute_res', False, False, 4.344, 29, 18196, 29446, 27960, 14192
'214851.0.recompute_res', False, False, 3.28, 304, 75628, 96897, 90160, 52444
'214981.0.recompute_res', False, False, 3.242, 232, 46629, 58095, 52527, 27270
'215038.0.recompute_res', False, False, 146.72, 155, 235518, 376725, 352100, 178740
'215092.0.recompute_res', False, False, 0.775, 31, 18569, 19580, 18516, 13820
'215111.0.recompute_res', False, False, 3.186, 14, 8583, 10675, 9299, 4698
'215170.0.recompute_res', False, False, 17.047, 37, 38292, 59654, 55762, 27966
'215294.0.recompute_res', False, False, 0.524, 65, 21386, 27869, 26334, 13924
'215354.0.recompute_res', False, False, 0.42, 119, 55873, 59807, 57614, 46134
'215371.0.recompute_res', False, False, 0.014, 29, 8636, 8350, 8079, 7731
'215462.0.recompute_res', False, False, 11.554, 171, 65150, 86113, 78879, 43093
'2155.0.recompute_res', False, False, 40.005, 208, 156533, 247874, 233561, 118068
'215630.0.recompute_res', False, False, 0.171, 24, 7917, 7831, 7211, 5009
'215633.0.recompute_res', False, False, 0.001, 1, 113, 127, 119, 61
'215686.0.recompute_res', False, False, 6.958, 14, 18213, 28733, 26487, 13339
'21573.0.recompute_res', False, False, 5.373, 105, 39065, 60414, 57213, 29074
'215751.0.recompute_res', False, False, 0.231, 78, 36342, 36441, 34579, 30057
'21577.0.recompute_res', False, False, 14.331, 133, 85699, 118797, 113405, 64945
'215805.0.recompute_res', False, False, 18.08, 13, 38053, 65724, 62280, 31283
'215846.0.recompute_res', False, False, 3.945, 48, 15052, 23587, 22131, 11255
'215938.0.recompute_res', False, False, 2.587, 223, 43822, 50435, 45306, 24473
'215967.0.recompute_res', False, False, 0.272, 89, 75980, 70548, 67977, 67163
'215983.0.recompute_res', False, False, 3.175, 401, 234290, 296239, 289335, 201255
'216069.0.recompute_res', False, False, 0.358, 259, 23942, 25607, 23326, 12717
'216155.0.recompute_res', False, False, 7.235, 402, 190235, 298567, 290269, 158463
'21622.0.recompute_res', False, False, 0.008, 18, 4653, 4016, 3733, 3733
'216224.0.recompute_res', False, False, 0.044, 17, 6963, 7134, 6849, 5674
'216288.0.recompute_res', False, False, 1.156, 14, 10921, 12754, 11900, 7436
'21635.0.recompute_res', False, False, 26.664, 4, 33905, 51943, 45188, 22633
'216424.0.recompute_res', False, False, 0.056, 12, 1415, 1641, 1426, 722
'216501.0.recompute_res', False, False, 1.498, 89, 31050, 27372, 24097, 16437
'216634.0.recompute_res', False, False, 1.881, 232, 94498, 107935, 102832, 74295
'216708.0.recompute_res', False, False, 1.485, 213, 91322, 96904, 92437, 74201
'216751.0.recompute_res', False, False, 3.66, 10, 14523, 25435, 24532, 12425
'216786.0.recompute_res', False, False, 17.599, 126, 105690, 183029, 177284, 89191
'216791.0.recompute_res', False, False, 2.243, 161, 83736, 95111, 90690, 63450
'216797.0.recompute_res', False, False, 6.595, 200, 150996, 168607, 161539, 117378
'216805.0.recompute_res', False, False, 7.754, 195, 149653, 168992, 161964, 116341
'216812.0.recompute_res', False, False, 1.305, 200, 84227, 88710, 84642, 68154
'216814.0.recompute_res', False, False, 5.002, 175, 132702, 145929, 139995, 103463
'216852.0.recompute_res', False, False, 0.061, 99, 26485, 22166, 20182, 20169
'216865.0.recompute_res', False, False, 0.009, 29, 4126, 6426, 6255, 3472
'216880.0.recompute_res', False, False, 0.035, 136, 15069, 13303, 12353, 12353
'216909.0.recompute_res', False, False, 149.603, 167, 260754, 418060, 392189, 200169
'216932.0.recompute_res', False, False, 0.16, 107, 26084, 25605, 23851, 19328
'216936.0.recompute_res', False, False, 0.691, 169, 49136, 56604, 54847, 43546
'21702.0.recompute_res', False, False, 1.103, 119, 45699, 55921, 53644, 32372
'217128.0.recompute_res', False, False, 0.018, 59, 6843, 5454, 4780, 4753
'21716.0.recompute_res', False, False, 12.725, 49, 40170, 66095, 62650, 31441
'217233.0.recompute_res', False, False, 2.028, 74, 27120, 31392, 29559, 21023
'217298.0.recompute_res', False, False, 56.86, 443, 309292, 485298, 466983, 243944
'2173.0.recompute_res', False, False, 0.075, 249, 23565, 19598, 17617, 17600
'217391.0.recompute_res', False, False, 0.236, 69, 45217, 41265, 39731, 38514
'217393.0.recompute_res', False, False, 1.155, 48, 11367, 16965, 16181, 8745
'217466.0.recompute_res', False, False, 0.086, 29, 8272, 7552, 7042, 6333
'217487.0.recompute_res', False, False, 26.503, 2350, 515853, 591696, 542457, 311808
'217510.0.recompute_res', False, False, 0.025, 74, 21356, 20030, 19392, 19392
'217729.0.recompute_res', False, False, 0.232, 17, 7418, 10385, 9998, 5798
'217731.0.recompute_res', False, False, 9.997, 39, 22444, 31648, 28653, 14418
'217774.0.recompute_res', False, False, 0.246, 17, 7615, 11010, 10613, 5976
'217835.0.recompute_res', False, False, 3.277, 259, 32480, 36913, 28306, 16798
'21805.0.recompute_res', False, False, 2.13, 101, 17049, 18702, 17229, 11203
'218052.0.recompute_res', False, False, 0.158, 24, 7639, 7117, 6459, 5124
'218076.0.recompute_res', False, False, 0.017, 39, 10925, 10255, 9954, 9763
'218089.0.recompute_res', False, False, 153.223, 167, 267290, 429911, 403115, 205651
'218145.0.recompute_res', False, False, 6.068, 16, 25130, 43834, 42381, 21462
'218175.0.recompute_res', False, False, 14.742, 1007, 466692, 657691, 638902, 391019
'21818.0.recompute_res', False, False, 9.696, 150, 42907, 60808, 55098, 27846
'218257.0.recompute_res', False, False, 0.011, 29, 1383, 1289, 871, 632
'218265.0.recompute_res', False, False, 6.606, 114, 44344, 58987, 54458, 28122
'21828.0.recompute_res', False, False, 1.008, 69, 23420, 26399, 24823, 16373
'218317.0.recompute_res', False, False, 1.075, 302, 118597, 128053, 123553, 102315
'218329.0.recompute_res', False, False, 0.039, 64, 21312, 18739, 17612, 17552
'218365.0.recompute_res', False, False, 1.869, 279, 56993, 53905, 47536, 31055
'218392.0.recompute_res', False, False, 0.0, 1, 26, 26, 26, 26
'218398.0.recompute_res', False, False, 3.243, 27, 26795, 45635, 44852, 24085
'218508.0.recompute_res', False, False, 1.274, 67, 16157, 23601, 21683, 11218
'218527.0.recompute_res', False, False, 63.289, 64, 80159, 117704, 97715, 49274
'218647.0.recompute_res', False, False, 0.017, 8, 2129, 1820, 1670, 1497
'218648.0.recompute_res', False, False, 252.15, 757, 644268, 1010160, 959626, 483078
'218664.0.recompute_res', False, False, 10.093, 89, 43135, 54599, 48507, 24889
'218699.0.recompute_res', False, False, 18.099, 279, 68660, 75869, 58882, 33363
'218738.0.recompute_res', False, False, 0.004, 21, 2597, 2442, 2313, 2313
'218754.0.recompute_res', False, False, 24.745, 74, 67539, 116241, 111905, 56436
'21877.0.recompute_res', False, False, 0.005, 7, 1708, 1452, 1232, 1232
'218797.0.recompute_res', False, False, 1.856, 150, 27275, 31564, 29238, 21098
'218896.0.recompute_res', False, False, 0.012, 49, 13243, 12798, 12455, 12455
'218968.0.recompute_res', False, False, 7.881, 99, 19296, 27778, 25771, 13957
'21899.0.recompute_res', False, False, 0.513, 1, 1616, 2488, 2336, 1178
'219011.0.recompute_res', False, False, 19.244, 12, 39751, 67134, 62041, 31062
'21910.0.recompute_res', False, False, 15.637, 49, 39370, 59186, 55086, 27600
'219148.0.recompute_res', False, False, 3.463, 199, 38672, 38118, 26621, 17472
'219227.0.recompute_res', False, False, 5.317, 104, 49784, 67709, 64620, 37264
'219246.0.recompute_res', False, False, 0.024, 7, 1968, 1900, 1769, 1380
'21931.0.recompute_res', False, False, 19.713, 174, 106749, 158879, 153127, 89494
