'seconds', 'completed_qty', 'remaining_qty', 'mb_processed'
5546, 7749, 6189, 65380.338
5552, 7755, 6183, 65398.096
5557, 7763, 6175, 65431.513
5562, 7770, 6168, 65478.951
5567, 7775, 6163, 65483.606
5572, 7781, 6157, 65490.864
5577, 7787, 6151, 65512.429
5582, 7790, 6148, 65518.813
5587, 7795, 6143, 65525.029
5592, 7800, 6138, 65552.264
5597, 7804, 6134, 65572.192
5603, 7809, 6129, 65598.329
5608, 7813, 6125, 65607.79
5613, 7817, 6121, 65628.608
5618, 7823, 6115, 65674.628
5623, 7831, 6107, 65704.285
5628, 7839, 6099, 65778.823
5633, 7846, 6092, 65795.839
5638, 7853, 6085, 66123.548
5643, 7860, 6078, 66175.682
5649, 7869, 6069, 66316.473
5654, 7877, 6061, 66369.29
5659, 7884, 6054, 66383.17
5664, 7892, 6046, 66398.958
5669, 7899, 6039, 66404.183
5674, 7909, 6029, 66462.859
5679, 7918, 6020, 66478.14
5684, 7924, 6014, 66487.577
5689, 7930, 6008, 66495.956
5695, 7937, 6001, 66524.688
5700, 7947, 5991, 66558.017
5705, 7956, 5982, 66573.938
5710, 7966, 5972, 66632.667
5715, 7977, 5961, 66650.687
5720, 7986, 5952, 66663.951
5725, 7993, 5945, 66670.704
5730, 7997, 5941, 66673.286
5736, 8002, 5936, 66685.524
5741, 8009, 5929, 66698.564
5746, 8015, 5923, 66700.363
5751, 8021, 5917, 66704.251
5756, 8027, 5911, 66726.917
5761, 8034, 5904, 66752.412
5766, 8043, 5895, 66805.739
5771, 8053, 5885, 66975.223
5776, 8061, 5877, 66989.892
5781, 8067, 5871, 67024.404
5787, 8072, 5866, 67036.268
5792, 8080, 5858, 67049.993
5797, 8090, 5848, 67077.956
5802, 8099, 5839, 67085.956
5807, 8111, 5827, 67110.126
5812, 8121, 5817, 67131.571
5817, 8127, 5811, 67137.946
5822, 8132, 5806, 67144.386
5828, 8136, 5802, 67149.846
5833, 8142, 5796, 67170.103
5838, 8150, 5788, 67188.678
5843, 8158, 5780, 67205.363
5848, 8167, 5771, 67288.105
5853, 8178, 5760, 67330.537
5858, 8185, 5753, 67342.366
5863, 8196, 5742, 67383.096
5868, 8207, 5731, 67419.403
5874, 8214, 5724, 67467.103
5879, 8223, 5715, 69663.765
5884, 8230, 5708, 69677.263
5889, 8240, 5698, 69692.269
5894, 8251, 5687, 69750.306
5899, 8261, 5677, 69764.567
5904, 8269, 5669, 69775.669
5909, 8276, 5662, 69788.754
5915, 8286, 5652, 69831.221
5920, 8297, 5641, 69849.016
5925, 8304, 5634, 69858.772
5930, 8313, 5625, 69870.347
5935, 8324, 5614, 69908.319
5940, 8331, 5607, 69944.378
5945, 8338, 5600, 69954.722
5950, 8343, 5595, 69958.988
5955, 8351, 5587, 69977.916
5960, 8358, 5580, 70000.18
5966, 8365, 5573, 70053.471
5971, 8374, 5564, 70069.272
5976, 8385, 5553, 71708.61
5981, 8398, 5540, 71732.718
5986, 8409, 5529, 72472.803
5991, 8415, 5523, 72480.609
5996, 8421, 5517, 72578.514
6002, 8427, 5511, 72592.447
6007, 8433, 5505, 72715.146
6012, 8439, 5499, 72736.188
6017, 8447, 5491, 72805.916
6022, 8454, 5484, 72812.272
6027, 8460, 5478, 72819.159
6032, 8466, 5472, 72827.432
6038, 8475, 5463, 72853.451
6043, 8484, 5454, 73065.392
6048, 8492, 5446, 73085.029
6053, 8499, 5439, 73092.778
6058, 8505, 5433, 73108.357
6063, 8510, 5428, 73128.698
6068, 8516, 5422, 75406.706
6073, 8521, 5417, 75413.454
6078, 8525, 5413, 75823.954
6084, 8533, 5405, 75859.087
6089, 8538, 5400, 75861.995
6094, 8544, 5394, 75872.165
6099, 8551, 5387, 75915.548
6104, 8556, 5382, 75964.982
6109, 8560, 5378, 75981.122
6114, 8565, 5373, 75987.199
6119, 8571, 5367, 75993.082
6124, 8578, 5360, 76022.107
6129, 8583, 5355, 76053.87
6134, 8587, 5351, 76058.254
6139, 8592, 5346, 76083.459
6145, 8599, 5339, 76128.405
6150, 8607, 5331, 76170.217
6155, 8614, 5324, 76192.446
6160, 8621, 5317, 76206.62
6165, 8626, 5312, 76213.064
6170, 8633, 5305, 76246.048
6175, 8640, 5298, 76325.038
6180, 8650, 5288, 76372.154
6185, 8658, 5280, 76390.274
6190, 8668, 5270, 76409.558
6196, 8675, 5263, 76419.963
6201, 8680, 5258, 76424.752
6206, 8685, 5253, 76431.55
6211, 8691, 5247, 76442.829
6216, 8698, 5240, 76466.581
6221, 8703, 5235, 76473.373
6226, 8708, 5230, 76484.096
6231, 8713, 5225, 76487.433
6236, 8718, 5220, 76506.999
6241, 8722, 5216, 76517.503
6247, 8728, 5210, 76537.327
6252, 8733, 5205, 76545.623
6257, 8741, 5197, 76641.632
6262, 8748, 5190, 76687.115
6267, 8756, 5182, 76703.753
6272, 8764, 5174, 76711.372
6277, 8774, 5164, 76747.924
6282, 8783, 5155, 76860.901
6288, 8793, 5145, 76876.446
6293, 8802, 5136, 76888.443
6298, 8812, 5126, 76921.297
6303, 8824, 5114, 76956.669
6308, 8836, 5102, 76970.435
6313, 8848, 5090, 77031.876
6318, 8856, 5082, 77038.343
6323, 8868, 5070, 77088.22
6329, 8878, 5060, 77104.315
6334, 8886, 5052, 77117.915
6339, 8896, 5042, 77266.959
6344, 8907, 5031, 77391.495
6349, 8918, 5020, 77682.859
6354, 8929, 5009, 77691.372
6360, 8939, 4999, 77709.854
6365, 8949, 4989, 77724.627
6370, 8957, 4981, 78043.225
6375, 8962, 4976, 78048.24
6380, 8971, 4967, 78121.331
6385, 8980, 4958, 78138.614
6390, 8992, 4946, 78485.166
6395, 9004, 4934, 78503.827
6401, 9014, 4924, 78567.24
6406, 9021, 4917, 78580.861
6411, 9031, 4907, 78607.659
6416, 9041, 4897, 78622.704
6421, 9051, 4887, 78654.957
6426, 9060, 4878, 78679.983
6431, 9071, 4867, 78786.784
6436, 9080, 4858, 79184.795
6442, 9088, 4850, 79239.805
6447, 9097, 4841, 79252.305
6452, 9104, 4834, 79340.438
6457, 9111, 4827, 79356.418
6462, 9117, 4821, 79384.917
6467, 9127, 4811, 80023.361
6472, 9134, 4804, 80041.159
6477, 9141, 4797, 80055.006
6483, 9149, 4789, 80070.425
6488, 9160, 4778, 80353.82
6493, 9169, 4769, 80416.655
6498, 9177, 4761, 80423.11
6503, 9187, 4751, 80611.22
6508, 9197, 4741, 80636.784
6513, 9203, 4735, 80645.128
6518, 9211, 4727, 80686.209
6523, 9216, 4722, 80706.62
6529, 9224, 4714, 80775.045
6534, 9232, 4706, 80789.91
6539, 9241, 4697, 80799.025
6544, 9250, 4688, 82733.607
6549, 9260, 4678, 82756.489
6554, 9271, 4667, 82798.635
6559, 9280, 4658, 82837.986
6565, 9289, 4649, 82863.069
6570, 9301, 4637, 82891.866
6575, 9310, 4628, 83007.549
6580, 9319, 4619, 83164.377
6585, 9325, 4613, 83169.965
6590, 9330, 4608, 83175.153
6595, 9334, 4604, 83183.581
6600, 9340, 4598, 83316.734
6605, 9344, 4594, 83319.562
6610, 9349, 4589, 83329.799
6616, 9352, 4586, 83336.411
6621, 9357, 4581, 83348.502
6626, 9362, 4576, 83365.501
6631, 9366, 4572, 83393.055
6636, 9369, 4569, 83402.131
6641, 9373, 4565, 83564.565
6646, 9379, 4559, 83583.962
6651, 9386, 4552, 83600.666
6656, 9394, 4544, 83646.957
6661, 9401, 4537, 83834.337
6666, 9411, 4527, 83869.86
6672, 9420, 4518, 84760.844
6677, 9425, 4513, 85092.782
6682, 9432, 4506, 85109.328
6687, 9440, 4498, 85125.566
6692, 9446, 4492, 85129.006
6697, 9454, 4484, 85153.962
6702, 9464, 4474, 85210.326
6707, 9472, 4466, 85214.134
6713, 9479, 4459, 85439.379
6718, 9486, 4452, 85450.768
6723, 9495, 4443, 85509.023
6728, 9502, 4436, 85515.767
6733, 9508, 4430, 85541.091
6738, 9518, 4420, 85579.751
6743, 9529, 4409, 86020.314
6749, 9538, 4400, 86029.981
6754, 9544, 4394, 86037.308
6759, 9550, 4388, 86057.108
6764, 9556, 4382, 86078.524
6769, 9560, 4378, 86086.671
6774, 9572, 4366, 86158.769
6779, 9583, 4355, 86243.74
6784, 9596, 4342, 86304.088
6790, 9609, 4329, 86802.304
6795, 9620, 4318, 86814.912
6800, 9631, 4307, 87650.656
6805, 9639, 4299, 90233.217
6810, 9646, 4292, 90265.136
6815, 9653, 4285, 90296.213
6820, 9662, 4276, 90310.191
6826, 9670, 4268, 90336.297
6831, 9679, 4259, 91346.1
6836, 9687, 4251, 92317.837
6841, 9694, 4244, 92331.025
6846, 9703, 4235, 92363.353
6851, 9711, 4227, 92430.818
6856, 9722, 4216, 92451.762
6861, 9734, 4204, 92497.943
6867, 9743, 4195, 93698.722
6872, 9751, 4187, 95423.558
6877, 9760, 4178, 95444.78
6882, 9771, 4167, 95468.108
6887, 9779, 4159, 96929.813
6892, 9790, 4148, 98101.717
6898, 9800, 4138, 100309.217
6903, 9810, 4128, 100343.718
6908, 9819, 4119, 101470.507
6913, 9826, 4112, 101529.417
6918, 9828, 4110, 101532.217
6923, 9833, 4105, 101546.948
6928, 9837, 4101, 101559.371
6933, 9843, 4095, 101591.904
6938, 9851, 4087, 103123.943
6944, 9857, 4081, 103984.188
6949, 9865, 4073, 104014.775
6954, 9872, 4066, 104025.133
6959, 9877, 4061, 105268.717
6964, 9884, 4054, 106390.631
6969, 9894, 4044, 107406.387
6974, 9900, 4038, 107420.488
6980, 9908, 4030, 107438.29
6985, 9918, 4020, 107473.644
6990, 9930, 4008, 108025.798
6995, 9940, 3998, 108031.215
7000, 9950, 3988, 108859.881
7005, 9960, 3978, 108872.952
7010, 9968, 3970, 108877.123
7015, 9979, 3959, 108924.4
7020, 9990, 3948, 110309.599
7026, 9999, 3939, 110331.86
7031, 10011, 3927, 110355.551
7036, 10025, 3913, 111900.224
7041, 10037, 3901, 111910.62
7046, 10046, 3892, 111920.451
7052, 10053, 3885, 111931.645
7057, 10057, 3881, 111937.189
7062, 10065, 3873, 111968.598
7067, 10075, 3863, 112097.382
7072, 10084, 3854, 112116.501
7077, 10096, 3842, 112136.827
7082, 10106, 3832, 112143.156
7087, 10118, 3820, 112166.065
7093, 10130, 3808, 112215.91
7098, 10140, 3798, 112228.664
7103, 10150, 3788, 112246.475
7108, 10161, 3777, 112280.509
7113, 10172, 3766, 112296.447
7119, 10183, 3755, 112421.458
7124, 10188, 3750, 112433.412
7129, 10196, 3742, 112444.924
7134, 10205, 3733, 112483.818
7139, 10215, 3723, 112497.785
7144, 10226, 3712, 112635.417
7149, 10234, 3704, 112642.764
7155, 10244, 3694, 112666.768
7160, 10255, 3683, 112681.628
7165, 10265, 3673, 112696.461
7170, 10276, 3662, 112717.285
7175, 10287, 3651, 113091.093
7180, 10298, 3640, 113109.874
7186, 10305, 3633, 113128.672
7191, 10315, 3623, 113147.533
7196, 10323, 3615, 114334.462
7201, 10333, 3605, 114385.345
7206, 10341, 3597, 114425.008
7211, 10349, 3589, 114448.401
7216, 10360, 3578, 115403.893
7221, 10366, 3572, 115408.252
7226, 10374, 3564, 115425.164
7232, 10383, 3555, 115447.862
7237, 10390, 3548, 115456.435
7242, 10400, 3538, 115520.249
7247, 10409, 3529, 115536.319
7252, 10417, 3521, 115550.097
7257, 10425, 3513, 115642.743
7262, 10433, 3505, 115670.761
7268, 10442, 3496, 115706.458
7273, 10453, 3485, 115721.82
7278, 10462, 3476, 115747.45
7283, 10467, 3471, 115749.537
7288, 10475, 3463, 116059.959
7293, 10482, 3456, 116080.136
7298, 10487, 3451, 116082.889
7304, 10493, 3445, 116104.917
7309, 10500, 3438, 116130.077
7314, 10507, 3431, 116147.285
7319, 10514, 3424, 116156.953
7324, 10522, 3416, 116173.785
7329, 10528, 3410, 116184.952
7334, 10533, 3405, 116268.839
7339, 10538, 3400, 116280.101
7344, 10543, 3395, 116293.55
7349, 10545, 3393, 116294.374
7355, 10549, 3389, 116304.214
7360, 10555, 3383, 116325.726
7365, 10562, 3376, 116360.609
7370, 10568, 3370, 116365.849
7375, 10573, 3365, 116386.382
7380, 10581, 3357, 116422.442
7385, 10587, 3351, 116430.467
7390, 10595, 3343, 116482.849
7395, 10602, 3336, 116495.567
7400, 10606, 3332, 116501.005
7406, 10609, 3329, 116513.185
7411, 10613, 3325, 116534.335
7416, 10618, 3320, 116555.228
7421, 10623, 3315, 116568.681
7426, 10624, 3314, 116594.581
7431, 10627, 3311, 116607.291
7436, 10631, 3307, 116631.346
7441, 10639, 3299, 116667.873
7446, 10650, 3288, 116695.686
7452, 10660, 3278, 116702.691
7457, 10669, 3269, 116733.168
7462, 10680, 3258, 116758.277
7467, 10689, 3249, 116763.141
7472, 10700, 3238, 116783.839
7477, 10706, 3232, 116788.258
7482, 10709, 3229, 116790.122
7487, 10715, 3223, 116801.744
7493, 10721, 3217, 116839.572
7498, 10726, 3212, 116845.502
7503, 10733, 3205, 116876.673
7508, 10740, 3198, 116895.017
7513, 10745, 3193, 116941.682
7518, 10751, 3187, 116972.717
7523, 10757, 3181, 116984.2
7528, 10764, 3174, 117012.086
7534, 10771, 3167, 117043.065
7539, 10778, 3160, 117065.482
7544, 10785, 3153, 117074.982
7549, 10788, 3150, 117076.745
7554, 10793, 3145, 117087.27
7559, 10800, 3138, 117112.944
7564, 10805, 3133, 117127.022
7569, 10810, 3128, 117148.81
7574, 10819, 3119, 117207.018
7579, 10823, 3115, 117212.155
7585, 10830, 3108, 117242.321
7590, 10839, 3099, 117311.165
7595, 10846, 3092, 117319.25
7600, 10850, 3088, 117353.518
7605, 10853, 3085, 117502.907
7610, 10858, 3080, 117532.429
7615, 10864, 3074, 117541.073
7620, 10871, 3067, 117545.89
7625, 10882, 3056, 117579.536
7631, 10891, 3047, 117586.718
7636, 10898, 3040, 117591.44
7641, 10902, 3036, 117596.495
7646, 10909, 3029, 117619.438
7651, 10917, 3021, 117649.534
7656, 10924, 3014, 117701.257
7661, 10929, 3009, 117705.014
7666, 10939, 2999, 117839.687
7671, 10949, 2989, 117885.274
7677, 10957, 2981, 117900.595
7682, 10966, 2972, 117918.827
7687, 10976, 2962, 117938.97
7692, 10984, 2954, 117951.917
7697, 10992, 2946, 117988.513
7702, 11005, 2933, 118045.217
7707, 11019, 2919, 118167.137
7712, 11029, 2909, 118173.578
7718, 11038, 2900, 118186.782
7723, 11044, 2894, 118195.621
7728, 11054, 2884, 118221.813
7733, 11064, 2874, 118250.42
7738, 11073, 2865, 118254.96
7743, 11082, 2856, 118262.6
7748, 11090, 2848, 118440.911
7754, 11098, 2840, 118451.757
7759, 11105, 2833, 118457.967
7764, 11113, 2825, 118516.173
7769, 11120, 2818, 118528.543
7774, 11127, 2811, 118556.869
7779, 11135, 2803, 118580.139
7784, 11148, 2790, 118639.531
7790, 11160, 2778, 118661.998
7795, 11170, 2768, 118675.802
7800, 11181, 2757, 118691.658
7805, 11190, 2748, 118808.001
7810, 11202, 2736, 118841.379
7815, 11211, 2727, 118849.785
7820, 11216, 2722, 118862.348
7826, 11224, 2714, 118896.049
7831, 11231, 2707, 118906.9
7836, 11238, 2700, 118917.927
7841, 11246, 2692, 118934.919
7846, 11256, 2682, 118971.931
7851, 11265, 2673, 118982.379
7856, 11271, 2667, 118997.091
7861, 11278, 2660, 119021.148
7866, 11288, 2650, 119080.894
7872, 11298, 2640, 119095.678
7877, 11306, 2632, 119128.012
7882, 11313, 2625, 119154.103
7887, 11321, 2617, 119186.658
7892, 11329, 2609, 119234.281
7897, 11336, 2602, 119250.232
7902, 11345, 2593, 119278.229
7907, 11354, 2584, 119296.899
7913, 11363, 2575, 119462.157
7918, 11371, 2567, 119475.607
7923, 11383, 2555, 119519.098
7928, 11391, 2547, 119545.089
7933, 11402, 2536, 119694.82
7938, 11413, 2525, 119718.282
7943, 11418, 2520, 119728.27
7949, 11423, 2515, 119752.014
7954, 11430, 2508, 119763.144
7959, 11434, 2504, 119777.76
7964, 11442, 2496, 119848.77
7969, 11449, 2489, 119860.616
7974, 11457, 2481, 119874.911
7979, 11467, 2471, 119913.892
7985, 11479, 2459, 119940.305
7990, 11489, 2449, 119963.384
7995, 11496, 2442, 119976.012
8000, 11502, 2436, 119987.137
8005, 11508, 2430, 119997.15
8010, 11517, 2421, 120030.484
8015, 11525, 2413, 120057.38
8020, 11536, 2402, 120105.969
8026, 11545, 2393, 120123.127
8031, 11555, 2383, 120135.333
8036, 11566, 2372, 120167.42
8041, 11578, 2360, 120224.858
8046, 11586, 2352, 120280.691
8051, 11597, 2341, 120316.621
8056, 11603, 2335, 120321.098
8062, 11614, 2324, 120340.774
8067, 11625, 2313, 120352.685
8072, 11635, 2303, 120675.28
8077, 11644, 2294, 120711.859
8082, 11655, 2283, 120740.939
8087, 11665, 2273, 120746.269
8093, 11674, 2264, 120757.744
8098, 11683, 2255, 120790.34
8103, 11695, 2243, 120811.206
8108, 11702, 2236, 120837.753
8113, 11708, 2230, 120858.992
8118, 11713, 2225, 120862.461
8123, 11720, 2218, 120875.564
8129, 11729, 2209, 120925.483
8134, 11739, 2199, 121167.508
8139, 11751, 2187, 121207.593
8144, 11759, 2179, 121211.502
8149, 11764, 2174, 121218.984
8154, 11767, 2171, 121221.882
8159, 11771, 2167, 121230.685
8164, 11777, 2161, 121246.743
8169, 11782, 2156, 121259.367
8175, 11789, 2149, 121274.7
8180, 11796, 2142, 121294.834
8185, 11803, 2135, 121314.629
8190, 11809, 2129, 121321.241
8195, 11816, 2122, 121354.097
8200, 11823, 2115, 121378.192
8205, 11832, 2106, 121450.255
8211, 11842, 2096, 121485.996
8216, 11855, 2083, 121540.357
8221, 11866, 2072, 121564.784
8226, 11876, 2062, 121601.338
8231, 11882, 2056, 121612.652
8236, 11886, 2052, 121615.689
8241, 11891, 2047, 121624.999
8247, 11899, 2039, 121649.753
8252, 11907, 2031, 121908.226
8257, 11915, 2023, 121918.219
8262, 11922, 2016, 121942.484
8267, 11930, 2008, 121963.956
8272, 11940, 1998, 122005.191
8278, 11950, 1988, 122032.776
8283, 11957, 1981, 122216.855
8288, 11964, 1974, 122255.609
8293, 11972, 1966, 122270.069
8298, 11978, 1960, 122275.116
8303, 11985, 1953, 122285.234
8309, 11993, 1945, 122305.314
8314, 12002, 1936, 122364.842
8319, 12012, 1926, 122386.052
8324, 12022, 1916, 122398.416
8329, 12031, 1907, 122434.513
8334, 12042, 1896, 122563.079
8339, 12055, 1883, 122628.801
8344, 12067, 1871, 122636.768
8349, 12078, 1860, 122656.199
8354, 12087, 1851, 122696.19
8360, 12094, 1844, 122720.288
8365, 12101, 1837, 122734.699
8370, 12110, 1828, 122973.263
8375, 12120, 1818, 122997.379
8380, 12129, 1809, 123010.989
8385, 12138, 1800, 123037.004
8390, 12149, 1789, 123070.96
8395, 12159, 1779, 123081.041
8401, 12170, 1768, 123102.017
8406, 12178, 1760, 123122.033
8411, 12191, 1747, 123147.617
8416, 12203, 1735, 123168.319
8421, 12213, 1725, 123293.664
8426, 12227, 1711, 123328.045
8432, 12238, 1700, 123337.111
8437, 12249, 1689, 123357.337
8442, 12258, 1680, 123367.33
8447, 12266, 1672, 123391.348
8452, 12271, 1667, 123411.496
8457, 12280, 1658, 123453.085
8462, 12287, 1651, 123477.42
8468, 12293, 1645, 123495.698
8473, 12304, 1634, 123547.624
8478, 12311, 1627, 123554.845
8483, 12319, 1619, 123577.125
8488, 12323, 1615, 123579.71
8493, 12329, 1609, 123601.412
8498, 12336, 1602, 123624.639
8503, 12343, 1595, 123640.657
8508, 12351, 1587, 123659.393
8514, 12361, 1577, 123692.307
8519, 12371, 1567, 123711.152
8524, 12378, 1560, 123727.928
8529, 12387, 1551, 123750.087
8534, 12394, 1544, 123774.92
8539, 12403, 1535, 123806.506
8544, 12413, 1525, 123855.729
8549, 12422, 1516, 123869.454
8555, 12428, 1510, 123881.47
8560, 12432, 1506, 123898.452
8565, 12435, 1503, 123905.008
8570, 12441, 1497, 123934.558
8575, 12447, 1491, 123978.52
8580, 12452, 1486, 123982.208
8585, 12460, 1478, 124016.205
8590, 12467, 1471, 124030.476
8595, 12472, 1466, 124041.012
8601, 12477, 1461, 124049.522
8606, 12485, 1453, 124080.978
8611, 12492, 1446, 124088.829
8616, 12500, 1438, 124111.857
8621, 12507, 1431, 124133.623
8626, 12513, 1425, 124156.839
8631, 12522, 1416, 124198.903
8636, 12530, 1408, 124218.154
8641, 12536, 1402, 124224.176
8646, 12542, 1396, 124242.347
8651, 12548, 1390, 124268.493
8657, 12555, 1383, 124284.085
8662, 12564, 1374, 124303.413
8667, 12570, 1368, 124322.712
8672, 12577, 1361, 124616.603
8677, 12584, 1354, 125089.367
8682, 12595, 1343, 125182.931
8687, 12602, 1336, 125197.317
8692, 12606, 1332, 125205.853
8697, 12614, 1324, 125216.961
8703, 12623, 1315, 125227.157
8708, 12629, 1309, 125232.68
8713, 12634, 1304, 125244.098
8718, 12641, 1297, 125345.785
8723, 12650, 1288, 125404.204
8728, 12659, 1279, 125423.824
8733, 12668, 1270, 125441.889
8739, 12675, 1263, 125499.511
8744, 12680, 1258, 125505.627
8749, 12685, 1253, 125516.961
8754, 12690, 1248, 125541.854
8759, 12693, 1245, 125544.65
8764, 12700, 1238, 125612.668
8769, 12705, 1233, 125654.499
8774, 12712, 1226, 125675.744
8779, 12717, 1221, 125689.276
8785, 12722, 1216, 125699.575
8790, 12725, 1213, 125704.576
8795, 12733, 1205, 125757.405
8800, 12741, 1197, 125796.244
8805, 12751, 1187, 125807.303
8810, 12759, 1179, 125827.598
8815, 12766, 1172, 125907.702
8820, 12776, 1162, 126101.056
8825, 12784, 1154, 126110.525
8831, 12792, 1146, 126139.106
8836, 12802, 1136, 126169.151
8841, 12812, 1126, 126186.509
8846, 12820, 1118, 126192.698
8851, 12829, 1109, 126207.953
8856, 12841, 1097, 126437.74
8861, 12854, 1084, 126479.901
8866, 12865, 1073, 126490.726
8872, 12875, 1063, 126507.747
8877, 12885, 1053, 126528.326
8882, 12894, 1044, 126539.265
8887, 12902, 1036, 126555.127
8892, 12913, 1025, 126584.744
8897, 12925, 1013, 126600.638
8903, 12935, 1003, 126617.677
8908, 12948, 990, 126667.06
8913, 12959, 979, 128581.142
8918, 12970, 968, 128638.19
8923, 12981, 957, 128646.626
8928, 12992, 946, 128707.438
8934, 13002, 936, 128758.656
8939, 13011, 927, 128785.082
8944, 13023, 915, 128810.694
8949, 13029, 909, 128818.477
8954, 13039, 899, 128891.014
8959, 13046, 892, 128908.816
8964, 13050, 888, 128918.681
8970, 13057, 881, 128948.497
8975, 13067, 871, 128988.323
8980, 13079, 859, 129022.893
8985, 13090, 848, 129038.393
8990, 13098, 840, 129122.231
8995, 13106, 832, 129131.316
9001, 13114, 824, 129151.96
9006, 13119, 819, 129170.827
9011, 13121, 817, 129182.582
9016, 13125, 813, 129196.809
9021, 13130, 808, 129352.211
9026, 13136, 802, 129377.526
9031, 13142, 796, 129396.636
9036, 13149, 789, 129415.493
9042, 13154, 784, 129418.591
9047, 13161, 777, 129451.982
9052, 13166, 772, 129485.856
9057, 13173, 765, 129503.224
9062, 13180, 758, 129535.261
9067, 13188, 750, 129568.028
9072, 13195, 743, 129582.184
9078, 13203, 735, 129607.527
9083, 13211, 727, 129621.291
9088, 13220, 718, 129654.834
9093, 13227, 711, 129672.846
9098, 13237, 701, 129885.126
9103, 13244, 694, 129915.187
9108, 13250, 688, 129928.237
9113, 13260, 678, 129973.208
9119, 13268, 670, 129984.442
9124, 13276, 662, 129994.906
9129, 13288, 650, 130048.525
9134, 13295, 643, 130053.338
9139, 13303, 635, 130070.196
9144, 13311, 627, 130080.364
9149, 13321, 617, 130105.331
9155, 13333, 605, 130134.541
9160, 13343, 595, 130346.433
9165, 13349, 589, 130357.33
9170, 13353, 585, 130369.426
9175, 13357, 581, 130376.031
9180, 13363, 575, 130392.428
9185, 13367, 571, 130396.123
9190, 13371, 567, 130398.072
9195, 13374, 564, 130406.39
9200, 13377, 561, 130408.822
9205, 13382, 556, 130423.327
9210, 13388, 550, 130449.598
9216, 13394, 544, 130470.985
9221, 13398, 540, 130475.488
9226, 13399, 539, 130476.029
9231, 13401, 537, 130477.643
9236, 13406, 532, 130503.093
9241, 13410, 528, 130525.613
9246, 13415, 523, 130581.824
9251, 13423, 515, 130690.976
9256, 13434, 504, 130727.907
9261, 13445, 493, 130762.024
9266, 13453, 485, 130768.349
9272, 13463, 475, 130819.543
9277, 13474, 464, 130859.797
9282, 13485, 453, 130868.862
9287, 13494, 444, 130877.916
9292, 13504, 434, 130891.638
9297, 13514, 424, 130912.972
9303, 13524, 414, 131010.062
9308, 13534, 404, 131062.176
9313, 13541, 397, 131089.94
9318, 13548, 390, 131130.831
9323, 13555, 383, 131137.095
9328, 13562, 376, 131147.433
9333, 13571, 367, 131188.176
9338, 13580, 358, 131261.364
9344, 13590, 348, 131536.633
9349, 13599, 339, 131550.384
9354, 13608, 330, 131569.04
9359, 13615, 323, 131608.777
9364, 13625, 313, 131644.78
9369, 13633, 305, 131673.087
9374, 13641, 297, 131732.881
9380, 13652, 286, 131771.24
9385, 13661, 277, 131846.895
9390, 13670, 268, 131878.739
9395, 13680, 258, 131909.277
9400, 13692, 246, 131990.823
9405, 13702, 236, 131996.698
9411, 13707, 231, 132096.15
9416, 13714, 224, 132108.013
9421, 13722, 216, 132122.771
9426, 13729, 209, 132148.86
9431, 13737, 201, 132159.451
9436, 13744, 194, 132174.759
9441, 13750, 188, 132177.936
9447, 13759, 179, 132230.195
9452, 13769, 169, 132276.07
9457, 13782, 156, 132312.26
9462, 13793, 145, 132341.058
9467, 13803, 135, 132371.039
9473, 13816, 122, 132405.835
9478, 13825, 113, 132465.127
9483, 13832, 106, 132485.258
9488, 13839, 99, 132499.716
9493, 13846, 92, 132517.536
9498, 13852, 86, 132524.514
9503, 13859, 79, 132540.993
9508, 13868, 70, 132583.131
9513, 13879, 59, 132655.358
9519, 13890, 48, 132734.509
9524, 13901, 37, 132758.384
9529, 13914, 24, 132833.497
9534, 13929, 9, 132969.665
9539, 13936, 2, 132973.066
9544, 13936, 2, 132973.066
9549, 13937, 1, 132979.787
9554, 13937, 1, 132979.787
9559, 13937, 1, 132979.787
9564, 13937, 1, 132979.787
9569, 13937, 1, 132979.787
9574, 13938, 0, 132998.913
