'file_name', 'runtime_error', 'parse_error', 'recompute_duration', 'layers_qty', 'new_time_total', 'base_time_total', 'raw_time_total', 'new_print_total'
'203537.1.recompute_res', False, False, 0.1, 56, 46119, 83781, 83308, 43360
'203632.1.recompute_res', False, False, 17.783, 264, 142838, 209597, 200357, 110104
'203668.1.recompute_res', False, False, 0.465, 53, 10058, 14239, 13386, 6949
'203685.1.recompute_res', False, False, 0.057, 24, 8622, 8129, 7509, 6350
'20382.1.recompute_res', False, False, 0.263, 59, 15526, 15487, 14106, 9513
'203972.1.recompute_res', False, False, 0.012, 29, 11156, 10349, 9935, 9834
'203998.1.recompute_res', False, False, 0.413, 232, 25540, 26590, 23954, 13968
'204018.1.recompute_res', False, False, 1.036, 31, 19791, 22311, 20960, 13765
'204036.1.recompute_res', False, False, 1.359, 59, 20697, 33410, 32242, 16292
'20412.1.recompute_res', False, False, 0.038, 124, 14885, 11689, 10208, 10103
'204181.1.recompute_res', False, False, 5.689, 13, 26112, 43482, 41523, 21048
'20419.1.recompute_res', False, False, 0.176, 189, 15228, 16575, 14217, 8723
'204228.1.recompute_res', False, False, 8.245, 64, 47831, 70347, 65930, 33447
'204251.1.recompute_res', False, False, 0.198, 38, 30210, 29644, 28038, 25076
'20434.1.recompute_res', False, False, 0.056, 2, 1160, 1736, 1643, 827
'20436.1.recompute_res', False, False, 1.896, 103, 45292, 63239, 59494, 32054
'204384.1.recompute_res', False, False, 3.646, 197, 66459, 80238, 75251, 46100
'204385.1.recompute_res', False, False, 8.325, 34, 36858, 50771, 46643, 23773
'20452.1.recompute_res', False, False, 1.176, 223, 78382, 66175, 59808, 51412
'204581.1.recompute_res', False, False, 0.85, 54, 15984, 20006, 19270, 14104
'204625.1.recompute_res', False, False, 1.856, 14, 30498, 52595, 51831, 27272
'204638.1.recompute_res', False, False, 0.006, 32, 5345, 5218, 5049, 5049
'204808.1.recompute_res', False, False, 0.166, 17, 8466, 10002, 9540, 5950
'204837.1.recompute_res', False, False, 1.829, 55, 11485, 16123, 14366, 7960
'204872.1.recompute_res', False, False, 0.037, 2, 1068, 1135, 1069, 700
'205062.1.recompute_res', False, False, 0.352, 31, 18310, 19305, 18415, 14073
'205093.1.recompute_res', False, False, 3.099, 61, 26724, 37735, 33593, 17409
'20510.1.recompute_res', False, False, 11.589, 149, 80001, 112597, 104868, 52910
'205112.1.recompute_res', False, False, 0.126, 277, 17258, 17882, 13751, 10154
'205135.1.recompute_res', False, False, 0.464, 14, 7391, 7448, 6632, 4304
'205169.1.recompute_res', False, False, 0.008, 29, 9886, 9394, 9085, 8984
'205266.1.recompute_res', False, False, 1.055, 55, 14831, 21750, 20793, 11207
'205307.1.recompute_res', False, False, 0.166, 194, 66305, 58509, 54814, 54421
'205407.1.recompute_res', False, False, 2.543, 269, 105075, 111626, 106773, 90750
'205500.1.recompute_res', False, False, 1.564, 53, 12958, 18712, 17513, 9015
'205855.1.recompute_res', False, False, 86.548, 169, 318601, 510534, 478818, 241019
'205891.1.recompute_res', False, False, 0.008, 39, 6592, 6003, 5651, 5618
'2059.1.recompute_res', False, False, 0.001, 4, 138, 138, 130, 130
'205958.1.recompute_res', False, False, 7.99, 49, 44673, 69460, 64760, 32821
'20598.1.recompute_res', False, False, 47.801, 512, 326338, 506160, 475789, 240579
'206108.1.recompute_res', False, False, 2.118, 55, 11102, 15300, 13216, 7391
'206155.1.recompute_res', False, False, 10.232, 10, 39634, 68991, 65279, 32865
'206173.1.recompute_res', False, False, 2.211, 42, 25567, 35481, 33702, 17923
'206202.1.recompute_res', False, False, 1.673, 48, 11111, 16913, 15846, 8076
'206237.1.recompute_res', False, False, 4.058, 49, 16501, 24322, 20980, 10726
'206253.1.recompute_res', False, False, 7.573, 999, 565024, 774231, 756033, 455920
'206318.1.recompute_res', False, False, 0.107, 53, 8052, 11175, 10479, 5492
'2064.1.recompute_res', False, False, 0.008, 49, 1969, 1972, 1969, 1969
'206421.1.recompute_res', False, False, 0.679, 31, 18234, 19190, 18033, 12912
'20650.1.recompute_res', False, False, 4.056, 249, 56502, 69648, 62047, 32633
'206526.1.recompute_res', False, False, 0.342, 249, 83829, 64729, 56163, 56127
'206564.1.recompute_res', False, True, '', '', '', '', '', ''
'206638.1.recompute_res', False, False, 0.086, 39, 21629, 19035, 17926, 17454
'206811.1.recompute_res', False, False, 0.412, 15, 8990, 9396, 8568, 5714
'206865.1.recompute_res', False, False, 0.077, 14, 5406, 4398, 3938, 3089
'206877.1.recompute_res', False, False, 0.225, 31, 15876, 17007, 16230, 11607
'206887.1.recompute_res', False, False, 0.262, 311, 149588, 138960, 134432, 134424
'206903.1.recompute_res', False, False, 4.965, 89, 42197, 46143, 39666, 20583
'206916.1.recompute_res', False, False, 0.045, 31, 3986, 4974, 4552, 2793
'206945.1.recompute_res', False, True, '', '', '', '', '', ''
'207039.1.recompute_res', False, False, 18.561, 17, 69190, 115601, 108964, 54763
'20715.1.recompute_res', False, False, 2.434, 149, 64060, 57879, 51771, 31350
'207211.1.recompute_res', False, False, 13.601, 21, 61843, 106462, 101592, 51151
'207314.1.recompute_res', False, False, 2.282, 53, 12924, 18817, 17352, 8916
'207343.1.recompute_res', False, False, 11.671, 35, 71970, 105459, 98786, 51437
'207364.1.recompute_res', False, False, 5.341, 13, 25050, 40807, 38574, 19853
'207368.1.recompute_res', False, False, 0.007, 39, 3676, 3590, 3420, 3420
'20748.1.recompute_res', False, False, 1.408, 348, 85229, 84641, 77621, 51485
'207494.1.recompute_res', False, False, 2.44, 88, 19180, 22925, 21054, 11458
'20750.1.recompute_res', False, False, 4.393, 349, 114399, 140704, 132415, 74966
'207799.1.recompute_res', False, False, 1.91, 14, 11351, 15424, 14140, 7277
'2078.1.recompute_res', False, False, 0.015, 27, 8074, 7617, 7253, 6604
'207802.1.recompute_res', False, False, 2.472, 39, 15870, 17331, 14881, 7917
'207881.1.recompute_res', False, False, 0.018, 99, 15536, 15239, 14748, 14748
'20794.1.recompute_res', False, False, 1.981, 183, 64228, 79421, 74612, 46385
'208062.1.recompute_res', False, False, 0.063, 43, 10930, 9362, 8519, 7802
'208203.1.recompute_res', False, False, 0.762, 55, 12246, 17202, 16272, 8854
'20822.1.recompute_res', False, False, 61.159, 99, 335824, 607346, 597681, 299070
'208232.1.recompute_res', False, False, 0.721, 129, 34879, 34465, 29992, 19535
'208300.1.recompute_res', False, False, 2.977, 99, 15328, 18646, 16550, 9341
'208326.1.recompute_res', False, False, 0.061, 34, 12429, 14809, 14290, 9679
'208340.1.recompute_res', False, False, 0.002, 5, 1324, 1300, 1252, 1086
'208341.1.recompute_res', False, False, 0.003, 7, 1786, 1758, 1693, 1498
'20843.1.recompute_res', False, False, 6.315, 29, 27306, 40900, 37654, 19196
'20845.1.recompute_res', False, False, 5.931, 29, 26781, 40416, 37298, 18994
'208473.1.recompute_res', False, False, 5.224, 46, 16975, 22102, 18485, 10003
'208496.1.recompute_res', False, False, 0.526, 547, 61325, 50708, 43627, 30065
'20862.1.recompute_res', False, False, 0.001, 4, 190, 179, 166, 166
'208705.1.recompute_res', False, False, 0.156, 124, 15747, 15395, 14077, 10534
'20872.1.recompute_res', False, False, 3.338, 510, 192429, 231578, 222068, 146438
'208804.1.recompute_res', False, False, 1.039, 74, 37606, 36044, 33402, 24315
'208825.1.recompute_res', False, False, 0.132, 124, 10888, 11502, 10453, 7894
'208856.1.recompute_res', False, False, 0.974, 177, 80901, 84766, 81578, 64600
'208956.1.recompute_res', False, False, 0.024, 80, 9182, 6698, 5530, 5530
'209007.1.recompute_res', False, False, 0.052, 99, 33841, 37441, 36814, 32197
'209035.1.recompute_res', False, False, 3.704, 17, 25187, 38245, 36903, 19624
'20908.1.recompute_res', False, False, 1.467, 118, 39959, 52362, 49275, 27739
'209088.1.recompute_res', False, True, '', '', '', '', '', ''
'209095.1.recompute_res', False, False, 11.554, 49, 85097, 134494, 129959, 67393
'209133.1.recompute_res', False, False, 15.992, 524, 183650, 247979, 229199, 128337
'209150.1.recompute_res', False, False, 0.047, 29, 3012, 3588, 3255, 1948
'209154.1.recompute_res', False, False, 31.751, 124, 120934, 177323, 163509, 83056
'209220.1.recompute_res', False, False, 11.745, 124, 85138, 131697, 125602, 63542
'209223.1.recompute_res', False, False, 0.021, 99, 16080, 15782, 15288, 15288
'209224.1.recompute_res', False, False, 9.747, 279, 65032, 83710, 75554, 40288
'209275.1.recompute_res', False, False, 7.513, 384, 458166, 802986, 794454, 415381
'209278.1.recompute_res', False, False, 0.014, 24, 7013, 5917, 5467, 5319
'209427.1.recompute_res', False, False, 0.123, 62, 9902, 7208, 6059, 5654
'209851.1.recompute_res', False, False, 0.097, 278, 42075, 37248, 34729, 34583
'209910.1.recompute_res', False, False, 0.36, 75, 31254, 33556, 31933, 25078
'210015.1.recompute_res', False, False, 0.284, 19, 6430, 8352, 7566, 4110
'210106.1.recompute_res', False, False, 2.961, 13, 19212, 27572, 25826, 13638
'210328.1.recompute_res', False, False, 0.0, 1, 64, 64, 64, 64
'210556.1.recompute_res', False, False, 0.002, 18, 252, 193, 152, 152
'210574.1.recompute_res', False, False, 0.011, 38, 9782, 9062, 8693, 8632
'210583.1.recompute_res', False, False, 1.963, 89, 42238, 67555, 63686, 32507
'210691.1.recompute_res', False, False, 0.398, 277, 30001, 29302, 22274, 16298
'210740.1.recompute_res', False, False, 0.23, 374, 97432, 95275, 93021, 92872
'21083.1.recompute_res', False, False, 17.234, 74, 65099, 96520, 87043, 43896
'210854.1.recompute_res', False, False, 16.743, 759, 195739, 225150, 200481, 114289
'210954.1.recompute_res', False, False, 0.766, 64, 13065, 14551, 12568, 6588
'210964.1.recompute_res', False, False, 0.115, 24, 8499, 8216, 7664, 4494
'210979.1.recompute_res', False, False, 0.035, 107, 22108, 22247, 21588, 20817
'211096.1.recompute_res', False, False, 5.189, 13, 27177, 45117, 43162, 21928
'2111.1.recompute_res', False, False, 0.251, 102, 57179, 53131, 50293, 45534
'211127.1.recompute_res', False, False, 25.082, 99, 102392, 161603, 151033, 75715
'211132.1.recompute_res', False, False, 0.13, 357, 22363, 16475, 13342, 12103
'211272.1.recompute_res', False, False, 0.049, 24, 6994, 6577, 6039, 5072
'211293.1.recompute_res', False, False, 0.196, 12, 9146, 14936, 14677, 7801
'211370.1.recompute_res', False, False, 21.495, 59, 89430, 150282, 144692, 72444
'21153.1.recompute_res', False, False, 2.964, 49, 28456, 42406, 40249, 20662
'211539.1.recompute_res', False, False, 2.245, 369, 105739, 110274, 106959, 97414
'21158.1.recompute_res', False, False, 7.996, 23, 35685, 60125, 56837, 28480
'211658.1.recompute_res', False, False, 23.072, 721, 554098, 872541, 853125, 470201
'211673.1.recompute_res', False, True, '', '', '', '', '', ''
'211674.1.recompute_res', False, False, 3.961, 49, 16595, 24967, 21576, 11025
'211880.1.recompute_res', False, False, 0.973, 277, 44518, 38183, 29234, 21330
'212050.1.recompute_res', False, False, 9.676, 126, 88323, 121541, 113299, 61025
'21206.1.recompute_res', False, False, 15.349, 104, 105899, 143772, 135308, 75561
'212082.1.recompute_res', False, False, 0.16, 104, 21372, 25781, 24270, 15884
'212263.1.recompute_res', False, False, 2.5, 9, 13667, 16255, 14628, 8267
'212281.1.recompute_res', False, False, 12.95, 338, 141574, 181831, 170657, 95180
'212309.1.recompute_res', False, False, 0.038, 24, 6758, 6190, 5754, 4717
'212340.1.recompute_res', False, True, '', '', '', '', '', ''
'21235.1.recompute_res', False, False, 22.003, 139, 167282, 283230, 274779, 139019
'212355.1.recompute_res', False, False, 13.485, 701, 205520, 248085, 230585, 131605
'212392.1.recompute_res', False, False, 17.24, 37, 91476, 160422, 156425, 78364
'212393.1.recompute_res', False, False, 17.184, 37, 91751, 160272, 156184, 78271
'212418.1.recompute_res', False, False, 8.372, 624, 349974, 458702, 445479, 291246
'212491.1.recompute_res', False, False, 0.442, 544, 127006, 118397, 114078, 114078
'212568.1.recompute_res', False, False, 8.408, 74, 34919, 47858, 42947, 21567
'212630.1.recompute_res', False, False, 0.01, 39, 15386, 15457, 15340, 15209
'212673.1.recompute_res', False, False, 0.025, 99, 11242, 9723, 8922, 8922
'212725.1.recompute_res', False, False, 14.757, 524, 184157, 248037, 229217, 128426
'212778.1.recompute_res', False, False, 8.808, 13, 38175, 66214, 62945, 31494
'212803.1.recompute_res', False, False, 9.138, 13, 36889, 62448, 58980, 29793
'212835.1.recompute_res', False, False, 0.023, 29, 7261, 5926, 5117, 5117
'212981.1.recompute_res', False, False, 0.096, 24, 9428, 9238, 8636, 7055
'212992.1.recompute_res', False, False, 0.027, 34, 16267, 14782, 14134, 14083
'212999.1.recompute_res', False, False, 0.08, 24, 8840, 8371, 7763, 6470
'213001.1.recompute_res', False, False, 1.672, 28, 17438, 19280, 17626, 9481
'213079.1.recompute_res', False, False, 0.127, 149, 21445, 19402, 17226, 12861
'213152.1.recompute_res', False, False, 0.005, 29, 826, 722, 574, 556
'213260.1.recompute_res', False, False, 0.021, 49, 17484, 16745, 16304, 16304
'213270.1.recompute_res', False, False, 0.008, 37, 2463, 2314, 2167, 2167
'213307.1.recompute_res', False, False, 0.008, 37, 5894, 5085, 4718, 4718
'213372.1.recompute_res', False, False, 0.279, 185, 53302, 44281, 40866, 38387
'213406.1.recompute_res', False, False, 0.247, 61, 12448, 17841, 17071, 9039
'213555.1.recompute_res', False, False, 0.52, 4, 4259, 6754, 6478, 3443
'21364.1.recompute_res', False, False, 0.147, 54, 10713, 8539, 7302, 6523
'213680.1.recompute_res', False, False, 0.061, 89, 30340, 25490, 23512, 23512
'213697.1.recompute_res', False, False, 0.385, 117, 25963, 21574, 19438, 14288
'213711.1.recompute_res', False, False, 0.18, 50, 11779, 11425, 10186, 7020
'213712.1.recompute_res', False, False, 1.695, 49, 38529, 54020, 52365, 31372
'213732.1.recompute_res', False, False, 0.371, 379, 34578, 34767, 31084, 21761
'213737.1.recompute_res', False, False, 1.336, 648, 123965, 164443, 154122, 94373
'213746.1.recompute_res', False, False, 2.797, 55, 14039, 20066, 17756, 9659
'213764.1.recompute_res', False, False, 0.933, 49, 20667, 22898, 21676, 15135
'21378.1.recompute_res', False, False, 0.594, 47, 18653, 18116, 16507, 11464
'213780.1.recompute_res', False, False, 0.694, 149, 60862, 51518, 46933, 40434
'21379.1.recompute_res', False, False, 1.257, 299, 54430, 48391, 41303, 24029
'213814.1.recompute_res', False, False, 0.005, 19, 4494, 4310, 4160, 3962
'213824.1.recompute_res', False, False, 1.019, 14, 13687, 13475, 12236, 8254
'214027.1.recompute_res', False, False, 1.123, 47, 16159, 23053, 21549, 10834
'21403.1.recompute_res', False, False, 0.007, 24, 5877, 5673, 5530, 4927
'214098.1.recompute_res', False, False, 6.186, 164, 50189, 73967, 68279, 34820
'214276.1.recompute_res', False, False, 0.199, 317, 85345, 85216, 82726, 78494
'214353.1.recompute_res', False, False, 6.763, 37, 56517, 95913, 92945, 46651
'214373.1.recompute_res', False, False, 6.126, 41, 53142, 88391, 85738, 44216
'21446.1.recompute_res', False, False, 0.016, 74, 10017, 9048, 8529, 8529
'21447.1.recompute_res', False, False, 0.0, 1, 24, 24, 24, 24
'214577.1.recompute_res', False, False, 82.056, 155, 249764, 390745, 364981, 185226
'214672.1.recompute_res', False, False, 0.609, 35, 13323, 14846, 13729, 7628
'214688.1.recompute_res', False, False, 0.032, 49, 5547, 4257, 3568, 2613
'21469.1.recompute_res', False, False, 0.906, 271, 161560, 178046, 174432, 146049
'214737.1.recompute_res', False, False, 0.333, 311, 152241, 141971, 137561, 137553
'214754.1.recompute_res', False, False, 0.073, 277, 13202, 13019, 10298, 8367
'214771.1.recompute_res', False, False, 1.309, 209, 39308, 39758, 35121, 24628
'214798.1.recompute_res', False, False, 2.457, 29, 20916, 29446, 27960, 15154
'214851.1.recompute_res', False, False, 1.975, 304, 79323, 96897, 90160, 53257
'214981.1.recompute_res', False, False, 1.836, 232, 47615, 58095, 52527, 27355
'215038.1.recompute_res', False, False, 79.352, 155, 241053, 376725, 352100, 178768
'215092.1.recompute_res', False, False, 0.413, 31, 18762, 19580, 18516, 14043
'215111.1.recompute_res', False, False, 2.086, 14, 8604, 10675, 9299, 4796
'215170.1.recompute_res', False, False, 9.846, 37, 39229, 59654, 55762, 27966
'215294.1.recompute_res', False, False, 0.316, 65, 20373, 27869, 26334, 13952
'215354.1.recompute_res', False, False, 0.268, 119, 56433, 59807, 57614, 46161
'215371.1.recompute_res', False, False, 0.009, 29, 8623, 8350, 8079, 7628
'215462.1.recompute_res', False, False, 6.968, 171, 63349, 86113, 78879, 43163
'2155.1.recompute_res', False, False, 22.671, 208, 159449, 247874, 233561, 117867
'215630.1.recompute_res', False, False, 0.079, 24, 7878, 7831, 7211, 5009
'215633.1.recompute_res', False, False, 0.001, 1, 112, 127, 119, 60
'215686.1.recompute_res', False, False, 4.244, 14, 17894, 28733, 26487, 13344
'21573.1.recompute_res', False, False, 2.985, 105, 40212, 60414, 57213, 29144
'215751.1.recompute_res', False, False, 0.142, 78, 37117, 36441, 34579, 30820
'21577.1.recompute_res', False, False, 7.725, 133, 87824, 118797, 113405, 65380
'215805.1.recompute_res', False, False, 10.489, 13, 39539, 65724, 62280, 31392
'215846.1.recompute_res', False, False, 2.171, 48, 16083, 23587, 22131, 11306
'215938.1.recompute_res', False, False, 2.249, 223, 52912, 50435, 45306, 25664
'215967.1.recompute_res', False, False, 0.185, 89, 75976, 70548, 67977, 67166
'215983.1.recompute_res', False, False, 2.195, 401, 236267, 296239, 289335, 200691
'216069.1.recompute_res', False, False, 0.234, 259, 22116, 25607, 23326, 12520
'216155.1.recompute_res', False, False, 4.697, 402, 200846, 298567, 290269, 159302
'21622.1.recompute_res', False, False, 0.006, 18, 4653, 4016, 3733, 3733
'216224.1.recompute_res', False, False, 0.025, 17, 7022, 7134, 6849, 5742
'216288.1.recompute_res', False, False, 0.692, 14, 11162, 12754, 11900, 7483
'21635.1.recompute_res', False, False, 20.185, 4, 35419, 51943, 45188, 22615
'216424.1.recompute_res', False, False, 0.033, 12, 1613, 1641, 1426, 720
'216501.1.recompute_res', False, False, 0.863, 89, 31465, 27372, 24097, 16539
'216634.1.recompute_res', False, False, 1.102, 232, 94834, 107935, 102832, 74642
'216708.1.recompute_res', False, False, 0.878, 213, 91162, 96904, 92437, 74269
'216751.1.recompute_res', False, False, 2.237, 10, 15350, 25435, 24532, 12647
'216786.1.recompute_res', False, False, 9.379, 126, 108968, 183029, 177284, 89228
'216791.1.recompute_res', False, False, 1.347, 161, 83603, 95111, 90690, 63409
'216797.1.recompute_res', False, False, 3.838, 200, 153023, 168607, 161539, 118392
'216805.1.recompute_res', False, False, 4.55, 195, 150549, 168992, 161964, 116956
'216812.1.recompute_res', False, False, 0.768, 200, 84161, 88710, 84642, 68324
'216814.1.recompute_res', False, False, 2.904, 175, 134299, 145929, 139995, 104657
'216852.1.recompute_res', False, False, 0.052, 99, 26485, 22166, 20182, 20169
'216865.1.recompute_res', False, False, 0.01, 29, 5852, 6426, 6255, 4763
'216880.1.recompute_res', False, False, 0.036, 136, 15069, 13303, 12353, 12353
'216909.1.recompute_res', False, False, 82.095, 167, 266731, 418060, 392189, 200192
'216932.1.recompute_res', False, False, 0.11, 107, 26924, 25605, 23851, 20379
'216936.1.recompute_res', False, False, 0.509, 169, 49468, 56604, 54847, 43619
'21702.1.recompute_res', False, False, 0.497, 119, 50429, 55921, 53644, 35372
'217128.1.recompute_res', False, False, 0.016, 59, 6855, 5454, 4780, 4752
'21716.1.recompute_res', False, False, 7.897, 49, 40899, 66095, 62650, 31427
'217233.1.recompute_res', False, False, 1.304, 74, 27928, 31392, 29559, 21566
'217298.1.recompute_res', False, False, 35.43, 443, 319185, 485298, 466983, 245040
'2173.1.recompute_res', False, False, 0.071, 249, 23568, 19598, 17617, 17600
'217391.1.recompute_res', False, False, 0.149, 69, 45125, 41265, 39731, 38518
'217393.1.recompute_res', False, False, 0.698, 48, 11931, 16965, 16181, 8812
'217466.1.recompute_res', False, False, 0.052, 29, 8323, 7552, 7042, 6334
'217487.1.recompute_res', False, False, 18.014, 2350, 505741, 591696, 542457, 311539
'217510.1.recompute_res', False, False, 0.026, 74, 21356, 20030, 19392, 19392
'217729.1.recompute_res', False, False, 0.124, 17, 7536, 10385, 9998, 5797
'217731.1.recompute_res', False, False, 5.849, 39, 23044, 31648, 28653, 14448
'217774.1.recompute_res', False, False, 0.132, 17, 7762, 11010, 10613, 5975
'217835.1.recompute_res', False, False, 2.193, 259, 34519, 36913, 28306, 17849
'21805.1.recompute_res', False, False, 1.215, 101, 16832, 18702, 17229, 11206
'218052.1.recompute_res', False, False, 0.099, 24, 7608, 7117, 6459, 5124
'218076.1.recompute_res', False, False, 0.015, 39, 10821, 10255, 9954, 9763
'218089.1.recompute_res', False, False, 84.217, 167, 274018, 429911, 403115, 205639
'218145.1.recompute_res', False, False, 3.719, 16, 25793, 43834, 42381, 21534
'218175.1.recompute_res', False, False, 9.867, 1007, 473387, 657691, 638902, 392125
'21818.1.recompute_res', False, False, 6.048, 150, 44804, 60808, 55098, 27984
'218257.1.recompute_res', False, False, 0.008, 29, 1352, 1289, 871, 632
'218265.1.recompute_res', False, False, 3.914, 114, 45363, 58987, 54458, 28093
'21828.1.recompute_res', False, False, 0.63, 69, 23066, 26399, 24823, 16395
'218317.1.recompute_res', False, False, 0.755, 302, 118777, 128053, 123553, 102380
'218329.1.recompute_res', False, False, 0.03, 64, 21325, 18739, 17612, 17564
'218365.1.recompute_res', False, False, 1.144, 279, 56600, 53905, 47536, 31953
'218392.1.recompute_res', False, False, 0.0, 1, 26, 26, 26, 26
'218398.1.recompute_res', False, False, 1.843, 27, 28241, 45635, 44852, 24319
'218508.1.recompute_res', False, False, 0.795, 67, 17493, 23601, 21683, 11919
'218527.1.recompute_res', False, False, 36.737, 64, 82710, 117704, 97715, 49218
'218647.1.recompute_res', False, False, 0.012, 8, 2185, 1820, 1670, 1533
'218648.1.recompute_res', False, False, 170.508, 757, 692967, 1010160, 959626, 483700
'218664.1.recompute_res', False, False, 6.274, 89, 42002, 54599, 48507, 24967
'218699.1.recompute_res', False, False, 11.19, 279, 71267, 75869, 58882, 33687
'218738.1.recompute_res', False, False, 0.005, 21, 2597, 2442, 2313, 2313
'218754.1.recompute_res', False, False, 14.081, 74, 70803, 116241, 111905, 56571
'21877.1.recompute_res', False, False, 0.004, 7, 1708, 1452, 1232, 1232
'218797.1.recompute_res', False, False, 1.202, 150, 28439, 31564, 29238, 21068
'218896.1.recompute_res', False, False, 0.012, 49, 13243, 12798, 12455, 12455
'218968.1.recompute_res', False, False, 4.472, 99, 19400, 27778, 25771, 13951
'21899.1.recompute_res', False, False, 0.359, 1, 1590, 2488, 2336, 1174
'219011.1.recompute_res', False, False, 12.49, 12, 41497, 67134, 62041, 31052
'21910.1.recompute_res', False, False, 10.444, 49, 41088, 59186, 55086, 27618
'219148.1.recompute_res', False, False, 2.466, 199, 31486, 38118, 26621, 17472
'219227.1.recompute_res', False, False, 3.533, 104, 51213, 67709, 64620, 36985
'219246.1.recompute_res', False, False, 0.014, 7, 1949, 1900, 1769, 1402
'21931.1.recompute_res', False, False, 11.938, 174, 110535, 158879, 153127, 89551
