'file_name', 'runtime_error', 'parse_error', 'recompute_duration', 'layers_qty', 'new_time_total', 'base_time_total', 'raw_time_total', 'new_print_total'
'349055.1.recompute_res', False, False, 24.935, 157, 134845, 212278, 204953, 108576
'349057.1.recompute_res', False, False, 0.297, 91, 21028, 18509, 16361, 12105
'349068.1.recompute_res', False, False, 26.397, 161, 127442, 203207, 192982, 102228
'349134.1.recompute_res', False, False, 3.656, 46, 22600, 32980, 31457, 16705
'349172.1.recompute_res', False, False, 0.144, 24, 9341, 9267, 8548, 6561
'349200.1.recompute_res', False, False, 4.793, 50, 18489, 28621, 25691, 13289
'349242.1.recompute_res', False, False, 1.371, 149, 51660, 56505, 52606, 32339
'349334.1.recompute_res', False, False, 6.806, 49, 24068, 35573, 31840, 16158
'34936.1.recompute_res', False, False, 1.794, 102, 59229, 65061, 61049, 40272
'349397.1.recompute_res', False, False, 0.017, 84, 4358, 3704, 3191, 2978
'349439.1.recompute_res', False, False, 2.34, 46, 11921, 16514, 14915, 8208
'349462.1.recompute_res', False, False, 0.47, 91, 30595, 29196, 26983, 19082
'349476.1.recompute_res', False, False, 0.279, 47, 15504, 17127, 16317, 10900
'3495.1.recompute_res', False, False, 0.444, 445, 112377, 110110, 105837, 96884
'349523.1.recompute_res', False, False, 0.491, 616, 135052, 123553, 118056, 118056
'349583.1.recompute_res', False, False, 0.184, 29, 10470, 10000, 9025, 6883
'349666.1.recompute_res', False, False, 0.712, 29, 13408, 14864, 13798, 7697
'349674.1.recompute_res', False, False, 2.894, 112, 52056, 80817, 77174, 39515
'349725.1.recompute_res', False, False, 11.855, 27, 56559, 91421, 86863, 44147
'349776.1.recompute_res', False, False, 0.003, 9, 2270, 2045, 1937, 1894
'349859.1.recompute_res', False, False, 3.524, 99, 110273, 137374, 132834, 86016
'350137.1.recompute_res', False, False, 0.381, 499, 74329, 76615, 73487, 65481
'350158.1.recompute_res', False, False, 0.148, 14, 8262, 9894, 9390, 6123
'350194.1.recompute_res', False, False, 0.101, 184, 29090, 25457, 23366, 21551
'350240.1.recompute_res', False, False, 0.095, 222, 60420, 56535, 54648, 54648
'350262.1.recompute_res', False, False, 100.866, 174, 318236, 533885, 508092, 254400
'350275.1.recompute_res', False, False, 0.043, 14, 4207, 3938, 3641, 2297
'350286.1.recompute_res', False, False, 0.342, 14, 9366, 13747, 13302, 6779
'350326.1.recompute_res', False, False, 9.011, 124, 62236, 88898, 82705, 41905
'350331.1.recompute_res', False, False, 0.062, 127, 26649, 24688, 23335, 22787
'350383.1.recompute_res', False, False, 4.162, 239, 229550, 325444, 320623, 207417
'350568.1.recompute_res', False, False, 0.476, 31, 17832, 18737, 17631, 12999
'350605.1.recompute_res', False, False, 0.03, 44, 27692, 27574, 26971, 26415
'350610.1.recompute_res', False, False, 0.006, 24, 4510, 4098, 3898, 3898
'350708.1.recompute_res', False, False, 0.025, 137, 3971, 3898, 3379, 3379
'350746.1.recompute_res', False, False, 0.142, 349, 67585, 66546, 64785, 64692
'350784.1.recompute_res', False, False, 0.075, 11, 6801, 7014, 6669, 5131
'350857.1.recompute_res', False, False, 12.552, 360, 103013, 121169, 106275, 65746
'350963.1.recompute_res', False, False, 20.32, 238, 193574, 235220, 215896, 115432
'350997.1.recompute_res', False, False, 0.077, 11, 6670, 6880, 6507, 4960
'351069.1.recompute_res', False, False, 0.211, 153, 19072, 15742, 13679, 12288
'351155.1.recompute_res', False, False, 0.018, 94, 7719, 6032, 5096, 5084
'351188.1.recompute_res', False, False, 0.093, 249, 45153, 42506, 40917, 40917
'351220.1.recompute_res', False, False, 96.53, 174, 317475, 540707, 517146, 258765
'351268.1.recompute_res', False, False, 11.493, 13, 45732, 78872, 75658, 38076
'351291.1.recompute_res', False, False, 2.402, 9, 14777, 23048, 21887, 11350
'351302.1.recompute_res', False, False, 7.626, 124, 55767, 78979, 73207, 37155
'351310.1.recompute_res', False, False, 0.129, 54, 25650, 24510, 23388, 20411
'351312.1.recompute_res', False, False, 0.221, 199, 84107, 85129, 83927, 81699
'351479.1.recompute_res', False, False, 24.778, 330, 353226, 526657, 511251, 289366
'351521.1.recompute_res', False, False, 0.006, 6, 2285, 1771, 1593, 1593
'35162.1.recompute_res', False, False, 0.092, 239, 45755, 41964, 39767, 39767
'351626.1.recompute_res', False, False, 0.005, 29, 5430, 5219, 5015, 4980
'351630.1.recompute_res', False, False, 3.916, 34, 17954, 23187, 21059, 10581
'351640.1.recompute_res', False, False, 0.097, 26, 8080, 6970, 6056, 4969
'351657.1.recompute_res', False, False, 0.236, 274, 23812, 27146, 24310, 13646
'35167.1.recompute_res', False, False, 12.705, 34, 52093, 84876, 80990, 40807
'351794.1.recompute_res', False, False, 0.007, 9, 3563, 3194, 2943, 2885
'351965.1.recompute_res', False, False, 0.047, 77, 52668, 49882, 48637, 48593
'352095.1.recompute_res', False, False, 0.917, 124, 22977, 31978, 30525, 16810
'352152.1.recompute_res', False, False, 0.095, 164, 44367, 37504, 34347, 34347
'352174.1.recompute_res', False, False, 9.453, 16, 43189, 73579, 69331, 34961
'352201.1.recompute_res', False, False, 0.019, 80, 19682, 18450, 17826, 17826
'352213.1.recompute_res', False, False, 88.392, 146, 298070, 487847, 461163, 232391
'352273.1.recompute_res', False, False, 0.434, 145, 67019, 70370, 67981, 54314
'352276.1.recompute_res', False, False, 2.474, 10, 16003, 24509, 23322, 12067
'352298.1.recompute_res', False, True, '', '', '', '', '', ''
'352303.1.recompute_res', False, False, 0.007, 29, 1330, 1135, 769, 687
'352353.1.recompute_res', False, False, 0.84, 119, 25124, 32660, 31196, 18362
'35241.1.recompute_res', False, False, 3.953, 499, 86473, 88257, 78377, 53500
'3525.1.recompute_res', False, False, 0.869, 89, 24344, 32714, 30195, 16049
'352515.1.recompute_res', False, False, 0.544, 73, 25470, 23487, 21445, 14726
'352544.1.recompute_res', False, False, 1.383, 50, 17368, 21865, 19854, 10465
'352609.1.recompute_res', False, False, 0.246, 19, 6761, 7086, 6592, 4316
'352695.1.recompute_res', False, False, 1.247, 319, 52384, 50973, 45649, 29626
'352702.1.recompute_res', False, False, 32.753, 24, 89407, 145127, 133072, 66609
'352741.1.recompute_res', False, False, 2.211, 39, 15701, 18669, 16148, 8309
'353059.1.recompute_res', False, False, 0.887, 49, 18448, 27445, 25589, 12928
'353089.1.recompute_res', False, False, 24.912, 474, 500182, 880131, 864478, 434031
'353116.1.recompute_res', False, False, 0.101, 184, 25595, 19806, 17247, 16488
'353128.1.recompute_res', False, False, 0.029, 99, 25752, 25079, 24460, 24460
'353177.1.recompute_res', False, False, 2.129, 19, 41829, 78355, 77804, 40173
'353178.1.recompute_res', False, False, 2.293, 14, 13103, 18441, 17086, 8800
'353188.1.recompute_res', False, False, 89.105, 146, 295667, 482237, 455713, 229655
'353203.1.recompute_res', False, False, 0.502, 178, 66533, 63850, 60833, 47600
'353212.1.recompute_res', False, False, 0.011, 34, 11511, 10820, 10438, 10373
'35328.1.recompute_res', False, False, 0.778, 201, 40780, 35056, 31589, 25769
'353294.1.recompute_res', False, False, 0.007, 29, 9143, 8934, 8718, 8617
'353354.1.recompute_res', False, False, 3.013, 192, 90535, 114011, 109964, 74330
'353401.1.recompute_res', False, False, 0.128, 497, 25981, 21901, 19197, 19197
'353424.1.recompute_res', False, False, 25.999, 184, 213973, 266442, 248689, 138280
'353433.1.recompute_res', False, False, 2.069, 109, 27010, 38147, 35516, 18507
'353503.1.recompute_res', False, False, 7.164, 49, 23565, 33913, 29829, 15179
'353558.1.recompute_res', False, False, 0.181, 29, 20339, 20780, 19677, 16252
'353563.1.recompute_res', False, False, 1.965, 55, 11485, 16123, 14366, 7960
'35367.1.recompute_res', False, False, 0.451, 178, 37942, 43373, 40743, 26577
'353678.1.recompute_res', False, False, 0.843, 4, 2902, 3764, 3190, 1618
'353729.1.recompute_res', False, False, 7.776, 14, 26867, 43516, 40093, 20188
'353874.1.recompute_res', False, False, 18.908, 124, 81379, 111286, 100494, 51386
'353934.1.recompute_res', False, False, 0.026, 165, 7513, 6363, 5525, 5525
'354183.1.recompute_res', False, False, 4.092, 179, 40638, 54977, 49834, 25671
'354203.1.recompute_res', False, False, 27.643, 13, 79606, 132888, 125657, 63077
'354349.1.recompute_res', False, False, 0.98, 154, 89778, 119260, 116387, 80496
'35438.1.recompute_res', False, False, 2.939, 79, 42969, 54220, 52035, 32309
'354407.1.recompute_res', False, True, '', '', '', '', '', ''
'354489.1.recompute_res', False, False, 0.037, 107, 8477, 7398, 6400, 5476
'354547.1.recompute_res', False, False, 11.102, 17, 45435, 76678, 73294, 37075
'354739.1.recompute_res', False, False, 0.062, 169, 54707, 53985, 53058, 52957
'354810.1.recompute_res', False, False, 1.306, 34, 17229, 24096, 22657, 12084
'354834.1.recompute_res', False, False, 0.627, 136, 24578, 28397, 26729, 16497
'354957.1.recompute_res', False, False, 0.561, 98, 35418, 51915, 50100, 26939
'354979.1.recompute_res', False, False, 0.267, 329, 23080, 23496, 19809, 12898
'355107.1.recompute_res', False, False, 0.065, 2, 1433, 1114, 929, 901
'355263.1.recompute_res', False, False, 0.192, 4, 2544, 4072, 3971, 2172
'355282.1.recompute_res', False, False, 0.059, 224, 22853, 19929, 18133, 18133
'355364.1.recompute_res', False, False, 1.433, 1099, 229231, 194654, 178422, 174179
'35542.1.recompute_res', False, False, 0.011, 62, 3550, 2991, 2558, 2558
'355523.1.recompute_res', False, False, 6.382, 83, 50828, 63545, 58371, 30615
'355567.1.recompute_res', False, False, 1.84, 55, 11485, 16123, 14366, 7960
'3557.1.recompute_res', False, False, 0.025, 99, 12358, 11463, 10770, 10770
'355770.1.recompute_res', False, False, 0.042, 72, 12126, 10517, 9611, 9062
'355887.1.recompute_res', False, False, 3.281, 89, 34788, 37622, 32410, 17119
'355889.1.recompute_res', False, False, 7.388, 584, 238292, 261556, 249589, 167790
'355971.1.recompute_res', False, False, 0.712, 14, 13013, 13331, 12227, 8510
'356050.1.recompute_res', False, False, 0.088, 73, 17918, 17344, 16309, 13601
'356152.1.recompute_res', False, False, 2.215, 39, 15689, 18431, 15689, 8291
'356191.1.recompute_res', False, False, 0.781, 67, 44744, 36715, 33594, 32150
'356269.1.recompute_res', False, False, 2.081, 49, 25405, 31825, 29747, 16180
'356308.1.recompute_res', False, False, 0.979, 48, 10229, 15728, 14958, 7655
'356339.1.recompute_res', False, False, 0.231, 19, 8214, 7649, 6964, 5101
'356345.1.recompute_res', False, False, 37.806, 411, 202347, 233969, 195587, 101349
'356473.1.recompute_res', False, False, 12.48, 58, 38198, 55709, 49286, 24919
'356538.1.recompute_res', False, False, 1.189, 15, 10018, 12931, 11841, 6380
'35657.1.recompute_res', False, False, 6.192, 89, 50148, 71800, 66714, 34617
'356637.1.recompute_res', False, False, 0.006, 38, 1725, 1527, 1361, 1361
'356722.1.recompute_res', False, False, 0.004, 21, 537, 520, 461, 461
'356800.1.recompute_res', False, False, 0.137, 222, 56257, 50462, 48167, 46821
'35682.1.recompute_res', False, False, 36.498, 88, 127660, 208366, 198534, 100664
'356849.1.recompute_res', False, False, 1.697, 14, 13489, 16125, 14558, 8073
'356850.1.recompute_res', False, False, 8.155, 399, 295439, 506573, 496214, 250141
'356856.1.recompute_res', False, False, 7.6, 13, 30637, 52026, 49832, 25231
'357029.1.recompute_res', False, False, 2.645, 99, 35445, 50997, 48553, 26729
'357038.1.recompute_res', False, False, 6.285, 30, 26761, 33650, 26741, 14096
'357085.1.recompute_res', False, False, 23.972, 24, 83838, 142551, 135679, 67934
'357091.1.recompute_res', False, False, 58.092, 398, 550819, 950254, 928314, 474389
'357119.1.recompute_res', False, False, 1.414, 34, 18898, 26122, 24865, 12867
'357392.1.recompute_res', False, False, 0.058, 29, 10672, 9998, 9491, 8631
'357661.1.recompute_res', False, False, 3.545, 474, 134583, 123721, 111233, 62726
'357716.1.recompute_res', False, False, 1.068, 159, 68523, 70415, 68801, 64937
'357751.1.recompute_res', False, False, 0.101, 114, 25286, 37184, 36273, 21175
'357755.1.recompute_res', False, False, 0.086, 24, 7896, 6984, 6256, 5094
'357761.1.recompute_res', False, False, 11.719, 34, 49835, 83215, 80397, 40237
'35777.1.recompute_res', False, False, 12.368, 232, 115363, 152334, 143010, 78009
'35778.1.recompute_res', False, False, 0.115, 266, 28755, 21518, 18745, 17896
'35782.1.recompute_res', False, True, '', '', '', '', '', ''
'357875.1.recompute_res', False, False, 0.238, 78, 30958, 33351, 32779, 29341
'357913.1.recompute_res', False, False, 1.053, 172, 65890, 55883, 50855, 37522
'358061.1.recompute_res', False, False, 0.002, 16, 243, 238, 183, 183
'358136.1.recompute_res', False, False, 0.854, 24, 15049, 19577, 18023, 10071
'358276.1.recompute_res', False, True, '', '', '', '', '', ''
'358277.1.recompute_res', False, True, '', '', '', '', '', ''
'358365.1.recompute_res', False, False, 0.006, 8, 868, 1230, 1089, 554
'358484.1.recompute_res', False, False, 60.574, 254, 288972, 480625, 463366, 233163
'358528.1.recompute_res', False, False, 28.946, 209, 209668, 348983, 331825, 166509
'358558.1.recompute_res', False, False, 5.168, 14, 20349, 31247, 28491, 14332
'358659.1.recompute_res', False, False, 0.068, 219, 10601, 8889, 7200, 5720
'358815.1.recompute_res', False, False, 0.036, 74, 12920, 10908, 10052, 9493
'358908.1.recompute_res', False, False, 1.1, 74, 24619, 39573, 37390, 18816
'358916.1.recompute_res', False, False, 17.867, 49, 92016, 155405, 148686, 74434
'35904.1.recompute_res', False, False, 0.0, 1, 103, 93, 87, 87
'35915.1.recompute_res', False, False, 3.851, 269, 40245, 48914, 46114, 30120
'359204.1.recompute_res', False, False, 0.062, 24, 7924, 7099, 6529, 5692
'359298.1.recompute_res', False, False, 5.683, 14, 27402, 48818, 48137, 24483
'35930.1.recompute_res', False, False, 0.0, 1, 42, 42, 42, 42
'359351.1.recompute_res', False, False, 35.534, 34, 113721, 179095, 171370, 86110
'35944.1.recompute_res', False, False, 6.871, 187, 67524, 90462, 83357, 41805
'359485.1.recompute_res', False, False, 20.488, 99, 122877, 208906, 206220, 103970
'359523.1.recompute_res', False, False, 0.009, 33, 4767, 4278, 3815, 3815
'359528.1.recompute_res', False, False, 13.718, 449, 175140, 228205, 197400, 111363
'359557.1.recompute_res', False, False, 15.166, 152, 97230, 140213, 132829, 70874
'359588.1.recompute_res', False, True, '', '', '', '', '', ''
'359603.1.recompute_res', False, False, 12.145, 14, 37002, 60724, 54839, 27529
'359659.1.recompute_res', False, True, '', '', '', '', '', ''
'359734.1.recompute_res', False, False, 1.332, 29, 30220, 33355, 31668, 21512
'359857.1.recompute_res', False, False, 3.561, 24, 29487, 41999, 40202, 20980
'359873.1.recompute_res', False, False, 0.953, 450, 96591, 112815, 108925, 84341
'359961.1.recompute_res', False, False, 0.007, 41, 1395, 787, 499, 499
'359995.1.recompute_res', False, False, 0.423, 57, 30409, 28815, 26257, 21351
'360091.1.recompute_res', False, False, 0.01, 29, 10361, 9732, 9349, 9141
'360112.1.recompute_res', False, False, 0.003, 15, 482, 479, 434, 434
'360114.1.recompute_res', False, False, 0.219, 29, 13664, 16964, 16133, 9918
'360139.1.recompute_res', False, False, 0.002, 13, 608, 580, 540, 540
'360240.1.recompute_res', False, False, 36.638, 48, 141405, 238547, 225689, 113845
'360322.1.recompute_res', False, False, 1.003, 138, 91054, 137084, 134592, 76156
'36034.1.recompute_res', False, False, 2.939, 219, 78975, 109377, 103505, 56022
'360395.1.recompute_res', False, False, 3.299, 498, 91089, 99510, 93828, 77973
'360406.1.recompute_res', False, False, 2.522, 39, 15859, 18920, 16141, 8175
'360500.1.recompute_res', False, False, 0.069, 380, 10225, 7277, 5261, 5258
'360506.1.recompute_res', False, False, 20.412, 435, 129628, 156109, 136553, 81431
'360606.1.recompute_res', False, False, 0.137, 149, 33525, 53215, 52321, 28363
'360625.1.recompute_res', False, False, 7.074, 24, 27305, 45151, 43011, 21530
'360634.1.recompute_res', False, False, 88.973, 449, 459064, 758156, 727753, 364470
'36065.1.recompute_res', False, False, 0.003, 14, 2360, 2140, 2000, 2000
'360666.1.recompute_res', False, False, 0.216, 14, 7888, 10822, 10316, 5630
'360719.1.recompute_res', False, False, 12.167, 404, 91451, 105610, 83307, 48348
'360881.1.recompute_res', False, False, 16.353, 49, 108575, 165633, 158235, 81036
'36094.1.recompute_res', False, False, 0.005, 14, 4564, 4099, 3852, 3852
'360940.1.recompute_res', False, False, 18.408, 369, 267458, 388449, 376000, 207895
'360958.1.recompute_res', False, False, 0.029, 56, 10156, 7741, 6263, 6241
'361049.1.recompute_res', False, False, 142.848, 224, 558773, 920517, 892076, 455288
'361097.1.recompute_res', False, False, 0.045, 159, 34145, 31900, 30720, 30673
'361107.1.recompute_res', False, False, 27.217, 99, 153097, 263906, 254825, 127670
'361139.1.recompute_res', False, False, 0.735, 9, 7538, 10245, 9672, 5050
'361221.1.recompute_res', False, False, 0.0, 1, 58, 58, 58, 58
'361233.1.recompute_res', False, False, 0.402, 24, 7953, 8200, 7230, 4742
'361397.1.recompute_res', False, False, 0.274, 62, 5935, 6266, 5722, 3723
'361468.1.recompute_res', False, False, 17.2, 15, 55048, 92231, 86504, 43664
'361596.1.recompute_res', False, False, 2.402, 224, 55440, 83179, 79572, 41901
'361725.1.recompute_res', False, False, 0.671, 24, 10854, 12020, 10844, 6306
'361743.1.recompute_res', False, False, 4.353, 19, 21092, 33365, 31470, 15777
'361765.1.recompute_res', False, False, 0.049, 17, 9121, 10023, 9684, 7641
'361845.1.recompute_res', False, False, 0.495, 25, 8050, 11515, 10520, 5617
'361887.1.recompute_res', False, False, 0.035, 79, 24268, 21488, 20256, 20256
'361905.1.recompute_res', False, False, 2.947, 55, 14128, 20747, 18081, 9831
'361917.1.recompute_res', False, False, 0.061, 29, 9290, 8624, 8165, 7314
'361950.1.recompute_res', False, False, 0.127, 36, 7733, 11626, 11109, 5757
'361993.1.recompute_res', False, False, 0.0, 1, 41, 41, 41, 41
'36203.1.recompute_res', False, False, 0.072, 12, 5770, 5306, 4971, 3966
'36204.1.recompute_res', False, False, 0.021, 43, 12114, 10671, 10042, 9922
'362045.1.recompute_res', False, False, 9.692, 49, 48199, 74659, 69509, 35196
'362129.1.recompute_res', False, False, 1.356, 298, 38392, 44084, 39731, 23266
'362217.1.recompute_res', False, False, 0.023, 130, 8976, 8170, 7504, 7504
'362255.1.recompute_res', False, False, 1.11, 138, 90597, 135684, 133192, 75393
'362302.1.recompute_res', False, False, 3.219, 391, 271294, 367317, 360612, 230025
'362418.1.recompute_res', False, False, 3.25, 386, 78309, 84723, 75838, 52498
'36251.1.recompute_res', False, False, 0.509, 92, 39363, 43353, 41732, 33028
'362522.1.recompute_res', False, False, 6.808, 14, 28173, 47751, 45642, 22991
'362639.1.recompute_res', False, False, 16.222, 385, 113412, 135844, 118750, 72646
'362746.1.recompute_res', False, False, 5.099, 89, 40477, 50906, 45235, 23384
'362749.1.recompute_res', False, False, 3.326, 39, 17480, 22179, 19030, 9607
'362896.1.recompute_res', False, False, 2.742, 80, 35036, 39505, 36615, 19096
'362967.1.recompute_res', False, False, 5.102, 13, 27995, 46574, 44547, 22541
'362989.1.recompute_res', False, False, 1.5, 199, 50336, 71171, 65814, 33493
'362998.1.recompute_res', False, False, 0.991, 51, 13493, 19764, 18799, 9901
'36302.1.recompute_res', False, False, 187.457, 99, 411641, 626074, 565188, 284321
'363065.1.recompute_res', False, False, 5.747, 174, 48141, 65512, 61879, 38125
'363075.1.recompute_res', False, False, 10.025, 155, 91446, 149279, 143413, 73067
'3631.1.recompute_res', False, False, 0.218, 46, 16128, 12262, 10598, 9356
'363103.1.recompute_res', False, False, 0.477, 19, 8846, 12626, 11651, 5941
'363106.1.recompute_res', False, False, 0.001, 7, 190, 155, 140, 134
'363116.1.recompute_res', False, False, 2.498, 369, 225820, 296280, 289061, 184142
'3632.1.recompute_res', False, False, 0.013, 10, 2825, 2358, 2122, 1967
'363247.1.recompute_res', False, False, 0.016, 59, 21460, 20504, 19952, 19952
'363290.1.recompute_res', False, False, 3.527, 349, 94967, 106381, 96214, 50272
'363321.1.recompute_res', False, False, 0.547, 37, 14752, 16507, 15317, 8628
'363424.1.recompute_res', False, False, 2.24, 361, 107979, 144240, 139993, 89605
'363444.1.recompute_res', False, True, '', '', '', '', '', ''
'363482.1.recompute_res', False, False, 7.95, 126, 76790, 110666, 104626, 53871
'363756.1.recompute_res', False, False, 0.033, 49, 7751, 7326, 6367, 5099
'363808.1.recompute_res', False, False, 0.08, 187, 71002, 67805, 66141, 66026
'363825.1.recompute_res', False, False, 0.119, 174, 12325, 9975, 8381, 5656
'363904.1.recompute_res', False, False, 0.781, 24, 11772, 13753, 12627, 6870
'363928.1.recompute_res', False, False, 24.322, 74, 178338, 287431, 278460, 144774
'363967.1.recompute_res', False, False, 0.0, 1, 24, 24, 24, 24
'364077.1.recompute_res', False, False, 23.726, 74, 163900, 249592, 238390, 121926
'364167.1.recompute_res', False, False, 5.499, 13, 20193, 33243, 30993, 15765
'364231.1.recompute_res', False, False, 0.089, 89, 24106, 20600, 19376, 17258
'364327.1.recompute_res', False, False, 1.678, 51, 16139, 23718, 22496, 11729
'364328.1.recompute_res', False, False, 0.042, 15, 5576, 5688, 5316, 3836
'364408.1.recompute_res', False, False, 0.016, 37, 6673, 5676, 5258, 4945
'364435.1.recompute_res', False, False, 14.528, 875, 295792, 358122, 346702, 259836
'364581.1.recompute_res', False, False, 6.898, 44, 43222, 66495, 62753, 31558
'364587.1.recompute_res', False, True, '', '', '', '', '', ''
'364662.1.recompute_res', False, False, 9.679, 12, 39748, 65281, 60889, 30741
'364707.1.recompute_res', False, False, 0.0, 1, 27, 27, 27, 27
'36478.1.recompute_res', False, False, 1.856, 204, 114167, 115890, 111668, 98438
'364825.1.recompute_res', False, False, 11.937, 249, 171985, 251016, 242847, 126263
'364826.1.recompute_res', False, False, 0.143, 67, 26382, 22801, 20755, 19878
'36485.1.recompute_res', False, False, 0.667, 279, 53670, 53368, 49301, 38774
'364856.1.recompute_res', False, False, 0.219, 19, 7231, 7429, 6695, 4522
'364867.1.recompute_res', False, False, 3.283, 214, 47351, 60931, 53313, 27495
'364882.1.recompute_res', False, False, 7.71, 132, 68524, 101090, 95458, 48381
'364911.1.recompute_res', False, False, 0.604, 34, 7997, 6273, 5358, 3678
'364951.1.recompute_res', False, False, 10.488, 134, 77670, 121371, 115272, 59723
'365050.1.recompute_res', False, False, 0.008, 47, 2796, 2343, 2048, 2048
'365246.1.recompute_res', False, False, 102.248, 174, 312120, 532690, 510264, 255236
'365296.1.recompute_res', False, False, 9.605, 83, 50239, 67897, 62217, 31821
'36545.1.recompute_res', False, False, 0.134, 435, 36619, 30424, 27198, 27177
'365507.1.recompute_res', False, False, 1.299, 414, 135487, 139732, 134227, 109764
'365571.1.recompute_res', False, False, 108.713, 174, 330219, 562066, 539173, 269868
'365614.1.recompute_res', False, False, 0.428, 29, 13538, 9721, 7965, 7059
'36566.1.recompute_res', False, False, 0.012, 59, 7881, 6579, 5957, 5957
'365697.1.recompute_res', False, False, 0.147, 174, 13013, 10236, 8595, 5651
'36590.1.recompute_res', False, False, 0.334, 158, 72647, 73033, 70709, 60616
'365907.1.recompute_res', False, False, 0.42, 20, 10337, 11759, 11042, 6572
'365943.1.recompute_res', False, False, 69.49, 222, 223530, 336638, 314651, 157818
'365955.1.recompute_res', False, False, 1.644, 89, 42637, 53375, 50802, 27158
'365994.1.recompute_res', False, False, 95.061, 340, 433187, 734996, 710380, 356935
'366007.1.recompute_res', False, False, 1.204, 64, 29231, 33520, 32372, 26210
'366076.1.recompute_res', False, False, 6.09, 24, 34036, 52557, 49141, 25139
'366159.1.recompute_res', False, False, 0.025, 99, 18438, 16421, 15486, 15486
'366208.1.recompute_res', False, False, 8.673, 457, 341025, 478220, 468851, 299514
'366256.1.recompute_res', False, False, 0.223, 61, 26869, 25185, 23830, 19548
'36628.1.recompute_res', False, False, 0.334, 44, 27136, 28960, 27838, 21616
'366305.1.recompute_res', False, False, 0.066, 174, 10415, 8597, 7227, 5065
'36634.1.recompute_res', False, False, 15.03, 87, 120248, 210826, 203889, 102403
'36648.1.recompute_res', False, False, 2.951, 149, 46275, 57562, 52820, 26804
'366519.1.recompute_res', False, False, 0.018, 28, 4337, 3773, 3486, 2963
'366552.1.recompute_res', False, False, 0.001, 9, 234, 234, 210, 210
'36660.1.recompute_res', False, False, 10.312, 149, 57199, 91633, 88913, 46731
'366616.1.recompute_res', False, False, 108.705, 174, 314022, 518062, 491095, 245956
'366624.1.recompute_res', False, False, 0.003, 19, 513, 497, 445, 445
'366753.1.recompute_res', False, False, 1.221, 59, 26142, 30494, 28632, 21041
'366914.1.recompute_res', False, False, 111.364, 174, 318236, 533885, 508092, 254400
'367107.1.recompute_res', False, False, 6.007, 59, 40201, 41808, 37298, 31854
'367141.1.recompute_res', False, False, 110.546, 174, 324790, 538973, 510599, 255751
'367184.1.recompute_res', False, False, 21.867, 24, 98003, 176889, 174923, 87930
'367266.1.recompute_res', False, False, 0.273, 4, 3592, 5938, 5722, 2913
'367306.1.recompute_res', False, False, 6.519, 58, 27939, 36528, 32851, 16553
'367315.1.recompute_res', False, False, 0.77, 31, 19504, 21414, 20216, 14162
'367329.1.recompute_res', False, False, 0.268, 109, 37691, 40074, 38617, 28032
'367338.1.recompute_res', False, False, 107.171, 359, 493397, 847171, 818730, 411984
'367360.1.recompute_res', False, False, 111.048, 174, 318236, 533885, 508092, 254400
'367376.1.recompute_res', False, False, 0.032, 120, 17195, 15855, 15100, 15083
'367405.1.recompute_res', False, False, 1.304, 204, 65505, 79285, 75556, 49825
'367428.1.recompute_res', False, False, 5.434, 468, 249607, 320443, 310319, 196844
'367441.1.recompute_res', False, False, 89.102, 174, 293718, 502197, 482325, 241557
'367468.1.recompute_res', False, False, 1.194, 14, 16162, 16522, 15592, 12150
'367540.1.recompute_res', False, False, 2.691, 139, 23356, 29659, 25873, 13619
'36755.1.recompute_res', False, False, 200.611, 989, 725229, 1013842, 937901, 471855
'367563.1.recompute_res', False, False, 3.237, 164, 52949, 74082, 69597, 36008
'367625.1.recompute_res', False, False, 0.017, 24, 5946, 5095, 4620, 4444
'367626.1.recompute_res', False, False, 0.003, 9, 1311, 1175, 1064, 937
'367658.1.recompute_res', False, False, 0.336, 297, 91612, 83587, 79732, 73487
'367751.1.recompute_res', False, False, 1.312, 114, 33079, 37926, 35502, 23862
'367788.1.recompute_res', False, False, 0.189, 109, 82276, 78159, 76088, 73635
'367820.1.recompute_res', False, False, 9.753, 106, 104620, 181564, 176447, 88418
'367896.1.recompute_res', False, False, 0.002, 10, 345, 339, 313, 313
'367947.1.recompute_res', False, False, 1.226, 63, 44414, 61356, 59175, 34339
'367978.1.recompute_res', False, False, 0.012, 29, 6248, 5936, 5556, 5556
'36799.1.recompute_res', False, False, 18.118, 664, 414888, 564474, 547876, 341535
'368.1.recompute_res', False, False, 0.008, 65, 2076, 1663, 1356, 1356
'36810.1.recompute_res', False, False, 6.56, 86, 41780, 69324, 66240, 33569
'368103.1.recompute_res', False, False, 1.575, 58, 15393, 19343, 17371, 8822
'368129.1.recompute_res', False, False, 0.081, 466, 30069, 24378, 21123, 21118
'36814.1.recompute_res', False, False, 0.002, 12, 1591, 1423, 1343, 1343
'368300.1.recompute_res', False, True, '', '', '', '', '', ''
'368303.1.recompute_res', False, False, 3.033, 114, 50269, 67055, 64832, 43846
'368354.1.recompute_res', False, False, 104.306, 174, 345293, 587804, 562060, 281271
'368387.1.recompute_res', False, False, 1.382, 149, 41131, 47639, 43783, 22714
'36843.1.recompute_res', False, False, 7.412, 24, 31813, 54609, 52781, 26430
'36849.1.recompute_res', False, False, 0.011, 42, 7286, 6412, 5972, 5937
